,F140,F153,F157,F159,F198,F200,F201,F21,F26,F272,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F411,F426,F439,F470,F471,F474,F476,F495,F524,F550,F551,F553,F554,F556,F557,F578,F72
82,0.1696,0.0122,,424.0,0.256,22.69,7.5,-5495.75,1.9688,52.1789,36.4053,,9.9304,83.8746,9.2658,0.074,50.2261,7.1008,64.3328,119.104,4.2603,1.2543,55.1506,2.3519,9.2721,25.3071,18.9788,9.1197,4.4725,18.25,1.46,8.5986,0.5797,4.5583,1.8161,0.0278,138.3167
83,0.7511,0.011,,527.0,0.406,17.17,7.31,-6518.25,1.8967,35.9635,19.6939,,4.7173,85.4579,8.6667,0.1284,50.2987,,64.2122,117.955,2.5605,1.129,58.6517,3.9708,3.1065,49.0923,33.5899,5.0921,7.4388,19.61,2.36,9.7629,0.983,4.8311,2.8625,,
84,0.415,0.0245,,7791.0,0.506,14.89,5.94,-4556.0,1.3362,46.4735,39.8882,,5.9844,85.1197,9.1784,0.1762,50.2165,3.1079,64.229,118.771,4.7897,2.5063,21.4286,5.0212,6.3465,20.2083,15.8872,5.836,8.6617,20.53,1.09,8.9414,0.5022,5.0912,1.3239,0.0298,153.8696
85,1.0232,0.0161,0.0331,530.0,0.666,8.71,4.62,-5432.5,2.0345,13.3636,26.9809,0.01,5.4033,84.3324,8.9336,0.1831,50.5527,4.5035,64.2529,116.7828,3.5829,1.659,31.8341,6.2146,9.9812,23.6945,7.348,5.5013,3.8701,18.23,1.47,7.4353,0.5534,4.4925,1.8423,,140.0402
86,1.0232,0.0202,,745.0,0.197,12.45,9.16,-5677.75,1.9985,18.604,26.9809,,4.9523,84.8723,8.755,0.0626,50.3957,5.2951,64.0838,117.326,3.5829,2.0999,57.9592,1.8058,7.1093,25.6771,14.5221,4.4588,3.7779,19.49,1.54,8.9166,0.5847,4.7668,1.9149,,138.6505
87,0.5975,0.0122,,1657.0,0.986,5.07,9.36,-6174.5,1.881,11.3213,23.9769,,2.4657,84.8178,8.7947,0.3105,50.2004,,63.9947,118.7708,2.9815,1.2446,54.0,9.5157,12.0556,72.3139,15.2609,7.3331,5.7451,15.14,1.26,6.3555,0.5134,3.6717,1.68,0.02,
88,0.4208,0.0137,,296.0,1.149,4.94,5.49,-5367.75,2.0093,10.0285,25.1991,,1.8788,84.8178,8.7947,0.3223,50.2004,,63.9947,118.7708,3.4787,1.4003,31.8998,11.1861,12.2571,40.5349,18.3601,2.8928,3.4952,10.6,1.7,5.1243,0.723,2.6394,2.2931,0.0372,
89,0.5324,0.0133,,531.0,0.45,7.12,5.86,-5393.25,1.9872,29.6075,23.0757,,5.171,85.6591,8.8249,0.1278,50.3878,2.9768,64.1536,118.3554,3.2848,1.3796,56.3177,4.142,11.9746,13.8468,13.502,5.166,3.7336,17.19,1.38,7.5693,0.6208,4.3156,1.7451,0.0201,133.2373
90,0.4208,0.0133,,578.0,1.048,7.13,5.44,-5594.25,1.8807,36.2012,25.1991,,1.6574,85.4507,9.3851,0.3008,50.4554,,63.8228,118.528,3.4787,1.3617,38.9892,10.3196,12.9399,33.6344,14.6237,7.7547,3.767,17.33,1.14,8.3166,0.496,4.3101,1.4165,,
91,0.4845,0.0142,,5703.0,0.461,15.91,2.88,-2665.5,0.8912,28.6872,20.4695,,6.6879,85.0716,8.6942,0.1365,50.5287,2.8184,64.3976,118.0626,2.7358,1.4659,54.1997,4.4261,5.1356,19.3648,11.5465,7.0844,7.4077,15.54,1.58,6.9851,0.6301,3.8789,1.9675,0.0277,150.9662
92,0.415,0.0135,,527.0,0.429,17.45,10.24,-5527.0,1.984,13.0903,39.8882,,10.4385,85.6626,9.1502,0.1132,50.2288,4.7686,64.1871,119.3708,4.7897,1.3959,40.5579,4.0658,8.5949,55.4771,6.0868,6.3834,4.2343,15.55,1.49,7.2787,0.5661,3.8498,1.8542,,143.7165
93,0.1298,0.0134,,7716.0,0.266,13.22,9.81,-4695.25,1.3355,47.1104,22.7269,,5.1677,84.7166,8.8388,0.0733,50.3916,2.7571,64.1968,111.7128,3.1097,1.3778,39.1304,2.4099,8.1614,26.5079,8.7293,6.7595,4.8872,,,,,,,,139.5132
94,0.4287,0.0167,,663.0,0.437,7.29,6.67,-5491.5,1.9898,27.6841,17.6337,,5.2074,85.0716,8.6942,0.1232,50.5287,4.1041,64.3976,118.0626,2.7712,1.7213,93.0118,4.0185,13.5601,16.3471,7.8537,4.4944,7.4813,,,,,,,,140.0355
95,1.7153,0.0187,,619.0,0.245,9.5,7.81,-5463.25,2.0063,21.3097,16.3972,,4.8712,84.9052,9.7997,0.0794,50.6596,2.5249,64.2828,118.1188,2.3943,1.9383,66.8984,2.2287,8.7713,21.7283,11.4258,5.3832,3.794,,,,,,,,136.0674
96,0.6112,0.0122,,5480.0,1.033,15.66,7.92,-2609.25,0.8925,55.5934,24.1213,,5.9438,85.6039,8.7588,0.3593,50.179,5.131,64.1668,118.6704,3.2122,1.2508,49.2847,10.569,4.5481,31.2499,36.4566,5.9014,3.5701,23.42,1.63,10.5828,0.6168,5.6924,2.2249,0.0095,162.0085
97,0.4208,0.0143,,167.0,0.454,4.01,9.33,-5497.75,2.0083,30.3511,25.1991,,1.7279,84.8178,8.7947,0.1433,50.2004,,63.9947,118.7708,3.4787,1.4744,62.9255,4.4178,9.0952,66.6321,39.095,10.8578,4.6515,13.86,1.01,6.195,0.4616,3.3481,1.2891,,
98,0.5975,0.0141,,592.0,0.392,9.74,9.79,-5522.25,1.87,69.6508,23.9769,,2.0899,85.4507,9.3851,0.1287,50.4554,,63.8228,118.528,2.9815,1.4541,27.2727,3.7659,10.4369,58.2981,20.4777,7.7547,3.6173,,,,,,,,
99,0.5144,0.0049,,6011.0,0.328,30.17,20.6,-1502.75,0.4368,61.8203,19.5188,,6.3227,85.0922,9.2007,0.0862,50.1899,6.7412,64.2199,118.2566,2.7099,0.5029,53.411,2.9706,17.2001,45.3306,43.7804,5.8405,5.5214,22.99,1.22,10.97,0.5209,5.6738,1.5269,0.0199,131.7086
100,0.4208,0.0142,,352.0,0.882,3.57,10.66,-5443.0,1.9935,17.873,25.1991,,2.5953,84.8178,8.7947,0.2519,50.2004,,63.9947,118.7708,3.4787,1.458,38.8052,8.6167,9.9532,51.9971,28.6441,2.8928,3.8734,12.46,1.15,5.6941,0.4991,3.0934,1.5614,,
101,0.4615,0.0267,,336.0,0.505,4.26,8.18,-5668.0,1.853,38.8917,13.2401,,2.3025,85.4507,9.3851,0.1506,50.4554,,63.8228,118.528,1.8145,2.7999,40.4557,4.8772,11.6262,74.713,13.3243,8.4971,5.4589,,,,,,,,
102,0.2373,0.0216,,168.0,0.415,14.48,4.22,-6274.75,1.8835,41.299,19.1157,,5.2036,85.4138,10.9634,0.1445,50.3803,,64.2949,118.8972,2.8007,2.2588,46.6321,3.9783,6.9812,22.3427,9.8885,8.4413,6.6506,21.85,1.12,10.0909,0.429,5.3197,1.3774,0.0189,
103,0.4208,0.0138,,552.0,0.851,6.07,7.61,-5609.5,1.8678,42.0662,25.1991,,1.8371,85.4507,9.3851,0.2712,50.4554,,63.8228,118.528,3.4787,1.4215,41.4859,8.3126,11.7576,36.3482,11.5089,7.6193,4.0307,23.57,1.73,11.6194,0.8075,5.7436,2.1401,0.0313,
104,0.5324,0.0122,,302.0,0.505,13.2,7.93,-6487.25,1.8753,42.0083,23.0757,,5.1015,85.2575,9.094,0.1478,50.249,,64.235,119.6672,3.2848,1.2562,42.364,4.9785,3.6042,52.1988,49.8401,8.151,7.2571,16.86,1.07,8.5397,0.4384,4.1786,1.3381,,
105,0.4237,0.022,,623.0,0.881,15.55,4.24,-6361.5,1.8895,60.7583,26.5052,,4.9924,85.4138,10.9634,0.2588,50.3803,,64.2949,118.8972,3.1702,2.3024,43.9627,8.4746,8.4532,26.8126,21.0087,5.6251,4.9618,18.04,1.19,7.5238,0.4881,4.5109,1.4757,0.0194,
106,0.4018,0.0123,,392.0,0.271,20.52,6.69,-6514.0,1.882,47.0601,13.1989,,6.6302,84.5407,9.1638,0.1009,50.1709,,64.2232,119.7114,2.0627,1.2645,36.9981,2.6114,3.5491,37.6059,7.2774,8.151,4.5041,20.35,1.54,9.1084,0.6726,5.084,1.8925,0.012,
107,0.4287,0.0194,,532.0,0.315,16.04,4.77,-6541.25,1.8858,54.4456,17.6337,,4.3593,85.2575,9.094,0.0952,50.249,,64.235,119.6672,2.7712,2.0198,38.9498,2.9504,8.2759,18.0467,10.1317,5.2669,5.012,17.64,1.54,7.8268,0.7114,4.4152,1.858,0.0322,
108,0.4018,0.0129,,1270.0,0.382,16.17,6.78,-5147.25,1.983,42.8075,13.1989,,4.2394,85.2575,9.094,0.1033,50.249,,64.235,119.6672,2.0627,1.331,80.8511,3.6777,3.6091,42.5125,40.7596,3.5013,4.1837,17.11,1.35,8.16,0.5537,4.2717,1.6666,0.0325,
109,0.4018,0.0195,,385.0,0.57,15.9,7.62,-6485.5,1.888,42.2246,13.1989,,6.0052,84.5407,9.1638,0.1915,50.1709,,64.2232,119.7114,2.0627,2.0322,41.9152,5.589,4.2878,31.5931,21.7446,8.9716,56.7734,16.44,0.89,7.5256,0.3607,4.1094,1.1777,0.0349,
110,0.4237,0.0111,,702.0,0.333,17.18,9.69,-5409.0,1.9937,53.6418,26.5052,,10.5455,84.3324,8.9336,0.1029,50.5527,5.3369,64.2529,116.7828,3.1702,1.1393,47.3464,3.167,7.5951,39.7404,8.8018,6.7926,4.1902,13.84,1.08,6.4651,0.4194,3.3728,1.3798,0.0139,149.4235
111,0.4678,0.0109,,389.0,0.363,11.99,7.72,-6463.0,1.8718,25.4458,13.4887,,4.4095,85.4579,8.6667,0.0924,50.2987,,64.2122,117.955,1.9792,1.1213,42.9748,3.5214,2.8048,60.8267,36.3109,10.2288,5.6305,23.21,2.11,10.5881,0.9196,5.7646,2.6313,,
112,0.972,0.0175,,259.0,0.327,21.71,7.53,-5301.0,1.9775,52.3545,15.0317,,10.0152,83.8746,9.2658,0.1047,50.2261,,64.3328,119.104,2.2112,1.8212,45.0,3.0719,7.8631,30.1132,21.928,3.5013,6.8926,19.12,1.2,8.4693,0.5347,4.7689,1.4996,,
113,1.1917,0.1879,,203.0,0.244,16.99,8.53,-5401.75,2.019,41.1768,24.782,,6.2614,84.3585,8.7495,0.0797,50.4362,4.3251,64.2234,117.7078,3.1394,19.7458,63.8165,2.3444,4.3325,25.9043,10.1527,5.166,4.3461,18.55,2.16,9.2407,0.814,4.5677,2.6295,0.0049,154.8211
114,0.26,0.0068,,674.0,0.42,15.24,5.19,-6470.75,1.8893,52.8754,22.599,,4.7975,85.4138,10.9634,0.1377,50.3803,,64.2949,118.8972,2.9113,0.6964,41.8058,4.0454,8.9105,23.6427,46.3803,9.0966,4.8337,17.25,1.81,7.6035,0.7445,4.3064,2.2095,,
115,0.5144,0.0122,,692.0,1.127,17.62,11.59,-5432.75,1.9748,54.3442,19.5188,,6.1942,85.8965,9.2405,0.3187,50.157,10.8488,64.0502,119.2274,2.7099,1.2543,42.8223,11.506,5.7471,60.3792,26.6958,7.0552,4.4952,27.75,11.42,10.3714,4.6523,6.8298,15.6096,0.0364,163.8571
116,0.0797,0.0193,,3597.0,0.569,14.62,5.32,-5856.75,1.8845,79.1147,21.3466,,5.6058,84.5407,9.1638,0.1734,50.1709,,64.2232,119.7114,2.8235,2.0111,24.878,5.5471,5.0632,36.4654,7.7077,7.6599,3.9829,21.46,0.94,9.3535,0.3813,5.3051,1.2672,,
117,0.5144,0.0203,,793.0,0.739,13.73,7.87,-5657.75,1.97,23.2658,19.5188,,4.6159,85.2575,9.094,0.2019,50.249,,64.235,119.6672,2.7099,2.1082,40.412,7.151,2.454,47.0653,15.4779,6.9956,3.5963,20.78,1.72,9.8987,0.7623,5.1693,2.1397,0.0231,
118,0.4237,0.0245,,717.0,0.501,11.37,7.67,-5560.75,1.9817,58.0494,26.5052,,4.893,83.8746,9.2658,0.1461,50.2261,,64.3328,119.104,3.1702,2.5645,42.8354,4.8603,4.6301,30.6754,10.5064,5.4376,3.8732,,,,,,,,
119,0.4018,0.0131,,210.0,1.06,16.87,12.58,-5474.25,1.9945,46.352,13.1989,,6.1812,84.1874,10.6376,0.2818,50.6882,3.0375,64.7132,118.8356,2.0627,1.3431,54.7112,10.5896,4.4555,39.241,17.5016,4.4431,3.9418,21.84,2.55,9.3309,1.1332,5.4045,3.1086,0.0254,157.7365
120,0.5975,0.0128,,460.0,0.241,7.39,4.07,-5600.5,1.977,57.8709,23.9769,,5.5903,85.324,9.6272,0.072,50.4945,3.1753,64.1596,117.796,2.9815,1.3188,104.6125,2.2036,6.5655,13.3864,8.8177,7.1494,8.788,19.88,1.18,8.4922,0.5261,4.9527,1.4517,0.0216,134.9161
121,0.4018,0.0115,,2481.0,0.747,16.06,9.03,-6068.75,1.779,42.489,13.1989,,6.0191,85.2487,10.0686,0.251,50.6755,3.3212,64.3085,117.7568,2.0627,1.1821,50.5389,7.5481,6.3718,26.5827,14.1933,6.4921,5.0099,16.86,0.3,7.1917,0.1241,4.0981,0.411,0.022,156.5006
122,0.3227,0.0096,,492.0,0.497,12.08,3.08,-5306.5,1.9827,43.9004,18.7645,,5.1878,85.324,9.6272,0.1447,50.4945,3.3868,64.1596,117.796,2.3759,0.9888,34.0401,4.7223,7.2693,13.5553,13.2963,6.5144,9.026,18.94,1.51,9.2137,0.5761,4.7254,1.8271,0.0241,154.3806
123,0.5134,0.0206,,1909.0,0.541,15.66,5.36,-6030.25,1.9933,34.7908,19.2335,,5.4207,85.8965,9.2405,0.159,50.157,3.4932,64.0502,119.2274,2.3669,2.1512,30.5645,5.0648,6.2567,15.135,10.9189,7.7547,8.8862,14.96,1.37,6.5567,0.5793,3.6778,1.6806,,147.0577
124,0.9199,0.0058,,206.0,0.433,19.74,7.01,-5653.75,2.0232,34.0496,21.1544,,10.8187,84.8178,8.7947,0.1232,50.2004,,63.9947,118.7708,2.7105,0.5947,16.4348,4.2677,7.4153,36.5861,37.4184,8.0155,3.3146,14.44,1.12,6.9594,0.4481,3.6414,1.4843,,
125,0.1297,0.0056,,1132.0,0.32,8.19,5.39,-5418.25,1.9705,55.9576,22.5106,,4.632,85.7375,9.0998,0.0987,50.1482,6.1584,64.0107,119.5608,2.9181,0.5697,75.6522,2.9341,6.3355,17.1764,42.497,4.2811,4.9266,17.07,0.87,7.6483,0.3395,4.2018,1.2031,0.0201,137.1395
126,0.5324,0.014,,266.0,0.82,8.66,3.18,-5641.25,1.9843,59.5962,23.0757,,5.9099,85.8965,9.2405,0.2488,50.157,3.2323,64.0502,119.2274,3.2848,1.4389,26.3298,8.2316,5.7812,15.2055,12.4782,7.7547,9.1305,22.77,0.49,9.7263,0.1878,5.5788,0.6065,,151.8301
127,0.9199,0.0122,,293.0,1.071,18.87,5.61,-5538.5,2.0003,10.8727,21.1544,,10.8403,84.8178,8.7947,0.302,50.2004,,63.9947,118.7708,2.7105,1.2541,55.821,10.5989,8.6332,33.4762,50.911,6.6759,3.3972,16.65,1.44,7.1179,0.6424,4.0078,1.9166,,
128,0.5144,0.0111,,347.0,0.338,18.71,6.35,-5261.75,1.993,48.8326,19.5188,,10.5065,84.3324,8.9336,0.0819,50.5527,2.7931,64.2529,116.7828,2.7099,1.1415,31.5622,3.1538,5.2618,21.0039,11.6177,6.7926,3.6522,28.35,6.84,12.0019,2.8545,6.9347,9.3791,0.0153,141.0587
129,0.4569,0.0152,,878.0,0.346,10.93,4.47,-5587.75,1.9705,45.088,17.799,,5.4333,83.8746,9.2658,0.1258,50.2261,2.9138,64.3328,119.104,2.4139,1.5756,52.2949,3.2434,6.7547,13.0755,17.0474,7.0795,3.8037,15.36,1.63,7.138,0.6653,3.7552,2.0042,0.0338,147.7535
130,0.5975,0.021,,579.0,0.52,11.28,6.29,-5531.5,2.0303,62.7825,23.9769,,5.4041,84.3585,8.7495,0.1529,50.4362,4.0659,64.2234,117.7078,2.9815,2.1936,79.4615,4.7927,9.8023,15.1588,14.4191,7.1494,8.8842,13.91,0.67,5.4206,0.2568,3.4843,0.8181,0.0208,138.7609
131,0.4018,0.0121,,556.0,0.342,16.45,6.45,-5456.25,1.9972,56.4517,13.1989,,5.1967,85.324,9.6272,0.1054,50.4945,8.9551,64.1596,117.796,2.0627,1.2438,101.6688,3.1205,7.8415,15.0065,46.8326,5.7376,3.8883,15.93,1.44,6.6333,0.5656,3.9831,1.7869,0.0058,138.132
132,0.1297,0.0166,,591.0,0.371,17.84,14.45,-5683.75,2.0173,75.3749,22.5106,,5.9225,85.6626,9.1502,0.0988,50.2288,4.2468,64.1871,119.3708,2.9181,1.7284,53.4402,3.4419,7.863,39.885,17.7485,6.349,5.8874,19.05,1.61,9.1163,0.6061,4.7381,1.9693,,148.8897
133,0.4287,0.0095,,2366.0,0.256,9.09,10.84,-6563.75,1.8005,57.2154,17.6337,,4.788,84.7166,8.8388,0.0861,50.3916,1.9152,64.1968,111.7128,2.7712,0.9767,50.6897,2.3036,12.0888,22.162,20.1396,8.0438,3.7615,12.26,0.69,5.612,0.2811,3.097,0.9176,,135.5007
134,1.2959,0.0101,,180.0,0.69,11.41,5.35,-5559.0,1.9682,70.1645,25.5822,,6.2297,83.8746,9.2658,0.1918,50.2261,,64.3328,119.104,3.6303,1.0448,56.6327,6.6944,7.2761,21.7077,15.2394,8.1349,3.2332,,,,,,,,
135,0.3227,0.0199,,570.0,0.182,11.2,4.2,-5499.75,1.9685,30.9622,18.7645,,6.3071,83.8746,9.2658,0.0559,50.2261,,64.3328,119.104,2.3759,2.0754,43.008,1.7165,4.9059,34.4751,38.862,8.2328,9.2788,,,,,,,,
136,0.0797,0.0147,,131.0,0.573,11.49,5.08,-6353.5,1.8835,33.8221,21.3466,,4.571,85.4579,8.6667,0.1774,50.2987,,64.2122,117.955,2.8235,1.5155,32.1603,5.5117,6.2466,31.2189,11.8576,8.1143,3.9133,19.48,1.57,8.5329,0.7366,4.8644,1.929,,
137,0.0797,0.0051,,691.0,0.271,18.53,6.0,-6599.25,1.8888,37.7421,21.3466,,6.3297,84.5407,9.1638,0.0841,50.1709,,64.2232,119.7114,2.8235,0.5256,30.9456,2.6218,5.4252,30.1203,12.9853,8.151,3.9287,,,,,,,,
138,0.4018,0.0139,,484.0,0.838,12.51,6.77,-6413.5,1.8873,71.0416,13.1989,,5.5001,85.4138,10.9634,0.2764,50.3803,,64.2949,118.8972,2.0627,1.4308,27.0936,8.1072,8.4777,47.578,46.6331,7.3532,4.0385,19.16,1.82,9.1432,0.7867,4.7722,2.2326,,
139,0.26,0.0094,,367.0,0.574,14.14,6.61,-6569.5,1.8785,51.4013,22.599,,6.6792,84.5407,9.1638,0.1443,50.1709,,64.2232,119.7114,2.9113,0.9691,35.9626,5.5635,7.2308,33.7427,18.9352,4.0367,4.8901,20.08,0.9,10.0572,0.343,4.9624,1.2315,,
140,0.1444,0.0167,,415.0,0.339,22.45,10.29,-6480.5,1.8815,24.3706,27.1972,,10.8672,86.1197,9.043,0.1307,50.36,6.0756,63.8744,117.6784,3.1423,1.7361,31.4189,3.2102,5.1581,26.8791,26.9478,12.3351,4.6578,,,,,,,,155.1363
141,0.1444,0.0157,,330.0,0.137,21.2,6.23,-6364.25,1.888,24.972,27.1972,,10.3165,86.1197,9.043,0.0465,50.36,8.5552,63.8744,117.6784,3.1423,1.6353,39.4061,1.2488,6.4458,12.4185,29.3084,9.6082,3.7986,13.13,0.41,5.8409,0.1491,3.2704,0.553,,145.0518
142,0.1297,0.0155,,497.0,0.37,10.63,6.04,-6473.25,1.8873,58.1612,22.5106,,5.8079,84.5407,9.1638,0.1213,50.1709,,64.2232,119.7114,2.9181,1.5945,27.3003,3.5731,8.3787,29.3435,14.2926,6.6298,3.9321,,,,,,,0.0348,
143,0.3227,0.0118,,7669.0,0.261,20.65,9.0,-3293.5,0.893,57.2667,18.7645,,10.4239,84.0432,8.7487,0.087,50.2849,6.8163,64.3732,118.7784,2.3759,1.2177,27.2562,2.3343,12.7009,16.3701,55.4851,6.1848,3.7779,21.06,2.23,9.1664,0.9337,5.2051,2.7656,0.0135,119.6337
144,0.1297,0.0119,,7673.0,0.17,21.28,7.14,-1918.25,0.4445,63.4851,22.5106,,10.6706,85.1197,9.1784,0.0531,50.2165,6.5408,64.229,118.771,2.9181,1.2224,35.2759,1.5612,9.1746,21.4995,37.145,6.1955,5.0598,22.16,1.53,11.2193,0.6714,5.4714,1.9071,0.0055,137.0732
145,0.1297,0.0052,,602.0,0.343,16.32,6.95,-5478.25,1.964,24.7888,22.5106,,5.1773,85.7375,9.0998,0.1126,50.1482,6.3595,64.0107,119.5608,2.9181,0.5262,51.9886,3.3201,2.4026,31.8914,21.5174,5.5199,4.9249,,,,,,,,152.0177
146,0.3227,0.0204,,241.0,0.326,13.87,7.79,-6472.5,1.8952,43.3298,18.7645,,4.3737,85.4579,8.6667,0.0897,50.2987,,64.2122,117.955,2.3759,2.1221,36.745,3.1011,3.1932,50.6639,34.5203,3.391,9.0482,21.59,1.42,9.387,0.5751,5.3402,1.9122,,
147,1.2959,0.0208,,3027.0,0.757,12.48,3.82,-6235.25,1.993,65.7135,25.5822,,4.8677,85.8965,9.2405,0.2106,50.157,2.7491,64.0502,119.2274,3.6303,2.1742,56.2982,7.1548,6.0239,18.1015,12.3028,7.7567,3.6354,20.73,1.1,9.3027,0.4169,5.1476,1.3187,,148.8751
148,0.1444,0.0074,,473.0,1.145,17.21,5.42,-6449.75,1.8915,54.5049,27.1972,,11.3583,84.8178,8.7947,0.2927,50.2004,,63.9947,118.7708,3.1423,0.7613,48.871,11.343,8.7255,37.4136,15.3855,7.6599,8.1736,19.64,1.66,9.2579,0.708,4.8715,2.0447,,
149,0.4713,0.0202,,2029.0,0.243,11.04,11.18,-6169.5,1.7675,55.0121,18.9433,,5.0914,84.8723,8.755,0.0821,50.3957,4.2708,64.0838,117.326,2.3807,2.1065,35.1679,2.1872,13.4782,23.8455,17.0593,6.3759,3.8659,17.2,1.33,7.1189,0.5761,4.2435,1.6337,0.0182,129.6917
150,0.1237,0.0127,,495.0,0.361,21.54,5.51,-5550.5,2.013,32.7367,28.2839,,10.5846,86.1197,9.043,0.1208,50.36,5.567,63.8744,117.6784,3.3742,1.3085,40.2732,3.4545,4.5464,14.6781,11.7522,7.4424,2.7699,17.63,0.93,7.9136,0.3677,4.4111,1.1206,,152.5719
151,1.7153,0.0125,,422.0,0.323,12.01,9.4,-5448.5,1.975,77.0345,16.3972,,10.1559,85.1594,8.8741,0.1081,50.2518,,64.1363,120.883,2.3943,1.2833,47.3062,2.9768,10.1743,54.05,9.5139,5.5132,4.3512,,,,,,,,
152,0.3227,0.0127,,599.0,0.74,17.21,5.98,-6352.0,1.9033,63.4522,18.7645,,4.8101,85.4138,10.9634,0.248,50.3803,,64.2949,118.8972,2.3759,1.3212,57.6477,7.2844,4.2592,39.8156,31.7482,7.6582,3.796,20.59,1.55,9.5606,0.7115,5.0669,1.9007,0.0336,
153,1.2959,0.0152,,1863.0,0.291,10.48,4.49,-5098.25,2.0083,36.0109,25.5822,,6.0981,85.794,8.7599,0.0817,50.3802,2.9408,63.9715,117.6882,3.6303,1.5639,98.0392,2.7169,5.8846,18.4579,14.9377,6.2682,3.2141,18.45,1.66,8.8969,0.7195,4.512,2.0713,0.0199,141.6228
154,0.1297,0.0123,,145.0,0.284,13.62,9.01,-6362.5,1.9012,48.2584,22.5106,,4.8639,85.4579,8.6667,0.091,50.2987,,64.2122,117.955,2.9181,1.261,25.1246,2.7312,3.4713,64.0186,40.9515,3.4681,5.0191,21.84,1.53,10.2357,0.7361,5.4453,1.9029,,
155,0.1351,0.0111,,198.0,0.738,16.08,3.72,-6290.25,1.8942,29.3242,23.8911,,7.346,84.818,8.6309,0.2028,50.2512,7.9617,64.2144,117.4996,2.9731,1.1404,46.7466,7.4474,3.4222,19.265,60.914,6.5435,5.0791,17.61,0.83,8.7864,0.346,4.3273,1.1286,0.0228,169.2684
156,0.1032,0.0111,,565.0,0.533,14.93,6.54,-5389.25,1.9718,51.0825,22.1896,,6.1246,85.6626,9.1502,0.1441,50.2288,4.5094,64.1871,119.3708,2.897,1.143,49.6582,4.9753,8.8288,22.8149,14.8656,4.9695,4.9197,16.66,1.01,8.4877,0.4212,4.0639,1.3778,,145.5469
157,2.8181,0.0055,,574.0,0.322,17.84,3.55,-6538.75,1.8808,38.9485,16.5258,,6.6825,84.5407,9.1638,0.0963,50.1709,,64.2232,119.7114,2.3415,0.5658,37.9518,3.1732,4.7764,25.4997,7.2331,7.3532,7.6318,18.15,1.68,8.3114,0.7505,4.487,2.066,0.014,
158,0.0904,0.0081,,582.0,0.824,15.99,6.63,-6349.5,1.8818,56.7683,21.3122,,7.5104,84.818,8.6309,0.241,50.2512,4.3927,64.2144,117.4996,2.7779,0.8327,38.1356,8.2543,3.6321,19.3947,22.4486,4.5285,4.961,21.11,1.44,9.2421,0.6358,5.2717,1.77,,159.4074
159,0.4409,0.0177,,481.0,0.273,21.99,9.73,-5599.5,1.9922,76.9355,25.2959,,10.915,85.2804,9.2436,0.0736,50.4371,6.089,64.2175,118.3534,3.5105,1.843,88.5246,2.4663,7.1904,18.2594,11.1184,7.1114,4.3427,19.17,1.01,8.0983,0.3733,4.7003,1.3805,0.0082,141.2612
160,0.4409,0.021,,1020.0,0.353,20.83,4.66,-5645.25,2.008,36.9528,25.2959,,10.0971,84.9798,8.3754,0.1159,50.2413,6.9522,63.8874,118.0962,3.5105,2.1942,47.4239,3.3993,5.2239,19.0785,47.9589,6.6455,4.8268,9.8,0.21,4.2509,0.0856,2.3773,0.2886,0.0195,151.5935
161,0.3041,0.0106,,550.0,0.276,20.44,11.47,-5447.75,1.9783,49.0395,18.4097,,11.256,85.7375,9.0998,0.0845,50.1482,4.5273,64.0107,119.5608,2.6778,1.0869,74.0599,2.5585,9.9289,30.4472,6.3848,6.1632,4.3621,19.33,0.82,8.9693,0.3875,4.7555,1.1109,0.0075,148.2239
162,0.4409,0.022,,608.0,0.37,18.27,5.84,-5501.0,1.9903,56.122,25.2959,,10.0639,84.9798,8.3754,0.109,50.2413,9.1698,63.8874,118.0962,3.5105,2.3008,76.1128,3.5528,4.5064,18.5792,53.2734,9.5171,2.9491,15.76,1.2,8.19,0.5571,3.9262,1.4882,0.0215,145.3263
163,0.1032,0.0117,,5921.0,0.793,12.96,7.08,-4228.0,1.326,55.1088,22.1896,,4.8046,84.8723,8.755,0.2342,50.3957,4.9729,64.0838,117.326,2.897,1.2075,43.8134,7.3013,14.7729,18.6838,11.1627,10.8251,3.785,15.67,1.01,6.9765,0.4145,3.8871,1.2725,0.0337,138.54
164,0.76,0.0146,,1238.0,0.331,15.19,6.33,-5645.5,2.009,35.8556,19.9788,,10.0686,86.1197,9.043,0.1005,50.36,3.9321,63.8744,117.6784,2.8813,1.5056,40.553,3.1142,4.9924,16.1988,8.253,8.7844,2.384,10.85,1.01,4.9646,0.4172,2.624,1.366,0.0078,149.1817
165,0.3041,0.0064,,1322.0,1.005,10.44,5.33,-5596.5,2.0055,15.2521,18.4097,,7.0678,85.794,8.7599,0.3681,50.3802,4.5664,63.9715,117.6882,2.6778,0.6586,49.4045,10.1642,4.1484,15.668,35.5113,6.9554,7.9756,,,,,,,,160.7911
166,0.8241,0.0209,,894.0,0.185,14.07,6.07,-5750.0,2.0215,47.6555,23.2195,,10.3256,84.9798,8.3754,0.0609,50.2413,6.147,63.8874,118.0962,2.9881,2.1797,67.1906,1.7627,5.3322,28.2725,38.1575,8.7018,3.0947,10.48,1.67,4.4968,0.714,2.5441,2.2984,0.0419,147.4891
