,F152,F153,F157,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F244,F245,F246,F252,F26,F273,F287,F292,F319,F32,F321,F33,F334,F337,F34,F342,F345,F347,F35,F382,F383,F384,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F478,F516,F517,F518,F524,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573,F574,F576,F577,F578,F72,F74
47,2.1687,0.0213,,7653.0,9.7465,7.52,17.82,1.019,18.15,9.47,0.0,0.0,-4667.25,,,,2.6422,1.3305,18.9326,0.5958,,6.7794,85.0922,2.674,9.2007,0.2889,2.6361,50.1899,0.0,7.2145,0.0,64.2199,,,,118.2566,1.0647,0.7601,2.4602,46.276,22.2512,2.2069,5.5184,2.8335,732.7769,10.0267,4.7941,49.7653,18.4388,0.0,,,,4.5069,4.8548,20.03,1.73,9.8115,0.7807,4.907,2.1793,,10.31,0.5791,3.6023,1.9319,27.0589,0.0149,155.7899,0.0
48,0.7397,0.0145,,109.0,9.7807,4.23,13.19,0.28,21.28,9.5,0.0,0.0,-5300.25,,,,3.7145,2.0105,20.8461,0.2253,,5.6056,101.9072,1.3072,23.3453,0.098,2.6724,57.6663,0.0,5.5701,0.0,74.7081,,,,126.5662,1.2412,0.8497,2.7979,9.5426,7.5628,1.4986,3.003,2.0991,722.9962,2.6712,4.1046,69.586,36.8704,0.0,,,,6.3972,3.8073,20.23,0.67,8.9451,0.28,5.0414,0.9068,17.5247,7.23,0.3743,2.5312,1.3616,17.0935,0.0246,155.8521,0.0
49,0.5254,0.0148,,760.0,10.2702,4.53,22.73,0.288,12.39,6.68,0.0,0.0,-5553.0,,,,2.7385,2.0433,20.4695,0.1512,,10.5917,84.3585,1.4141,8.7495,0.0907,1.6202,50.4362,0.0,6.1598,0.0,64.2234,,,,117.7078,1.0455,0.8501,2.7358,46.3425,5.1159,1.525,3.2283,3.6637,720.0985,2.7678,7.4755,34.1144,27.3414,0.0,,,,4.6927,4.3595,16.73,1.34,8.2142,0.633,4.0859,1.6419,,6.43,0.1643,2.3127,1.2057,7.9429,0.0296,146.2789,0.0
50,0.3621,0.0159,,157.0,10.0409,7.58,21.39,0.373,22.08,5.09,0.0,0.0,-5394.0,,,,4.2139,2.0032,18.5335,0.1051,,10.5646,101.9072,2.0483,23.3453,0.0951,1.4343,57.6663,0.0,5.261,0.0,74.7081,,,,126.5662,1.3658,0.8501,2.4943,12.5191,3.6058,1.6462,5.2861,3.425,721.845,3.5637,8.9455,37.7838,8.4811,0.0,,,,7.224,4.3259,,,,,,,,6.59,0.5991,2.3055,1.2361,25.4953,,147.5378,0.0
51,0.4435,0.0183,,5391.0,10.2057,3.73,12.71,0.407,13.48,5.57,0.0,0.0,-2575.5,,,,4.3934,0.892,20.1408,0.1302,,6.5515,84.0432,1.2308,8.7487,0.1107,1.7117,50.2849,0.0,3.4552,0.0,64.3732,,,,118.7784,1.4095,1.3416,2.6506,8.9819,4.3457,1.8979,2.5873,2.0155,725.3556,3.7849,7.164,25.0882,10.2747,0.0,,,,7.443,6.8045,19.82,0.66,8.9152,0.2623,4.9037,0.8284,12.0158,9.29,0.4009,3.2968,1.7389,15.9673,0.0245,143.341,0.0
52,0.3739,0.0146,,785.0,10.7124,5.13,14.03,0.165,24.07,18.99,0.0,0.0,-5175.5,,,,2.6724,2.0,18.9326,0.119,,5.1302,84.1874,1.6207,10.6376,0.0528,5.665,50.6882,0.0,4.982,0.0,64.7132,,,,118.8356,1.0647,1.3416,2.4602,46.276,3.4904,1.5114,3.6079,2.2007,734.3141,1.4896,12.9409,43.0024,53.9517,0.0,,,,4.5557,10.5823,19.63,0.92,8.6258,0.3592,4.863,1.2808,,7.0,0.4128,2.5006,1.3186,18.8331,0.0358,139.9654,0.0
53,0.4566,0.0117,,444.0,10.6441,5.8,15.53,0.324,8.34,5.62,0.0,0.0,-5545.0,,,,4.2871,1.9772,18.5335,0.1314,,6.7101,85.6591,1.6395,8.8249,0.093,1.7168,50.3878,0.0,3.5459,0.0,64.1536,,,,118.3554,1.3658,0.7601,2.4943,12.5191,4.2893,1.2029,3.9746,2.454,724.3436,3.027,7.7033,19.8739,15.2503,0.0,,,,7.3053,6.4865,,,,,,,9.2984,8.74,0.35,3.1643,1.6412,16.3088,,148.2014,0.0
54,4.5487,0.0123,,7657.0,10.3876,7.07,19.75,0.313,15.21,9.7,0.0,0.0,-4520.75,,,,4.4631,1.3458,20.1408,1.3404,,10.5399,85.1197,2.3431,9.1784,0.1013,2.6478,50.2165,0.0,3.7022,0.0,64.229,,,,118.771,1.4095,0.7601,2.6506,8.9819,43.7898,1.2708,5.0955,3.188,719.1008,2.9013,8.2032,44.7657,20.0194,0.0,,,,7.5376,13.8755,18.5,0.41,7.7125,0.1734,4.62,0.5573,22.7018,8.28,0.3146,2.7718,1.547,13.3972,0.0247,141.5786,0.0
55,0.4471,0.0196,,540.0,10.2718,5.89,23.65,0.338,17.58,9.27,0.0,0.0,-5683.75,,,,2.5649,1.9597,18.9326,0.1304,,10.6396,85.1197,1.6443,9.1784,0.0924,2.3331,50.2165,0.0,9.3454,0.0,64.229,,,,118.771,1.0647,0.7601,2.4602,46.276,4.3527,2.0277,4.1214,3.7983,719.2135,3.2193,7.1568,39.1888,13.6513,0.0,,,,4.4039,6.2397,23.05,2.05,10.294,0.9567,5.6415,2.5894,,8.0699,0.1547,2.9084,1.5067,6.5522,0.0097,144.2286,0.0
56,0.3681,0.0116,,682.0,10.68,5.6,13.4,0.328,13.79,4.99,0.0,0.0,-5460.5,,,,3.1095,2.031,23.3248,0.1136,,6.5963,85.794,1.8583,8.7599,0.1024,1.6657,50.3802,0.0,3.11,0.0,63.9715,,,,117.6882,1.2691,1.5117,3.2721,36.9824,3.447,1.1893,4.0483,2.1413,723.7783,3.0952,4.2375,25.6694,12.7209,0.0,,,,5.2615,12.9859,22.89,1.76,10.5738,0.8272,5.5566,2.1222,14.1737,9.27,0.2912,2.7639,1.728,14.4755,0.012,147.5579,0.0
57,0.704,0.0165,,5475.0,9.9522,8.03,18.78,0.175,26.55,13.67,0.0,0.0,-1368.75,,,,3.2904,0.4425,20.3731,0.2117,,10.5768,84.0432,2.3281,8.7487,0.0556,3.4954,50.2849,0.0,15.1838,0.0,64.3732,,,,118.7784,0.9799,1.3416,2.5272,87.4031,7.0742,1.6997,5.3855,2.9855,720.7304,1.587,15.5496,25.4693,26.5792,0.0,,,,5.6104,5.7479,17.09,0.31,7.5999,0.1324,4.1722,0.4185,11.7924,9.32,0.3201,3.0902,1.7412,14.0012,0.0201,126.866,0.0
58,4.5412,0.0145,,7709.0,11.0203,5.88,14.12,1.322,13.73,6.08,0.0,0.0,-4490.5,,,,2.3459,1.3438,21.3523,1.3642,,6.2104,85.1197,1.867,9.1784,0.3653,1.7173,50.2165,0.0,4.4217,0.0,64.229,,,,118.771,1.1705,0.9207,3.0623,32.0435,41.2075,1.4902,4.406,2.2457,736.5657,13.0074,8.8195,19.135,25.6666,0.0,,,,4.1913,5.2418,15.45,0.47,6.2498,0.2144,3.8721,0.6519,26.7783,8.22,0.2701,2.8877,1.54,12.0404,0.0207,153.9723,0.0
59,0.3814,0.0146,,817.0,10.6095,4.65,22.84,0.269,16.31,5.21,0.0,0.0,-5433.25,,,,4.3243,2.0187,27.2402,0.1156,,10.4884,84.9052,1.7155,9.7997,0.0848,1.7462,50.6596,0.0,4.2902,0.0,64.2828,,,,118.1188,1.3015,1.0968,3.345,6.881,3.5953,1.4987,3.2196,3.6394,724.2424,2.5446,7.7944,28.3775,11.4323,0.0,,,,7.4224,4.7227,,,,,,,26.4033,7.24,0.3292,2.1994,1.3661,14.2828,0.0285,146.7279,0.0
60,0.5429,0.0095,,571.0,9.932,7.3,21.65,0.278,21.67,8.16,0.0,0.0,-5493.75,,,,3.2252,1.9828,23.3248,0.1582,,10.3384,84.1874,2.1986,10.6376,0.0859,2.5091,50.6882,0.0,6.4855,0.0,64.7132,,,,118.8356,1.2691,0.7814,3.2721,36.9824,5.4662,0.9742,5.1431,3.4844,719.0067,2.5436,12.9861,23.841,22.1802,0.0,,,,5.452,7.0304,16.78,1.21,8.0448,0.4863,4.1975,1.4828,29.6115,8.58,0.2182,2.6533,1.6135,9.8604,0.0201,136.2492,0.0
61,0.4134,0.0076,,5477.0,9.1397,5.46,10.23,0.839,19.73,12.86,0.0,0.0,-2597.0,,,,4.1038,0.891,16.1845,0.1337,,5.8927,85.6039,1.4898,8.7588,0.2402,3.8408,50.179,0.0,4.4861,0.0,64.1668,,,,118.6704,1.3872,1.4345,2.0355,37.5303,4.523,0.7779,4.0862,1.5811,761.9285,8.6976,4.5435,46.9959,17.365,0.0,,,,6.8878,5.8406,14.63,0.44,7.0388,0.1665,3.6716,0.6105,31.9154,10.66,0.3075,3.6728,1.9897,15.0879,0.0183,162.0324,0.0
62,0.4882,0.0037,,662.0,9.1557,5.02,15.29,0.293,11.61,3.75,0.0,0.0,-5507.5,,,,2.3288,1.9905,23.3248,0.1533,,5.727,85.794,1.5558,8.7599,0.0917,1.1841,50.3802,0.0,4.1377,0.0,63.9715,,,,117.6882,1.2691,1.4345,3.2721,36.9824,5.3318,0.376,3.5149,2.3984,733.3332,2.7431,7.5116,15.8463,11.9686,0.0,,,,4.0078,9.0456,21.77,2.11,10.192,0.9372,5.3963,2.5656,19.4405,7.39,0.3366,2.3288,1.3792,17.0532,0.0194,145.6322,0.0
63,0.3262,0.0169,,1213.0,8.8833,6.41,22.01,0.191,19.75,4.28,0.0,0.0,-5667.5,,,,4.9963,2.012,39.8882,0.1108,,10.8535,85.8965,2.0266,9.2405,0.0502,1.2412,50.157,0.0,3.4273,0.0,64.0502,,,,119.2274,1.0997,1.1698,4.7897,37.7415,3.6722,1.7486,4.494,3.5046,725.9134,1.8023,7.7593,23.4308,9.0669,0.0,,,,8.7073,4.8248,17.81,1.7,7.9932,0.7387,4.3485,2.0804,14.0343,6.24,0.4772,2.3507,1.1625,21.2281,0.0296,140.4719,0.0
64,0.4198,0.0079,,599.0,9.1136,5.55,9.72,0.366,6.73,4.49,0.0,0.0,-5501.75,,,,2.6554,2.0062,15.1427,0.1345,,5.1001,84.3585,1.8775,8.7495,0.1015,1.4645,50.4362,0.0,4.4945,0.0,64.2234,,,,117.7078,1.4503,1.482,1.8514,26.8972,4.6062,0.8118,3.9653,1.5482,725.1731,3.3468,10.0731,9.349,9.6388,0.0,,,,4.7819,9.5491,17.56,1.22,8.0411,0.4869,4.2998,1.6967,9.895,9.7599,0.3866,3.2033,1.8338,16.3616,0.0297,131.1704,0.0
65,0.8201,0.0076,,984.0,9.708,5.86,15.86,0.378,14.53,6.08,0.0,0.0,-5382.5,,,,5.2175,2.01,19.6939,0.2252,,6.4213,84.3585,2.047,8.7495,0.1131,1.9212,50.4362,0.0,4.5547,0.0,64.2234,,,,117.7078,1.0032,1.1366,2.5605,74.8659,8.4479,0.7839,4.1087,2.5107,728.2242,3.5232,6.2039,20.8641,12.2365,0.0,,,,9.0887,9.7396,,,,,,,13.0412,6.14,0.4319,2.0163,1.1501,18.4846,0.0343,140.2144,0.0
66,0.454,0.0073,0.0292,148.0,9.0959,5.58,13.2,0.368,9.52,3.3,0.0,0.0,-5659.25,,,,2.2402,2.0077,19.6939,0.1424,0.0083,5.4362,85.0856,1.8826,8.6324,0.116,1.1285,50.0906,0.0,2.0647,0.0,64.1658,,,,117.802,1.0032,1.1366,2.5605,74.8659,4.9912,0.7478,3.9183,2.0746,732.4176,3.4916,5.4215,14.249,15.1961,0.0,,,,3.8713,5.5276,16.27,1.29,6.78,0.5564,3.9443,1.7562,11.9501,6.98,0.2294,2.1543,1.2991,11.3646,0.0139,147.6201,0.0
67,0.4519,0.0107,,489.0,9.118,4.24,15.62,0.188,20.42,7.02,0.0,0.0,-5349.0,,,,5.5617,1.9663,19.6939,0.1434,,7.1443,83.8746,1.3999,9.2658,0.0565,2.0921,50.2261,0.0,11.4179,0.0,64.3328,,,,119.104,1.0032,1.1366,2.5605,74.8659,4.9557,1.1005,2.8985,2.4698,724.3708,1.7526,6.2822,26.6698,35.7037,0.0,,,,9.406,10.652,15.78,1.11,7.7092,0.4874,3.868,1.471,21.3906,10.3,0.4444,3.522,1.9251,21.8407,,145.164,0.0
68,1.075,0.0097,,548.0,9.7637,6.35,12.9,0.936,18.45,14.93,0.0,0.0,-5597.0,,,,4.4487,1.9752,39.8882,0.2911,,6.1475,83.9737,1.8868,8.8033,0.325,3.9486,50.3329,0.0,3.8234,0.0,64.485,,,,118.6328,1.0997,1.1366,4.7897,37.7415,11.0098,0.9988,4.7598,2.0117,753.9997,9.4569,4.9918,52.8369,10.402,0.0,,,,7.4778,5.0792,23.38,1.14,10.2012,0.4889,5.6531,1.4027,11.5117,7.91,0.1254,2.8332,1.4795,5.0986,0.011,154.2768,0.0
69,0.8146,0.0169,,833.0,9.3711,4.39,11.2,0.478,15.6,2.39,0.0,0.0,-5440.5,,,,2.8423,2.0045,16.1845,0.2232,,6.3737,85.794,1.5201,8.7599,0.1466,0.6846,50.3802,0.0,23.7781,0.0,63.9715,,,,117.6882,1.3872,1.1366,2.0355,37.5303,8.6922,1.7578,3.0832,1.7831,723.8999,4.5225,5.24,21.2516,24.9216,0.0,,,,4.7336,4.4378,20.81,1.0,9.2279,0.3839,5.0683,1.2588,10.0219,12.54,0.2766,3.8913,2.3373,13.8172,0.0192,117.3392,0.0
70,0.8034,0.0183,,594.0,9.3955,7.38,11.51,0.345,10.41,3.93,0.0,0.0,-5614.25,,,,5.0317,1.9745,39.8882,0.2232,,5.2038,85.324,2.4225,9.6272,0.1285,1.0663,50.4945,0.0,3.3989,0.0,64.1596,,,,117.796,1.0997,1.1366,4.7897,37.7415,8.5513,1.9036,5.3579,1.8195,731.7208,3.2784,6.3911,17.605,11.9669,0.0,,,,8.7399,6.1141,20.35,2.41,8.3023,1.0946,5.0554,2.9289,25.5555,6.49,0.4057,2.4106,1.219,15.93,0.0108,154.1445,0.0
71,0.4479,0.0087,,308.0,9.8426,5.69,11.87,0.333,19.5,4.31,0.0,0.0,-5534.5,,,,3.5801,2.018,24.1213,0.1325,,6.4765,85.794,1.6452,8.7599,0.1019,1.619,50.3802,0.0,5.0502,0.0,63.9715,,,,117.6882,1.3529,1.2895,3.2122,45.1768,4.5505,0.8943,4.1227,1.9058,720.422,3.1888,6.1553,25.7066,36.503,0.0,,,,6.321,6.3573,24.04,0.83,10.9205,0.2982,6.0105,1.1382,26.1674,7.55,0.2272,2.6025,1.4101,11.2549,,146.5414,0.0
72,0.5063,0.0117,,5684.0,10.1235,5.55,12.65,0.528,13.24,3.75,0.0,0.0,-2649.25,,,,2.267,0.8882,24.1213,0.1482,,6.0925,84.0432,1.7957,8.7487,0.1469,1.4111,50.2849,0.0,3.6936,0.0,64.3732,,,,118.7784,1.3529,1.1227,3.2122,45.1768,5.0012,1.1992,4.015,2.0234,723.0058,4.8942,7.2089,23.1843,12.3478,0.0,,,,3.9075,7.9544,19.76,0.97,9.3539,0.4014,4.8745,1.1885,,10.57,0.4373,3.4964,1.9775,18.2114,0.0354,138.0046,0.0
73,0.392,0.0108,,268.0,10.5025,6.4,19.97,0.332,19.73,5.12,0.0,0.0,-5554.25,,,,2.6624,2.021,16.1845,0.1258,,10.0825,84.7166,1.9705,8.8388,0.108,1.641,50.3916,0.0,4.8974,0.0,64.1968,,,,111.7128,1.3872,1.2895,2.0355,37.5303,3.7328,1.1099,4.3721,3.1853,721.4974,3.1065,10.1134,27.9029,8.3426,0.0,,,,4.5129,4.1422,17.37,1.29,7.2308,0.6356,4.2314,1.6482,26.9849,5.39,0.3599,1.7611,1.0306,15.4085,0.0266,152.7358,0.0
74,0.3626,0.0153,,663.0,9.902,5.06,7.96,0.488,14.79,5.61,0.0,0.0,-6566.0,,,,2.2436,1.8762,26.9809,0.1089,,4.3992,85.2575,1.6184,9.094,0.1498,1.9468,50.249,0.0,,0.0,64.235,,,,119.6672,1.2414,1.3384,3.5829,82.42,3.6614,1.5858,3.4275,1.271,714.6868,4.6044,5.0228,30.9357,32.3052,0.0,,,,3.8602,8.5189,,,,,,,40.0618,6.39,0.2326,2.0122,1.1886,13.1929,,,0.0
75,0.4602,0.0109,,386.0,10.1394,6.18,11.9,0.349,10.46,3.32,0.0,0.0,-5613.75,,,,2.6264,1.99,24.1213,0.1349,,5.7594,85.6039,1.987,8.7588,0.1046,1.1834,50.179,0.0,4.32,0.0,64.1668,,,,118.6704,1.3529,1.1227,3.2122,45.1768,4.539,1.1157,4.2839,1.8562,736.1872,3.2965,8.7825,11.5519,11.7465,0.0,,,,4.3754,8.0996,12.49,0.95,5.529,0.443,3.1239,1.326,3.2504,9.6,0.2247,3.3993,1.7897,11.0317,0.0059,153.8518,0.0
76,1.0185,0.0165,,502.0,9.946,14.54,11.99,0.351,9.16,16.39,0.0,0.0,-6546.5,,,,4.4574,1.8822,17.4657,0.2785,,4.654,85.2575,3.9252,9.094,0.1123,4.2174,50.249,0.0,,0.0,64.235,,,,119.6672,1.3601,1.3384,2.1434,31.9464,10.2404,1.7021,10.1194,1.9095,721.1447,3.3258,6.3593,75.6008,13.5315,0.0,,,,7.9544,6.1242,22.75,0.99,10.2852,0.3951,5.6134,1.3355,12.9919,10.75,0.3656,3.7784,2.0097,15.0254,,,0.0
77,1.1306,0.0154,,423.0,9.9707,5.44,14.79,0.988,22.53,15.49,0.0,0.0,-5652.0,,,,4.949,1.9457,24.1213,0.3087,,6.4111,85.1197,1.3788,9.1784,0.3475,4.4704,50.2165,0.0,8.7534,0.0,64.229,,,,118.771,1.3529,1.3384,3.2122,45.1768,11.3391,1.5905,4.1217,2.3135,751.7251,10.053,5.7722,58.2841,22.5208,0.0,,,,8.6413,9.2031,16.73,1.09,7.7201,0.5092,4.1795,1.3441,22.0523,7.93,0.2848,2.5902,1.4763,13.3002,0.0461,155.4081,0.0
78,0.3272,0.0113,,2170.0,10.0926,4.55,11.51,0.954,16.41,4.53,0.0,0.0,-6656.75,,,,2.2309,1.7797,17.4657,0.0975,,6.0475,84.6216,1.273,9.1585,0.2963,1.6118,50.3138,0.0,4.3039,0.0,64.4425,,,,122.4028,1.3601,1.1227,2.1434,31.9464,3.2422,1.1592,3.4129,1.7875,757.4796,9.6957,5.6422,19.1428,18.3156,0.0,,,,3.7429,7.0039,14.05,1.6,6.6771,0.6613,3.4571,2.0007,15.2685,10.22,0.3876,3.5456,1.9009,17.0931,0.0155,151.2071,0.0
79,0.8696,0.0226,,504.0,9.4946,4.4,10.82,1.243,11.72,4.27,0.0,0.0,-5681.5,,,,5.3135,1.9998,39.8882,0.2381,,6.6742,84.3585,1.485,8.7495,0.3494,1.1386,50.4362,0.0,8.5863,0.0,64.2234,,,,117.7078,1.0997,1.2895,4.7897,37.7415,9.1586,2.3661,3.1215,1.7402,716.994,11.7693,8.5027,28.8153,23.3872,0.0,,,,9.2274,5.8582,20.41,1.54,8.8729,0.6066,5.0012,1.8712,,10.5,0.3571,3.6913,1.9836,15.2498,0.0165,145.9794,0.0
80,0.3444,0.0093,,311.0,10.3558,4.93,12.11,0.847,17.57,16.99,0.0,0.0,-5537.5,,,,5.4718,1.9648,17.4657,0.103,,5.8072,85.1197,1.4689,9.1784,0.2756,4.9906,50.2165,0.0,7.2005,0.0,64.229,,,,118.771,1.3601,1.3384,2.1434,31.9464,3.3253,0.9558,3.6928,1.879,758.3614,8.6485,7.3866,52.7055,40.8689,0.0,,,,9.2501,9.4725,24.21,1.95,10.1871,0.8491,5.9677,2.4299,9.9519,11.09,0.3184,3.6866,2.0783,15.3708,0.0218,159.8718,0.0
81,1.3942,0.0092,,378.0,8.8623,5.71,14.15,1.342,19.08,14.04,0.0,0.0,-5349.25,,,,4.3467,2.0063,39.8882,0.4016,,6.0691,84.1874,1.8229,10.6376,0.3832,3.8986,50.6882,0.0,6.3361,0.0,64.7132,,,,118.8356,1.0997,1.7597,4.7897,37.7415,15.7316,0.9416,4.2333,2.1999,754.4896,14.1335,4.0934,53.3957,25.1927,0.0,,,,7.3249,5.1025,18.06,0.32,7.8946,0.1342,4.508,0.4336,13.4117,6.15,0.2806,2.3189,1.1479,14.459,0.018,161.1416,0.0
82,0.8039,0.0122,,424.0,9.6496,7.75,16.99,0.256,22.69,7.5,0.0,0.0,-5495.75,,,,2.5844,1.9688,36.4053,0.2159,,9.9304,83.8746,2.1588,9.2658,0.074,2.4745,50.2261,0.0,7.1008,0.0,64.3328,,,,119.104,1.2479,1.482,4.2603,13.5951,8.3304,1.2543,5.2767,2.7122,719.4658,2.3519,9.2721,25.3071,18.9788,0.0,,,,4.4725,5.3787,18.25,1.46,8.5986,0.5797,4.5583,1.8161,29.6955,13.76,0.1968,4.5061,2.5874,8.9008,0.0278,138.3167,0.0
83,1.2515,0.011,,527.0,8.9623,6.9,8.59,0.406,17.17,7.31,0.0,0.0,-6518.25,,,,4.1884,1.8967,19.6939,0.361,,4.7173,85.4579,2.3005,8.6667,0.1284,2.1606,50.2987,0.0,,0.0,64.2122,,,,117.955,1.0032,1.7597,2.5605,74.8659,13.9641,1.129,4.7891,1.3603,724.0375,3.9708,3.1065,49.0923,33.5899,0.0,,,,7.4388,9.1267,19.61,2.36,9.7629,0.983,4.8311,2.8625,27.8484,9.53,0.2307,2.913,1.7943,10.2491,,,0.0
84,0.2087,0.0245,,7791.0,10.204,6.07,12.94,0.506,14.89,5.94,0.0,0.0,-4556.0,,,,4.9641,1.3362,39.8882,0.078,,5.9844,85.1197,1.6419,9.1784,0.1762,1.6166,50.2165,0.0,3.1079,0.0,64.229,,,,118.771,1.0997,1.1227,4.7897,37.7415,2.0452,2.5063,4.5406,2.0156,754.5563,5.0212,6.3465,20.2083,15.8872,0.0,,,,8.6617,8.2911,20.53,1.09,8.9414,0.5022,5.0912,1.3239,,7.54,0.181,2.5261,1.3983,8.3962,0.0298,153.8696,0.0
85,0.8935,0.0161,0.0331,530.0,9.9919,5.19,13.25,0.666,8.71,4.62,0.0,0.0,-5432.5,,,,2.2533,2.0345,26.9809,0.2407,0.01,5.4033,84.3324,1.4215,8.9336,0.1831,1.2551,50.5527,0.0,4.5035,0.0,64.2529,,,,116.7828,1.2414,1.7597,3.5829,82.42,8.9422,1.659,3.7429,2.1101,726.3228,6.2146,9.9812,23.6945,7.348,0.0,,,,3.8701,8.479,18.23,1.47,7.4353,0.5534,4.4925,1.8423,,439.05,1.2098,137.833,85.9341,69.196,,140.0402,0.0
86,0.3131,0.0202,,745.0,10.3618,5.91,11.91,0.197,12.45,9.16,0.0,0.0,-5677.75,,,,2.179,1.9985,26.9809,0.0986,,4.9523,84.8723,1.9358,8.755,0.0626,2.607,50.3957,0.0,5.2951,0.0,64.0838,,,,117.326,1.2414,1.7597,3.5829,82.42,3.0213,2.0999,4.1594,1.8906,724.4909,1.8058,7.1093,25.6771,14.5221,0.0,,,,3.7779,5.1275,19.49,1.54,8.9166,0.5847,4.7668,1.9149,10.5839,439.05,1.2098,137.833,85.9341,69.196,,138.6505,0.0
87,1.0527,0.0122,,1657.0,10.1496,7.44,8.21,0.986,5.07,9.36,0.0,0.0,-6174.5,,,,3.3278,1.881,23.9769,0.3018,,2.4657,84.8178,2.3852,8.7947,0.3105,2.5621,50.2004,0.0,,0.0,63.9947,,,,118.7708,1.1048,1.0643,2.9815,54.0784,10.3721,1.2446,5.3412,1.3187,718.941,9.5157,12.0556,72.3139,15.2609,0.0,,,,5.7451,8.3514,15.14,1.26,6.3555,0.5134,3.6717,1.68,18.8467,9.93,0.2199,3.6157,1.8624,9.5334,0.02,,0.0
88,1.0689,0.0137,,296.0,10.17,6.27,9.27,1.149,4.94,5.49,0.0,0.0,-5367.75,,,,2.0419,2.0093,25.1991,0.3052,,1.8788,84.8178,2.0103,8.7947,0.3223,1.6273,50.2004,0.0,,0.0,63.9947,,,,118.7708,1.4715,1.0643,3.4787,28.5952,10.5106,1.4003,4.5068,1.4909,718.9079,11.1861,12.2571,40.5349,18.3601,0.0,,,,3.4952,4.3785,10.6,1.7,5.1243,0.723,2.6394,2.2931,,10.27,0.1299,3.6182,1.9239,5.7214,0.0372,,0.0
89,0.8855,0.0133,,531.0,9.4636,5.68,13.68,0.45,7.12,5.86,0.0,0.0,-5393.25,,,,2.1536,1.9872,23.0757,0.2387,,5.171,85.6591,1.7286,8.8249,0.1278,1.9896,50.3878,0.0,2.9768,0.0,64.1536,,,,118.3554,1.5291,,3.2848,34.8193,9.3572,1.3796,4.0594,2.1794,724.8342,4.142,11.9746,13.8468,13.502,0.0,,,,3.7336,6.0364,17.19,1.38,7.5693,0.6208,4.3156,1.7451,18.4387,439.05,1.2098,137.833,85.9341,69.196,0.0201,133.2373,0.0
90,1.0301,0.0133,,578.0,10.1361,5.15,7.02,1.048,7.13,5.44,0.0,0.0,-5594.25,,,,2.2055,1.8807,25.1991,0.2972,,1.6574,85.4507,1.6932,9.3851,0.3008,1.9083,50.4554,0.0,,0.0,63.8228,,,,118.528,1.4715,1.0643,3.4787,28.5952,10.163,1.3617,3.6301,1.0984,736.0885,10.3196,12.9399,33.6344,14.6237,0.0,,,,3.767,4.0921,17.33,1.14,8.3166,0.496,4.3101,1.4165,23.416,7.01,0.3682,2.3605,1.3144,15.4001,,,0.0
91,0.8702,0.0142,,5703.0,10.0685,4.5,15.87,0.461,15.91,2.88,0.0,0.0,-2665.5,,,,4.3757,0.8912,20.4695,0.2385,,6.6879,85.0716,1.5639,8.6942,0.1365,0.8654,50.5287,0.0,2.8184,0.0,64.3976,,,,118.0626,1.0455,1.2895,2.7358,46.3425,8.6433,1.4659,3.1372,2.524,722.101,4.4261,5.1356,19.3648,11.5465,0.0,,,,7.4077,7.725,15.54,1.58,6.9851,0.6301,3.8789,1.9675,24.9979,11.79,0.2879,4.1245,2.2271,13.4859,0.0277,150.9662,0.0
92,0.4489,0.0135,,527.0,9.9865,7.25,19.77,0.429,17.45,10.24,0.0,0.0,-5527.0,,,,2.4838,1.984,39.8882,0.1318,,10.4385,85.6626,2.432,9.1502,0.1132,2.7903,50.2288,0.0,4.7686,0.0,64.1871,,,,119.3708,1.0997,1.1227,4.7897,37.7415,4.4947,1.3959,4.8883,3.1485,720.1594,4.0658,8.5949,55.4771,6.0868,0.0,,,,4.2343,5.8979,15.55,1.49,7.2787,0.5661,3.8498,1.8542,25.1366,11.79,0.2879,4.1245,2.2271,13.4859,,143.7165,0.0
93,0.8286,0.0134,,7716.0,9.3991,4.98,10.71,0.266,13.22,9.81,0.0,0.0,-4695.25,,,,2.8538,1.3355,22.7269,0.2232,,5.1677,84.7166,1.601,8.8388,0.0733,2.9081,50.3916,0.0,2.7571,0.0,64.1968,,,,111.7128,1.2752,,3.1097,10.1822,8.8156,1.3778,3.4713,1.7067,721.2181,2.4099,8.1614,26.5079,8.7293,0.0,,,,4.8872,4.5986,,,,,,,26.4531,9.84,0.3066,3.4939,1.8387,12.4093,,139.5132,0.0
94,0.408,0.0167,,663.0,10.1871,6.55,10.7,0.437,7.29,6.67,0.0,0.0,-5491.5,,,,4.3197,1.9898,17.6337,0.1268,,5.2074,85.0716,1.9939,8.6942,0.1232,2.2382,50.5287,0.0,4.1041,0.0,64.3976,,,,118.0626,1.3622,0.9721,2.7712,31.4696,4.0049,1.7213,4.575,1.6955,724.7882,4.0185,13.5601,16.3471,7.8537,0.0,,,,7.4813,3.0608,,,,,,,9.9956,439.05,1.2098,137.833,85.9341,69.196,,140.0355,0.0
