,F152,F16,F185,F187,F252,F287,F321,F425,F457,F459,F46,F524,F572,F573,F574,F576,F577
168,0.2288,9.7516,8.02,19.93,2.3642,0.0797,2.6678,2.3466,5.4958,3.1275,734.2508,3.8533,5.65,0.264,2.0208,1.0569,11.6751
169,0.3498,9.9098,3.99,18.8,2.4962,0.1095,1.1884,3.5297,2.832,2.9568,738.9797,4.1875,7.69,0.1731,2.6177,1.4484,6.7554
170,0.2917,9.9009,4.53,28.37,3.8473,0.0893,1.4696,2.9464,3.1791,4.4304,742.7582,6.3479,9.53,0.3139,3.2732,1.7834,12.284
171,0.5089,9.4318,6.98,6.22,4.4998,0.1468,1.8152,5.3955,4.8475,0.991,720.8284,7.6097,12.55,0.307,4.456,2.3406,14.6582
172,0.2153,9.9242,8.36,21.07,4.5285,0.0715,2.5136,2.1694,5.8967,3.2797,746.1255,7.6681,10.13,0.2431,3.5979,1.8952,10.039
173,0.3427,9.3644,4.24,11.07,4.7237,0.11,1.4203,3.66,2.9153,1.7594,721.0289,8.0011,9.98,0.3901,3.3933,1.875,18.4745
174,0.3228,9.7024,8.02,24.13,2.1034,0.112,2.7941,3.3274,5.6581,3.7391,751.5639,3.4778,7.98,0.4176,2.7707,1.4843,19.563
175,0.4873,9.5947,6.65,19.03,2.9223,0.1411,2.3699,5.0783,4.8249,3.0331,724.2001,4.7895,9.69,0.1778,3.4043,1.8108,7.4657
176,0.5682,9.8714,2.92,10.72,2.9185,0.1657,0.9269,5.7563,2.0495,1.6746,739.0731,4.9731,8.97,0.2503,3.2348,1.6755,10.4655
177,1.5292,9.9055,5.3,12.85,5.0108,0.3654,2.0363,15.4381,3.8496,2.0344,730.5831,8.5559,8.97,0.2503,3.2348,1.6755,10.4655
178,0.6049,10.6319,8.82,15.63,2.7531,0.1761,2.2284,5.6894,6.5588,2.4514,746.8239,4.6022,6.11,0.3094,1.9061,1.1399,14.0347
179,0.5664,9.8774,2.75,13.82,4.9696,0.163,0.9442,5.7347,1.8499,2.2405,704.7953,8.4298,8.8,0.2212,3.174,1.6521,9.9979
180,1.3119,9.5528,4.47,23.58,2.2887,0.3887,1.5004,13.7334,3.0754,3.6484,748.1764,3.7553,10.12,0.2024,3.4818,1.8868,8.912
181,0.4523,9.5153,6.16,6.67,1.8584,0.1297,1.9518,4.7533,4.4394,1.0732,718.4844,3.194,142.5,1.1022,36.6385,38.7818,45.2513
182,0.2277,9.8867,11.64,23.86,4.551,0.0762,3.2284,2.3027,8.0146,3.701,746.5078,7.6941,7.3701,0.366,2.592,1.3749,16.1636
183,0.3956,9.941,3.47,14.39,2.2468,0.1172,1.1012,3.9795,2.3945,2.2858,721.4786,3.831,10.2401,0.2349,3.7078,1.9369,10.1049
184,0.4487,10.6284,6.53,16.07,4.6749,0.1317,1.7452,4.2218,4.9647,2.5169,750.0627,7.9137,8.97,0.2503,3.2348,1.6755,10.4655
185,0.4287,10.0516,9.59,11.35,4.192,0.1228,2.6275,4.2652,6.8987,1.8039,725.1605,7.4552,11.18,0.2455,4.1318,2.1074,10.2908
186,0.2726,9.3127,9.48,24.53,4.4628,0.0807,2.7153,2.927,7.1137,3.8434,749.0804,7.5485,9.38,0.4371,3.5158,1.763,17.2239
187,0.3767,9.6716,4.78,28.43,4.6215,0.1084,1.6521,3.8949,3.3241,4.3925,753.512,7.8473,6.98,0.2972,2.3009,1.3057,12.4002
188,0.7624,9.4571,11.24,17.18,4.6582,0.205,3.6771,8.0617,8.3494,2.6841,749.6201,7.8936,12.41,0.389,4.21,2.3309,16.7292
189,0.1958,9.9513,7.74,10.43,4.7405,0.0635,2.0383,1.9678,5.6788,1.6695,723.7822,8.0341,10.25,0.1837,3.6083,1.9134,9.6275
190,0.4535,10.0903,9.75,19.09,3.7118,0.1303,3.1507,4.4948,7.3674,2.9601,764.7395,6.2865,8.14,0.2694,3.003,1.5248,12.8472
191,0.3777,10.083,11.43,24.33,2.3724,0.1118,4.0539,3.7456,8.8558,3.7891,762.8816,4.0451,7.23,0.4387,2.5711,1.3494,20.6678
192,0.387,10.0985,5.93,18.82,2.5838,0.1167,2.0571,3.8325,4.2195,2.9552,741.1929,4.3154,9,0.4321,3.0876,1.6947,18.4287
193,0.2544,10.0974,12.48,26.03,2.3776,0.0898,3.695,2.519,9.4512,4.0204,767.9395,4.1645,9.62,0.5405,3.3152,1.8065,26.5334
194,0.6514,10.3797,5.03,17.92,1.9722,0.1938,1.6653,6.2757,3.5044,2.8099,738.7508,3.2778,6.6,0.2942,2.2951,1.2338,15.3597
195,0.4892,10.5223,6.08,11.17,2.3909,0.1435,2.3853,4.6487,4.3249,1.7811,721.657,4.0328,8.29,0.2435,2.9696,1.5497,13.5286
196,0.2948,9.4214,7.55,11.5,4.5366,0.1024,2.2163,3.1291,5.3091,1.7984,735.5917,7.7696,9.03,0.3492,2.9407,1.6974,15.5379
197,0.4512,10.1262,6.08,19.7,3.6951,0.1609,1.9826,4.4554,4.2403,3.0836,738.9739,6.1401,10.13,0.2431,3.5979,1.8952,10.039
198,0.2818,9.3528,5.12,11.4,2.4837,0.101,1.5936,3.0128,3.7578,1.809,730.4395,4.1554,8.97,0.2503,3.2348,1.6755,10.4655
199,0.8403,10.2131,9.76,19.99,2.5113,0.2531,3.0622,8.2281,6.9813,3.1446,739.8484,4.1842,9.91,0.2269,3.335,1.8422,11.4341
200,0.7132,10.4427,9.49,23.77,2.2262,0.2144,3.2364,6.8299,7.3225,3.6723,770.0184,3.9448,7.87,0.3639,2.7079,1.474,17.0534
201,0.5128,10.4585,12.4,15.53,5.0098,0.1496,3.7202,4.9035,8.8985,2.4533,729.4822,8.55,8.11,0.333,2.6391,1.506,13.19
202,0.796,9.5536,10,19.33,1.9484,0.2337,2.7743,8.3318,7.7315,3.071,743.4202,3.6078,9.09,0.2502,3.0562,1.7175,14.1153
203,0.5075,10.4299,10.78,21.93,2.0479,0.1488,3.1123,4.8655,8.5574,3.476,749.8995,3.5928,10.18,0.2467,3.2179,1.9034,16.5142
204,1.1333,9.8416,9.05,14.24,4.6305,0.3347,2.4181,11.5157,6.2448,2.2826,717.1216,7.9719,7.97,0.2182,2.8698,1.4891,10.3231
205,0.3818,9.9413,6.35,18.67,3.9789,0.1371,2.009,3.8402,4.7,3.0218,717.2904,6.7751,10.46,0.1936,3.7087,1.9636,8.2046
206,0.4054,10.3654,9.87,24.86,2.2021,0.1212,3.5412,3.9111,7.4997,3.8632,762.9169,3.6972,5.83,0.2146,1.8628,1.0943,9.504
207,1.0133,9.8124,14.22,21.6,2.6172,0.2727,3.8329,10.3272,10.5354,3.4527,729.7375,4.4979,6.87,0.3027,2.4053,1.2842,13.3006
208,0.2353,10.3541,6.7,15.39,3.5798,0.0834,2.091,2.2721,4.7317,2.481,714.6909,6.117,7.07,0.2218,2.4569,1.3159,11.0755
209,1.0737,10.1182,5.69,22.81,2.8196,0.2915,1.7496,10.6114,4.2268,3.6017,740.3371,4.8213,7.87,0.4433,2.7978,1.4794,19.4477
210,0.9201,9.6172,7.32,17.86,2.1539,0.2461,2.1303,9.5674,5.4499,2.8152,743.2701,3.6385,9.75,0.4074,3.4097,1.8332,18.0566
211,0.2361,10.2754,6.08,16.51,3.4858,0.0816,2.3549,2.2979,4.2235,2.6579,713.6077,6.0004,272.41,0.2813,81.6568,53.5949,13.5991
212,1.0172,9.9101,7.03,21.55,2.7376,0.2743,2.3064,10.2647,5.2132,3.5058,716.3416,4.6969,7.72,0.2666,2.6278,1.4435,14.7886
213,0.3214,9.6664,10.37,26.23,2.1952,0.1097,3.0016,3.3252,7.7242,4.2362,720.7386,3.686,9.33,0.1733,3.4068,1.7492,10.8388
214,0.3181,9.6884,10.15,23.48,4.7525,0.1075,2.9964,3.2837,7.3468,3.76,724.3352,7.9435,7.48,0.3119,2.7214,1.4011,15.0505
215,0.6677,10.6033,5.49,16.28,2.5663,0.1945,1.6074,6.2973,3.9524,2.5853,729.7639,4.4838,7.22,0.2863,2.4928,1.3471,12.8366
216,0.3705,10.3512,9.53,19.98,2.8063,0.1053,2.8604,3.5792,7.0789,3.1571,742.4136,4.8445,8.55,0.263,2.78,1.6084,16.8002
217,0.3005,9.4274,4.84,18.6,3.7445,0.0996,1.7488,3.1875,3.3386,2.9482,724.0145,6.3585,11.36,0.5263,3.9365,2.1447,21.411
218,1.451,10.0229,10.89,14.55,1.9267,0.4002,3.1794,14.4771,8.3043,2.3408,726.0449,3.4315,8.45,0.2756,3.0961,1.5886,15.6838
219,0.6301,10.3441,10.95,21.81,3.6637,0.1863,3.6439,6.0917,7.9503,3.5512,710.8149,6.1121,8.65,0.1435,3.1242,1.614,7.508
220,0.7152,10.2848,6.4,22.02,3.5579,0.2131,2.2148,6.954,4.5661,3.5117,723.3689,5.9345,10.46,0.1936,3.7087,1.9636,8.2046
221,0.8652,9.9969,9.35,15.67,3.7871,0.2344,2.9115,8.6543,6.7353,2.5296,716.5855,6.3828,6.8,0.2055,2.3023,1.2656,9.8177
222,0.3398,10.3504,7.57,20.56,2.1871,0.1002,2.6756,3.283,5.5756,3.2527,737.2861,3.6688,9.28,0.2225,3.3426,1.7384,14.2564
223,1.4617,10.0072,8,16.95,3.8049,0.4338,2.4149,14.6062,5.8775,2.6785,741.8553,6.5221,9.74,0.544,3.5759,1.8402,23.7218
224,0.8998,10.2875,5.14,21.78,3.8077,0.2656,1.6862,8.7461,3.5433,3.4609,722.0706,6.3566,11.13,0.26,4.0124,2.0961,10.6314
225,0.9673,10.3412,5.16,23.58,2.3274,0.282,1.5762,9.3543,3.5547,3.7237,726.9352,3.918,11.37,0.3764,3.8883,2.1473,15.0058
226,0.931,10.3261,6.42,19.38,3.8117,0.2712,2.0535,9.0162,4.4484,3.0721,724.0532,6.374,9.1,0.2041,3.25,1.7167,7.9639
227,0.9475,10.3431,10.63,11.64,3.207,0.2755,3.0696,9.1604,8.2152,1.8119,759.1936,5.495,6.14,0.3933,1.9025,1.1597,15.6949
228,0.915,9.9873,6.71,18.48,2.2808,0.2662,1.8033,9.1616,5.1931,2.9383,744.4897,3.9637,9.11,0.3237,3.0365,1.7225,14.4103
229,0.8858,10.1897,6.95,17.1,4.137,0.2397,1.9937,8.6933,5.3082,2.6991,745.0116,7.1387,7.79,0.4943,2.8158,1.4652,21.885
230,1.6368,10.005,10.62,17.26,2.1745,0.4897,2.8061,16.3595,7.5875,2.7403,730.9825,3.6433,9.77,0.2093,3.6041,1.8237,12.2194
231,0.966,10.3643,7.02,7.74,2.4242,0.2832,1.7857,9.3205,4.953,1.1979,747.4044,4.1501,6.89,0.5791,2.3555,1.3023,23.3076
232,0.491,9.5037,6.64,24.55,2.2988,0.1607,2.1902,5.1666,5.1014,3.8814,745.1489,3.9876,7.77,0.1599,2.6848,1.4512,10.2845
233,0.9891,9.9361,9.28,24.19,2.8546,0.3049,2.7463,9.9543,6.6394,3.8555,727.7956,5.1163,6.68,0.1023,2.3302,1.2492,6.3989
234,1.4658,10.0345,5.65,18.13,3.686,0.4344,1.6031,14.6081,4.0406,2.9022,723.0295,6.2323,8.07,0.1564,2.3093,1.525,7.362
235,0.883,10.1341,4.87,16.46,2.3528,0.2661,1.4886,8.7132,3.7021,2.5448,761.8176,4.0794,5.03,0.2034,1.7479,0.9477,9.2608
236,0.414,10.3911,3.97,19.45,2.8429,0.1224,1.2177,3.9838,2.8411,3.0825,731.2024,4.8491,6.27,0.2085,2.2679,1.1652,9.5646
237,0.6673,10.4202,10.02,14.31,2.4249,0.1968,3.0962,6.4037,6.9797,2.2603,729.381,4.0958,9.32,0.2223,3.2399,1.7429,14.9904
238,0.2873,9.1874,6.35,19.98,2.2538,0.0987,2.3199,3.1275,4.5094,3.1598,731.0404,3.7796,5.84,0.3228,2.1568,1.0889,14.037
239,0.429,10.7158,9.77,21.68,4.9013,0.1285,2.7021,4.0033,7.337,3.4994,721.107,8.359,6.34,0.3004,2.1203,1.1991,12.3428
240,0.9305,10.297,9.62,21.78,3.2323,0.2792,2.6669,9.037,7.1851,3.5147,724.2693,5.6124,8.65,0.1435,3.1242,1.614,7.508
241,1.3051,10.1733,8.25,21.54,2.5557,0.3559,2.4198,12.8291,6.1165,3.4388,730.1885,4.2644,7.65,0.2636,2.4762,1.4278,11.9444
242,0.7172,10.3713,5.59,21.65,2.1821,0.2163,1.5481,6.9151,4.1596,3.421,740.613,3.6595,8.07,0.2545,2.6667,1.511,17.7352
243,0.4207,10.3906,10.27,17.1,2.6639,0.1257,2.9828,4.0488,7.5802,2.7155,735.2533,4.5122,10.53,0.1619,3.8958,1.9785,10.7299
244,0.2996,9.6259,5.8,18.11,4.7025,0.0954,1.7789,3.1123,4.091,2.8982,722.4329,7.8877,8.16,0.1799,2.8813,1.5305,10.4454
245,0.2925,9.6167,11.18,20.37,2.8511,0.0993,3.2763,3.0411,7.6531,3.2178,725.4843,4.8749,10.24,0.1243,3.5111,1.9228,5.7281
246,0.4392,10.2655,10.92,8.01,2.9754,0.129,3.2181,4.2787,8.01,1.248,745.7112,5.3005,8.42,0.4071,2.7845,1.5783,17.2084
247,0.417,10.6221,4.71,24.67,4.8269,0.1204,1.6982,3.9253,3.37,4.0135,710.1216,8.1084,9.15,0.3949,3.4328,1.717,17.2918
248,1.3921,9.8232,8.69,15.06,3.5311,0.4154,2.6427,14.1719,6.1028,2.4597,704.5502,5.9537,177.93,0.6125,50.4615,45.4394,27.35
249,0.4452,10.2697,11.55,11,3.9961,0.1308,3.9842,4.3351,8.2945,1.7131,745.0176,7.0707,282.47,0.6511,117.7337,70.3627,26.782
250,0.3426,9.4318,8.3,19.35,2.2751,0.1038,2.6784,3.6329,6.0893,3.1272,718.7252,3.8223,7.54,0.2747,2.663,1.4186,14.8499
251,0.4513,10.6404,8.04,20.86,4.0322,0.1313,2.5518,4.2418,5.4892,3.2549,734.9184,6.7783,7.62,0.2654,2.4419,1.4305,11.3765
252,0.2942,9.3713,6.62,18.28,2.689,0.1047,2.0159,3.139,4.7329,2.9198,726.1268,4.6253,8.77,0.2088,3.0605,1.6446,11.1645
253,1.3355,9.9445,7.85,21.42,2.1237,0.3639,2.1349,13.4293,5.4737,3.5265,699.8139,3.5603,280.79,0.8314,81.0097,77.1097,36.3183
254,1.6821,9.9514,10.13,17.43,3.6444,0.5069,3.2322,16.9031,7.4469,2.7824,730.1293,6.0988,8.71,0.1703,2.8026,1.6346,10.0828
255,1.4777,9.8004,8.61,13.08,2.9924,0.4426,2.8454,15.0775,6.0956,2.0127,754.2983,5.1399,7.49,0.2494,2.691,1.3981,11.6249
256,0.8287,9.9935,5.57,15.82,3.9059,0.249,1.7547,8.2923,3.875,2.5472,716.5169,6.5437,9.23,0.1145,3.3318,1.7259,7.1019
257,0.3346,9.4325,7.52,18.23,2.8317,0.1128,2.6668,3.5469,5.5333,2.9501,719.3159,4.8428,9.98,0.4337,3.6685,1.8795,17.6843
258,1.3846,10.071,12.6,17.09,4.7311,0.4135,3.8098,13.7485,9.4616,2.6651,750.7487,8.1584,10.19,0.5441,3.3573,1.9143,23.9171
259,0.3341,9.4449,13.78,19.07,3.0006,0.107,4.202,3.5371,10.3875,3.087,720.2424,5.113,10.03,0.1762,3.3391,1.8749,9.3484
260,0.4615,10.3359,7.91,29.28,3.7111,0.1345,2.4559,4.4649,5.7043,4.6678,726.8645,6.2378,8.92,0.3104,3.0908,1.6664,17.177
261,1.3558,9.8972,8.26,26.31,2.9236,0.3705,2.3972,13.699,5.9756,4.2476,719.8077,5.0312,5.93,0.17,2.0174,1.1019,9.911
262,0.3115,9.6315,3.77,18.86,4.3748,0.0989,1.2023,3.234,2.6584,3.0288,720.3716,7.6854,11.1,0.3658,4.1178,2.0979,15.6336
263,0.7029,9.987,12.29,27.06,3.8124,0.2168,4.0691,7.0377,9.0791,4.3567,723.0823,6.3324,8.94,0.2924,3.0447,1.6835,12.1846
264,1.7696,10.0371,9.13,18.97,3.7485,0.53,2.6285,17.6305,6.4374,3.0207,727.191,6.2791,7.82,0.2678,2.7988,1.4856,11.3698
265,0.3201,9.4302,10.73,11.66,2.7598,0.1122,3.7921,3.3943,7.9416,1.832,739.7588,4.7464,8.62,0.2862,2.9736,1.6169,11.3894
266,0.296,9.4152,8.4,17.06,2.8127,0.104,2.38,3.1433,6.329,2.6368,762.4385,4.819,6.99,0.3557,2.4631,1.3079,15.2681
267,0.903,9.6162,8.98,14.52,4.2127,0.2406,2.6892,9.3907,6.3907,2.3361,718.4028,7.1717,6.97,0.2079,2.5969,1.3122,12.0001
268,0.2888,9.4102,12.88,11.91,2.2021,0.098,3.9683,3.0691,9.3953,1.8628,745.0489,3.6776,10.5,0.2966,3.3302,1.9756,12.5144
269,0.7588,10.0212,10.05,25.87,3.5587,0.2328,3.1706,7.5721,7.3648,4.1691,720.8821,5.9348,7.43,0.1953,2.6491,1.4021,9.0446
270,0.95,9.6388,7.07,17.46,3.1377,0.252,1.8941,9.8561,5.0188,2.7993,721.6987,5.2567,9.88,0.3116,3.4917,1.8497,18.4482
271,1.5097,10.0634,14.21,16.32,2.1236,0.4532,4.6574,15.0022,10.5933,2.6244,726.1773,3.5512,10.32,0.169,3.1342,1.9471,9.641
272,1.0538,9.6426,10.2,22,5.1109,0.2806,3.5008,10.929,7.5924,3.5669,717.1376,8.7043,8.85,0.2376,3.2846,1.6608,12.8166
273,1.0919,9.6205,8.47,10.72,5.2912,0.2926,2.9203,11.35,6.1217,1.676,741.5104,9.566,8.02,0.3561,2.5928,1.5093,14.7868
274,0.8123,9.6936,10.1,27.14,3.8183,0.219,3.5392,8.3799,7.5738,4.4153,714.4361,6.55,8.88,0.3556,3.1318,1.6669,14.7426
275,1.2615,10.0207,10.36,7.3,4.0329,0.3774,2.7442,12.5894,7.3146,1.1277,748.8992,6.8403,274.87,1.6228,82.0528,53.5396,69.1042
276,1.4879,10.0621,6.61,23.24,2.9022,0.4382,2.2333,14.7869,4.88,3.7048,730.4007,5.0111,10.41,0.2227,3.8819,1.9533,9.6884
277,0.962,9.6715,6.54,11.88,3.507,0.2565,2.27,9.9464,4.8729,1.8369,757.5096,5.9792,9.79,0.4351,3.3984,1.8407,18.3443
278,1.2277,9.5853,7.31,20.2,4.0213,0.3679,2.1998,12.808,5.0618,3.1671,734.9502,6.8468,6.5,0.3882,2.2132,1.2196,18.1731
279,1.2909,9.871,8.95,10,2.7778,0.3858,2.4289,13.0778,6.5095,1.557,745.2515,4.7706,7.51,0.3486,2.5478,1.4116,15.1177
280,1.0513,9.5534,7.24,22.22,4.7457,0.3138,2.5624,11.0048,5.4873,3.5671,726.7303,8.1316,6.96,0.1517,2.2284,1.3034,8.6327
281,1.1279,9.6391,12.34,13.62,3.1628,0.3364,3.1965,11.7011,8.6985,2.1906,717.9285,5.403,9.81,0.2603,3.3548,1.8438,12.2762
282,1.1118,9.8653,5.31,16.43,3.7027,0.3318,1.8127,11.2693,3.6679,2.6408,714.0061,6.3146,7.07,0.3547,2.5411,1.3309,14.2779
283,1.4139,9.5915,9.45,15.24,2.246,0.419,2.6176,14.7411,6.5529,2.4451,717.4818,3.779,7.83,0.1777,2.7747,1.4621,10.4357
284,0.9968,9.4896,4.11,20.1,2.6251,0.2926,1.2673,10.5043,2.8006,3.1708,726.7197,4.5736,9.62,0.3258,3.3909,1.8116,13.3242
285,1.3179,9.4396,9.06,21.04,3.4839,0.3915,2.6908,13.9615,6.5525,3.4071,713.722,5.8831,5.8,0.2288,2.0103,1.0859,11.8492
286,0.3863,10.5814,6.82,9.02,3.5082,0.1135,2.2453,3.6506,5.0047,1.3906,758.3345,5.8658,7.56,0.3092,2.698,1.4322,13.7811
287,1.0609,10.2944,9.1,16.11,2.8157,0.3061,2.6272,10.3054,6.3047,2.5901,715.0969,4.8389,8.88,0.2485,2.9245,1.665,15.0265
288,0.7616,10.5663,8.23,11.73,5.422,0.225,2.3458,7.2079,5.7151,1.885,715.6175,9.265,7.91,0.2073,2.7512,1.4842,9.3645
289,0.3496,10.0986,2.07,20.91,3.1678,0.1085,0.6148,3.4622,1.4933,3.3507,723.0861,5.6917,11.68,0.3384,3.8123,2.2042,14.6828
290,0.9268,10.0514,7.37,10.07,2.7246,0.2756,2.1196,9.2202,5.1838,1.5519,751.4525,4.6581,7.18,0.3771,2.3806,1.3412,18.1169
291,1.2337,9.8987,4.76,21.48,2.356,0.3663,1.4433,12.4628,3.4472,3.3438,752.5447,4.0663,6.98,0.164,2.2646,1.3077,9.1778
292,0.5641,10.614,7.21,24.92,2.8052,0.1691,2.3972,5.3148,5.2497,4.0175,720.1415,4.8111,6.8,0.2055,2.3023,1.2656,9.8177
293,1.2675,9.3864,9.35,26.36,4.0598,0.3756,2.9758,13.5032,6.7738,4.1744,732.3429,7.0929,9.2,0.2181,3.1703,1.7305,8.5168
294,1.1013,9.8806,8.17,18.15,2.0267,0.3281,2.2267,11.1459,5.8149,2.9007,724.5407,3.4086,5.32,0.1566,1.9197,0.9929,9.2356
295,1.1152,9.6448,7.06,6.65,5.0344,0.3267,2.5331,11.5631,5.2178,1.0362,747.6613,8.5615,7.06,0.5551,2.5601,1.34,23.7686
296,0.4563,10.2072,11.12,22.94,2.4412,0.1341,3.7014,4.4708,7.9657,3.7111,712.4365,4.1433,10.44,0.27,3.6356,1.9678,10.7489
297,0.3777,10.6552,13.76,20.57,2.8618,0.1137,3.7881,3.5447,10.1579,3.3032,721.9575,4.8548,9.5,0.2715,3.2807,1.8062,11.2731
298,1.1349,8.0367,9.56,23.29,4.3927,0.345,2.9397,14.1216,7.1262,3.7866,716.1579,7.908,8.26,0.3934,2.8522,1.549,15.5451
299,0.3101,10.0893,15.58,21.03,3.2656,0.1122,4.2575,3.0739,11.692,3.3934,723.1896,5.523,8.65,0.1435,3.1242,1.614,7.508
300,0.494,9.8943,3.43,19.52,2.4796,0.1422,0.9884,4.9925,2.4506,3.1513,716.0915,4.2669,9.5,0.2715,3.2807,1.8062,11.2731
301,0.3932,9.8492,6.76,13.66,4.9142,0.1213,1.9466,3.9924,4.7123,2.2104,711.3808,8.4011,8.21,0.245,3.0908,1.542,10.3822
302,0.4675,9.8914,3.92,19.51,2.138,0.1349,1.5004,4.7261,2.65,3.1584,706.2091,3.5652,129.12,0.6282,60.6945,38.896,26.5023
303,0.6624,10.2875,5.23,23.82,2.9014,0.1935,1.6507,6.439,3.6386,3.7188,737.9322,4.9368,12.4,0.1699,4.2715,2.3384,7.3462
304,0.6939,10.3532,6.57,19.02,2.9298,0.2032,1.9538,6.702,4.5451,3.0073,726.2395,5.0446,8.43,0.3138,3.0589,1.5787,13.589
305,0.7833,9.8178,6.83,18.1,3.6489,0.211,2.6608,7.9786,4.5966,2.9165,708.4602,6.1562,7.35,0.3731,2.563,1.3749,15.8567
306,0.7052,10.2545,7.89,19.23,2.8365,0.2075,2.3763,6.8774,5.5939,3.0893,719.799,4.842,9.48,0.3483,3.4009,1.7796,20.5733
307,0.6742,9.7682,16.71,10.13,2.0218,0.1958,5.5213,6.9018,12.3078,1.5652,757.9735,3.4046,8.35,0.3425,2.5471,1.5618,14.6437
308,0.4102,9.7363,7.12,23.69,3.6145,0.1236,2.352,4.2128,5.2624,3.8645,714.4248,6.0336,11.78,0.2684,3.9233,2.2072,14.1308
309,0.2219,10.1713,14.22,10,2.5935,0.0822,4.4101,2.1812,10.3152,1.5437,756.5746,4.3914,8.37,0.4917,2.8866,1.5685,22.2006
310,0.6467,9.0528,3.86,17.51,2.2361,0.1924,1.2291,7.1438,2.6737,2.8244,712.7024,3.8238,9.78,0.4203,3.3796,1.8308,18.423
311,0.8608,9.7517,10.27,17.31,2.6764,0.253,2.802,8.827,7.0465,2.7618,719.0644,4.6374,10.08,0.3476,3.504,1.8978,15.0301
312,0.5055,9.3149,7.99,17.86,2.3064,0.1523,2.5323,5.4273,5.587,2.8649,718.9511,4.2029,6.79,0.4113,2.403,1.2711,16.2458
313,0.3162,8.7,6.66,11.01,3.9065,0.1082,2.0813,3.6348,4.8123,1.7001,754.5664,6.4946,7.3,0.1571,2.2672,1.3624,7.4895
314,0.3833,10.1811,7.41,23.71,4.9453,0.1182,2.2567,3.7644,5.1672,3.7287,732.3237,8.4661,9.62,0.4845,3.4163,1.8104,21.0919
315,0.2185,9.7119,6.43,15.59,2.0357,0.0726,1.8722,2.2503,4.3786,2.5207,708.2074,3.4218,8.38,0.1945,3.0096,1.5764,8.0031
316,0.4084,9.9824,8.12,17.1,3.5672,0.1566,2.3126,4.091,5.5994,2.6799,733.8695,6.0445,7.55,0.44,2.7336,1.4129,18.5733
317,0.3676,10.1841,9.62,20.01,2.7536,0.111,2.4747,3.6098,7.2194,3.2358,720.2223,4.7708,6.3,0.2759,2.1787,1.1763,15.6663
318,1.0274,10.9594,10.23,24.04,5.046,0.2854,3.3025,9.3742,7.3995,3.7992,730.4641,8.6384,6.62,0.3094,2.3899,1.2376,12.5306
319,0.401,10.4318,7.32,22.34,2.2137,0.1188,2.1844,3.8445,5.4009,3.6043,720.3876,3.77,6.3,0.2759,2.1787,1.1763,15.6663
320,0.6897,10.7265,5.06,18.99,2.4925,0.1965,1.454,6.43,3.5384,3.0466,717.782,4.2776,277.11,0.7443,99.8394,57.6677,29.8367
321,0.8938,9.9765,5.51,12.72,2.6972,0.2394,2.1985,8.9591,4.0137,1.9784,745.0674,4.5976,286.82,0.5586,91.9336,90.4235,22.304
322,0.6429,10.347,7.51,18.43,3.6415,0.1903,2.0787,6.2134,5.3641,2.9435,724.5173,6.0794,11.24,0.2313,3.699,2.1132,11.1236
323,0.9088,10.2695,12.24,7.57,2.2659,0.2488,3.6406,8.8494,8.8848,1.1865,742.8003,4.1301,10.32,0.5133,3.578,1.9425,21.4982
324,0.7766,10.0418,9.3,19.51,4.9464,0.2092,2.5406,7.7337,6.3261,3.1533,707.7568,8.4334,10.26,0.3655,3.6355,1.9287,15.35
325,0.7811,10.5027,8.12,16.2,2.4925,0.2278,2.1418,7.4375,5.8003,2.5882,724.2239,4.2384,8.61,0.319,3.1079,1.6137,13.5931
326,0.2949,9.6599,9.58,18.46,2.7678,0.1,3.1288,3.0529,6.7669,2.9238,730.7454,4.7356,9.3,0.2149,3.285,1.741,12.1012
327,0.8315,10.2399,9.1,19,3.6717,0.2272,3.1734,8.12,6.6388,3.0713,717.304,6.2135,10.89,0.2317,3.9933,2.0471,12.4884
328,3.7461,8.876,8.89,30.11,4.1118,1.3003,3.0684,42.2047,6.5331,4.8559,720.1285,7.0439,8.92,0.3104,3.0908,1.6664,17.177
329,0.6715,9.2068,7.67,23.1,3.41,0.2018,2.7813,7.2934,5.4401,3.6489,734.1916,5.8989,7.18,0.3327,2.3938,1.3438,13.4813
330,0.9891,9.889,6.54,25.05,3.3615,0.2651,2.1732,10.0015,4.4554,3.8709,743.8517,5.683,12.66,0.2022,4.0334,2.3845,8.4705
331,0.9184,12.805,6.81,18.13,3.4993,0.3248,2.0266,7.1725,4.8047,2.8917,724.2179,6.0138,6.8,0.2055,2.3023,1.2656,9.8177
332,0.6375,10.4208,7.88,15.53,3.5482,0.1841,2.3615,6.1172,5.3201,2.4988,710.2843,5.9183,9.27,0.2948,3.1526,1.7377,12.7323
333,0.3749,10.4705,8.03,20.53,1.9729,0.1139,2.6243,3.5805,5.7483,3.3336,709.7834,3.3681,10.24,0.1243,3.5111,1.9228,5.7281
334,0.3913,10.4654,8.97,19.91,4.9817,0.1146,2.5282,3.7389,6.2675,3.1755,721.9931,8.4733,8.98,0.1636,3.2613,1.6791,7.6092
335,6.2782,5.5709,8.76,19.06,2.4864,1.9202,2.4724,112.6963,5.9458,2.9827,731.6436,4.2897,280.66,0.4971,112.5998,57.5986,20.0978
