,F152,F153,F159,F16,F185,F187,F198,F200,F201,F21,F252,F26,F273,F287,F319,F32,F321,F33,F334,F337,F34,F35,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F524,F572,F573,F574,F576,F577
68,1.075,0.0097,548,9.7637,6.35,12.9,0.936,18.45,14.93,-5597,4.4487,1.9752,39.8882,0.2911,6.1475,83.9737,1.8868,8.8033,0.325,3.9486,50.3329,64.485,118.6328,1.0997,1.1366,4.7897,37.7415,11.0098,0.9988,4.7598,2.0117,753.9997,9.4569,4.9918,52.8369,10.402,7.4778,7.91,0.1254,2.8332,1.4795,5.0986
69,0.8146,0.0169,833,9.3711,4.39,11.2,0.478,15.6,2.39,-5440.5,2.8423,2.0045,16.1845,0.2232,6.3737,85.794,1.5201,8.7599,0.1466,0.6846,50.3802,63.9715,117.6882,1.3872,1.1366,2.0355,37.5303,8.6922,1.7578,3.0832,1.7831,723.8999,4.5225,5.24,21.2516,24.9216,4.7336,12.54,0.2766,3.8913,2.3373,13.8172
70,0.8034,0.0183,594,9.3955,7.38,11.51,0.345,10.41,3.93,-5614.25,5.0317,1.9745,39.8882,0.2232,5.2038,85.324,2.4225,9.6272,0.1285,1.0663,50.4945,64.1596,117.796,1.0997,1.1366,4.7897,37.7415,8.5513,1.9036,5.3579,1.8195,731.7208,3.2784,6.3911,17.605,11.9669,8.7399,6.49,0.4057,2.4106,1.219,15.93
71,0.4479,0.0087,308,9.8426,5.69,11.87,0.333,19.5,4.31,-5534.5,3.5801,2.018,24.1213,0.1325,6.4765,85.794,1.6452,8.7599,0.1019,1.619,50.3802,63.9715,117.6882,1.3529,1.2895,3.2122,45.1768,4.5505,0.8943,4.1227,1.9058,720.422,3.1888,6.1553,25.7066,36.503,6.321,7.55,0.2272,2.6025,1.4101,11.2549
72,0.5063,0.0117,5684,10.1235,5.55,12.65,0.528,13.24,3.75,-2649.25,2.267,0.8882,24.1213,0.1482,6.0925,84.0432,1.7957,8.7487,0.1469,1.4111,50.2849,64.3732,118.7784,1.3529,1.1227,3.2122,45.1768,5.0012,1.1992,4.015,2.0234,723.0058,4.8942,7.2089,23.1843,12.3478,3.9075,10.57,0.4373,3.4964,1.9775,18.2114
73,0.392,0.0108,268,10.5025,6.4,19.97,0.332,19.73,5.12,-5554.25,2.6624,2.021,16.1845,0.1258,10.0825,84.7166,1.9705,8.8388,0.108,1.641,50.3916,64.1968,111.7128,1.3872,1.2895,2.0355,37.5303,3.7328,1.1099,4.3721,3.1853,721.4974,3.1065,10.1134,27.9029,8.3426,4.5129,5.39,0.3599,1.7611,1.0306,15.4085
74,0.3626,0.0153,663,9.902,5.06,7.96,0.488,14.79,5.61,-6566,2.2436,1.8762,26.9809,0.1089,4.3992,85.2575,1.6184,9.094,0.1498,1.9468,50.249,64.235,119.6672,1.2414,1.3384,3.5829,82.42,3.6614,1.5858,3.4275,1.271,714.6868,4.6044,5.0228,30.9357,32.3052,3.8602,6.39,0.2326,2.0122,1.1886,13.1929
75,0.4602,0.0109,386,10.1394,6.18,11.9,0.349,10.46,3.32,-5613.75,2.6264,1.99,24.1213,0.1349,5.7594,85.6039,1.987,8.7588,0.1046,1.1834,50.179,64.1668,118.6704,1.3529,1.1227,3.2122,45.1768,4.539,1.1157,4.2839,1.8562,736.1872,3.2965,8.7825,11.5519,11.7465,4.3754,9.6,0.2247,3.3993,1.7897,11.0317
76,1.0185,0.0165,502,9.946,14.54,11.99,0.351,9.16,16.39,-6546.5,4.4574,1.8822,17.4657,0.2785,4.654,85.2575,3.9252,9.094,0.1123,4.2174,50.249,64.235,119.6672,1.3601,1.3384,2.1434,31.9464,10.2404,1.7021,10.1194,1.9095,721.1447,3.3258,6.3593,75.6008,13.5315,7.9544,10.75,0.3656,3.7784,2.0097,15.0254
77,1.1306,0.0154,423,9.9707,5.44,14.79,0.988,22.53,15.49,-5652,4.949,1.9457,24.1213,0.3087,6.4111,85.1197,1.3788,9.1784,0.3475,4.4704,50.2165,64.229,118.771,1.3529,1.3384,3.2122,45.1768,11.3391,1.5905,4.1217,2.3135,751.7251,10.053,5.7722,58.2841,22.5208,8.6413,7.93,0.2848,2.5902,1.4763,13.3002
78,0.3272,0.0113,2170,10.0926,4.55,11.51,0.954,16.41,4.53,-6656.75,2.2309,1.7797,17.4657,0.0975,6.0475,84.6216,1.273,9.1585,0.2963,1.6118,50.3138,64.4425,122.4028,1.3601,1.1227,2.1434,31.9464,3.2422,1.1592,3.4129,1.7875,757.4796,9.6957,5.6422,19.1428,18.3156,3.7429,10.22,0.3876,3.5456,1.9009,17.0931
79,0.8696,0.0226,504,9.4946,4.4,10.82,1.243,11.72,4.27,-5681.5,5.3135,1.9998,39.8882,0.2381,6.6742,84.3585,1.485,8.7495,0.3494,1.1386,50.4362,64.2234,117.7078,1.0997,1.2895,4.7897,37.7415,9.1586,2.3661,3.1215,1.7402,716.994,11.7693,8.5027,28.8153,23.3872,9.2274,10.5,0.3571,3.6913,1.9836,15.2498
80,0.3444,0.0093,311,10.3558,4.93,12.11,0.847,17.57,16.99,-5537.5,5.4718,1.9648,17.4657,0.103,5.8072,85.1197,1.4689,9.1784,0.2756,4.9906,50.2165,64.229,118.771,1.3601,1.3384,2.1434,31.9464,3.3253,0.9558,3.6928,1.879,758.3614,8.6485,7.3866,52.7055,40.8689,9.2501,11.09,0.3184,3.6866,2.0783,15.3708
81,1.3942,0.0092,378,8.8623,5.71,14.15,1.342,19.08,14.04,-5349.25,4.3467,2.0063,39.8882,0.4016,6.0691,84.1874,1.8229,10.6376,0.3832,3.8986,50.6882,64.7132,118.8356,1.0997,1.7597,4.7897,37.7415,15.7316,0.9416,4.2333,2.1999,754.4896,14.1335,4.0934,53.3957,25.1927,7.3249,6.15,0.2806,2.3189,1.1479,14.459
82,0.8039,0.0122,424,9.6496,7.75,16.99,0.256,22.69,7.5,-5495.75,2.5844,1.9688,36.4053,0.2159,9.9304,83.8746,2.1588,9.2658,0.074,2.4745,50.2261,64.3328,119.104,1.2479,1.482,4.2603,13.5951,8.3304,1.2543,5.2767,2.7122,719.4658,2.3519,9.2721,25.3071,18.9788,4.4725,13.76,0.1968,4.5061,2.5874,8.9008
83,1.2515,0.011,527,8.9623,6.9,8.59,0.406,17.17,7.31,-6518.25,4.1884,1.8967,19.6939,0.361,4.7173,85.4579,2.3005,8.6667,0.1284,2.1606,50.2987,64.2122,117.955,1.0032,1.7597,2.5605,74.8659,13.9641,1.129,4.7891,1.3603,724.0375,3.9708,3.1065,49.0923,33.5899,7.4388,9.53,0.2307,2.913,1.7943,10.2491
84,0.2087,0.0245,7791,10.204,6.07,12.94,0.506,14.89,5.94,-4556,4.9641,1.3362,39.8882,0.078,5.9844,85.1197,1.6419,9.1784,0.1762,1.6166,50.2165,64.229,118.771,1.0997,1.1227,4.7897,37.7415,2.0452,2.5063,4.5406,2.0156,754.5563,5.0212,6.3465,20.2083,15.8872,8.6617,7.54,0.181,2.5261,1.3983,8.3962
85,0.8935,0.0161,530,9.9919,5.19,13.25,0.666,8.71,4.62,-5432.5,2.2533,2.0345,26.9809,0.2407,5.4033,84.3324,1.4215,8.9336,0.1831,1.2551,50.5527,64.2529,116.7828,1.2414,1.7597,3.5829,82.42,8.9422,1.659,3.7429,2.1101,726.3228,6.2146,9.9812,23.6945,7.348,3.8701,439.05,1.2098,137.833,85.9341,69.196
86,0.3131,0.0202,745,10.3618,5.91,11.91,0.197,12.45,9.16,-5677.75,2.179,1.9985,26.9809,0.0986,4.9523,84.8723,1.9358,8.755,0.0626,2.607,50.3957,64.0838,117.326,1.2414,1.7597,3.5829,82.42,3.0213,2.0999,4.1594,1.8906,724.4909,1.8058,7.1093,25.6771,14.5221,3.7779,439.05,1.2098,137.833,85.9341,69.196
87,1.0527,0.0122,1657,10.1496,7.44,8.21,0.986,5.07,9.36,-6174.5,3.3278,1.881,23.9769,0.3018,2.4657,84.8178,2.3852,8.7947,0.3105,2.5621,50.2004,63.9947,118.7708,1.1048,1.0643,2.9815,54.0784,10.3721,1.2446,5.3412,1.3187,718.941,9.5157,12.0556,72.3139,15.2609,5.7451,9.93,0.2199,3.6157,1.8624,9.5334
88,1.0689,0.0137,296,10.17,6.27,9.27,1.149,4.94,5.49,-5367.75,2.0419,2.0093,25.1991,0.3052,1.8788,84.8178,2.0103,8.7947,0.3223,1.6273,50.2004,63.9947,118.7708,1.4715,1.0643,3.4787,28.5952,10.5106,1.4003,4.5068,1.4909,718.9079,11.1861,12.2571,40.5349,18.3601,3.4952,10.27,0.1299,3.6182,1.9239,5.7214
89,0.8855,0.0133,531,9.4636,5.68,13.68,0.45,7.12,5.86,-5393.25,2.1536,1.9872,23.0757,0.2387,5.171,85.6591,1.7286,8.8249,0.1278,1.9896,50.3878,64.1536,118.3554,1.5291,1.294969654,3.2848,34.8193,9.3572,1.3796,4.0594,2.1794,724.8342,4.142,11.9746,13.8468,13.502,3.7336,439.05,1.2098,137.833,85.9341,69.196
90,1.0301,0.0133,578,10.1361,5.15,7.02,1.048,7.13,5.44,-5594.25,2.2055,1.8807,25.1991,0.2972,1.6574,85.4507,1.6932,9.3851,0.3008,1.9083,50.4554,63.8228,118.528,1.4715,1.0643,3.4787,28.5952,10.163,1.3617,3.6301,1.0984,736.0885,10.3196,12.9399,33.6344,14.6237,3.767,7.01,0.3682,2.3605,1.3144,15.4001
91,0.8702,0.0142,5703,10.0685,4.5,15.87,0.461,15.91,2.88,-2665.5,4.3757,0.8912,20.4695,0.2385,6.6879,85.0716,1.5639,8.6942,0.1365,0.8654,50.5287,64.3976,118.0626,1.0455,1.2895,2.7358,46.3425,8.6433,1.4659,3.1372,2.524,722.101,4.4261,5.1356,19.3648,11.5465,7.4077,11.79,0.2879,4.1245,2.2271,13.4859
92,0.4489,0.0135,527,9.9865,7.25,19.77,0.429,17.45,10.24,-5527,2.4838,1.984,39.8882,0.1318,10.4385,85.6626,2.432,9.1502,0.1132,2.7903,50.2288,64.1871,119.3708,1.0997,1.1227,4.7897,37.7415,4.4947,1.3959,4.8883,3.1485,720.1594,4.0658,8.5949,55.4771,6.0868,4.2343,11.79,0.2879,4.1245,2.2271,13.4859
93,0.8286,0.0134,7716,9.3991,4.98,10.71,0.266,13.22,9.81,-4695.25,2.8538,1.3355,22.7269,0.2232,5.1677,84.7166,1.601,8.8388,0.0733,2.9081,50.3916,64.1968,111.7128,1.2752,1.033180921,3.1097,10.1822,8.8156,1.3778,3.4713,1.7067,721.2181,2.4099,8.1614,26.5079,8.7293,4.8872,9.84,0.3066,3.4939,1.8387,12.4093
94,0.408,0.0167,663,10.1871,6.55,10.7,0.437,7.29,6.67,-5491.5,4.3197,1.9898,17.6337,0.1268,5.2074,85.0716,1.9939,8.6942,0.1232,2.2382,50.5287,64.3976,118.0626,1.3622,0.9721,2.7712,31.4696,4.0049,1.7213,4.575,1.6955,724.7882,4.0185,13.5601,16.3471,7.8537,7.4813,439.05,1.2098,137.833,85.9341,69.196
95,0.7349,0.0187,619,10.0165,6.42,10.67,0.245,9.5,7.81,-5463.25,2.1928,2.0063,16.3972,0.1984,4.8712,84.9052,1.9237,9.7997,0.0794,2.5358,50.6596,64.2828,118.1188,1.2579,1.178695317,2.3943,136.3601,7.337,1.9383,4.5407,1.6982,723.2811,2.2287,8.7713,21.7283,11.4258,3.794,8.29,0.2435,2.9696,1.5497,13.5286
96,0.4659,0.0122,5480,10.1679,5.89,13.04,1.033,15.66,7.92,-2609.25,2.0666,0.8925,24.1213,0.1337,5.9438,85.6039,1.9145,8.7588,0.3593,2.1534,50.179,64.1668,118.6704,1.3529,1.1227,3.2122,45.1768,4.5822,1.2508,4.3225,2.0211,755.794,10.569,4.5481,31.2499,36.4566,3.5701,9.27,0.4407,3.3384,1.7362,17.9666
97,0.578,0.0143,167,10.3122,6.45,6.87,0.454,4.01,9.33,-5497.75,2.701,2.0083,25.1991,0.168,1.7279,84.8178,2.2578,8.7947,0.1433,2.6515,50.2004,63.9947,118.7708,1.4715,1.6137,3.4787,28.5952,5.6052,1.4744,4.4949,1.0936,721.6081,4.4178,9.0952,66.6321,39.095,4.6515,10.26,0.3566,3.5301,1.9298,14.8871
98,0.6039,0.0141,592,10.3165,6.63,7.01,0.392,9.74,9.79,-5522.25,2.1089,1.87,23.9769,0.1764,2.0899,85.4507,1.8999,9.3851,0.1287,2.9291,50.4554,63.8228,118.528,1.1048,1.6137,2.9815,54.0784,5.8536,1.4541,4.7757,1.1292,717.2746,3.7659,10.4369,58.2981,20.4777,3.6173,8.19,0.2909,2.8864,1.548,12.3938
99,0.3485,0.0049,6011,9.1935,5.15,15.3,0.328,30.17,20.6,-1502.75,3.1925,0.4368,19.5188,0.1118,6.3227,85.0922,1.5021,9.2007,0.0862,5.4961,50.1899,64.2199,118.2566,1.67,1.0643,2.7099,30.8039,3.7911,0.5029,3.708,2.4499,722.2621,2.9706,17.2001,45.3306,43.7804,5.5214,11.78,0.4565,4.089,2.2188,20.7877
100,0.5181,0.0142,352,10.2777,10.6,12.69,0.882,3.57,10.66,-5443,2.2831,1.9935,25.1991,0.1492,2.5953,84.8178,2.8189,8.7947,0.2519,3.064,50.2004,63.9947,118.7708,1.4715,1.6137,3.4787,28.5952,5.0414,1.458,7.7206,2.0332,724.4752,8.6167,9.9532,51.9971,28.6441,3.8734,12.5,0.2525,4.32,2.3592,10.9671
101,1.0108,0.0267,336,9.5313,13.65,7.35,0.505,4.26,8.18,-5668,3.2082,1.853,13.2401,0.2913,2.3025,85.4507,3.7494,9.3851,0.1506,2.5224,50.4554,63.8228,118.528,1.3918,0.9444,1.8145,33.1559,10.605,2.7999,9.8576,1.1861,717.4775,4.8772,11.6262,74.713,13.3243,5.4589,7.93,0.1562,2.4933,1.4934,6.5484
102,0.9699,0.0216,168,9.5094,4.97,10.99,0.415,14.48,4.22,-6274.75,3.8545,1.8835,19.1157,0.2785,5.2036,85.4138,1.5865,10.9634,0.1445,1.3302,50.3803,64.2949,118.8972,1.0685,0.9444,2.8007,22.2135,10.1992,2.2588,3.4666,1.7374,728.4936,3.9783,6.9812,22.3427,9.8885,6.6506,420.24,1.4316,116.2324,76.326,66.455
103,0.5897,0.0138,552,10.3441,7.3,7.12,0.851,6.07,7.61,-5609.5,2.3694,1.8678,25.1991,0.1709,1.8371,85.4507,1.8985,9.3851,0.2712,2.4092,50.4554,63.8228,118.528,1.4715,1.6137,3.4787,28.5952,5.7004,1.4215,5.1448,1.1307,724.9507,8.3126,11.7576,36.3482,11.5089,4.0307,9.6,0.3488,2.9717,1.8119,15.0423
104,0.2618,0.0122,302,9.4655,5.64,11.42,0.505,13.2,7.93,-6487.25,4.2815,1.8753,23.0757,0.0932,5.1015,85.2575,1.8784,9.094,0.1478,2.378,50.249,64.235,119.6672,1.5291,0.9721,3.2848,34.8193,2.7661,1.2562,3.9831,1.8142,725.682,4.9785,3.6042,52.1988,49.8401,7.2571,8.14,0.3811,2.8505,1.521,15.3228
105,0.3543,0.022,623,10.3933,3.85,10.95,0.881,15.55,4.24,-6361.5,2.8887,1.8895,26.5052,0.1103,4.9924,85.4138,1.273,10.9634,0.2588,1.3332,50.3803,64.2949,118.8972,0.9747,1.0643,3.1702,43.4704,3.4092,2.3024,2.6689,1.7571,715.1313,8.4746,8.4532,26.8126,21.0087,4.9618,8.3,0.2425,2.8582,1.5539,14.4851
106,0.2641,0.0123,392,9.4541,6.78,15.66,0.271,20.52,6.69,-6514,2.6602,1.882,13.1989,0.0945,6.6302,84.5407,2.1173,9.1638,0.1009,1.9875,50.1709,64.2232,119.7114,1.3811,0.9721,2.0627,29.0909,2.7939,1.2645,4.9274,2.4865,729.5193,2.6114,3.5491,37.6059,7.2774,4.5041,9.7,0.3356,3.349,1.8173,14.2763
107,0.2872,0.0194,532,9.8652,5.27,9.84,0.315,16.04,4.77,-6541.25,2.9365,1.8858,17.6337,0.0851,4.3593,85.2575,1.9151,9.094,0.0952,1.4501,50.249,64.235,119.6672,1.3622,0.9721,2.7712,31.4696,2.9116,2.0198,3.6619,1.5716,718.1612,2.9504,8.2759,18.0467,10.1317,5.012,7.09,0.3834,2.4813,1.321,15.7964
108,0.2697,0.0129,1270,9.4543,3.48,9.49,0.382,16.17,6.78,-5147.25,2.4444,1.983,13.1989,0.0924,4.2394,85.2575,1.2255,9.094,0.1033,1.8705,50.249,64.235,119.6672,1.3811,0.9721,2.0627,29.0909,2.853,1.331,2.3747,1.513,718.251,3.6777,3.6091,42.5125,40.7596,4.1837,8.1,0.2206,2.7748,1.5082,12.0111
109,0.2608,0.0195,385,10.3001,3.69,15.37,0.57,15.9,7.62,-6485.5,31.7855,1.888,13.1989,0.0854,6.0052,84.5407,1.3289,9.1638,0.1915,2.111,50.1709,64.2232,119.7114,1.3811,1.6137,2.0627,29.0909,2.5319,2.0322,2.6663,2.4149,737.5661,5.589,4.2878,31.5931,21.7446,56.7734,7.57,0.3447,2.6985,1.4113,14.1369
110,4.964,0.0111,702,10.7339,6.69,23.14,0.333,17.18,9.69,-5409,2.4227,1.9937,26.5052,1.7788,10.5455,84.3324,2.2327,8.9336,0.1029,2.6225,50.5527,64.2529,116.7828,0.9747,1.2596,3.1702,43.4704,46.2461,1.1393,4.7247,3.7092,722.7813,3.167,7.5951,39.7404,8.8018,4.1902,6.1,0.3432,1.9274,1.1494,13.3049
111,4.5787,0.0109,389,10.077,4.86,10.03,0.363,11.99,7.72,-6463,3.2859,1.8718,13.4887,1.5697,4.4095,85.4579,1.6491,8.6667,0.0924,2.1414,50.2987,64.2122,117.955,1.1799,1.6137,1.9792,39.6478,45.4373,1.1213,3.3546,1.6041,717.193,3.5214,2.8048,60.8267,36.3109,5.6305,8.09,0.2669,2.9137,1.5168,12.64
112,1.0247,0.0175,259,9.4815,6.15,19.98,0.327,21.71,7.53,-5301,4.0029,1.9775,15.0317,0.2971,10.0152,83.8746,1.7978,9.2658,0.1047,2.0661,50.2261,64.3328,119.104,1.1988,1.0643,2.2112,81.0816,10.8073,1.8212,4.1105,3.1761,720.7486,3.0719,7.8631,30.1132,21.928,6.8926,8.42,0.2889,2.983,1.5742,11.2414
113,0.3833,0.1879,203,10.2926,5.78,17.32,0.244,16.99,8.53,-5401.75,2.5798,2.019,24.782,0.1122,6.2614,84.3585,1.7839,8.7495,0.0797,2.6285,50.4362,64.2234,117.7078,1.2577,1.2596,3.1394,94.7513,3.7241,19.7458,4.2988,2.7243,738.7691,2.3444,4.3325,25.9043,10.1527,4.3461,9.6,0.1361,3.4224,1.802,7.1763
114,0.2235,0.0068,674,10.2747,7.56,11.64,0.42,15.24,5.19,-6470.75,2.8646,1.8893,22.599,0.0764,4.7975,85.4138,2.2102,10.9634,0.1377,1.5798,50.3803,64.2949,118.8972,0.9454,1.6137,2.9113,27.5014,2.1751,0.6964,5.5141,1.8599,722.6056,4.0454,8.9105,23.6427,46.3803,4.8337,8.26,0.3699,2.9867,1.561,15.5013
115,0.9413,0.0122,692,9.4372,6.13,11.67,1.127,17.62,11.59,-5432.75,2.664,1.9748,19.5188,0.2736,6.1942,85.8965,1.8027,9.2405,0.3187,3.7869,50.157,64.0502,119.2274,1.67,1.0643,2.7099,30.8039,9.9739,1.2543,4.5505,1.8093,757.4377,11.506,5.7471,60.3792,26.6958,4.4952,11.6,0.2934,4.1584,2.1797,12.8759
116,0.2947,0.0193,3597,10.286,8.29,15.37,0.569,14.62,5.32,-5856.75,2.3568,1.8845,21.3466,0.0885,5.6058,84.5407,2.6831,9.1638,0.1734,1.937,50.1709,64.2232,119.7114,1.226,1.6137,2.8235,6.4988,2.8651,2.0111,5.9449,2.4286,730.2308,5.5471,5.0632,36.4654,7.7077,3.9829,9.72,0.2309,3.4589,1.8132,9.8559
117,0.4607,0.0203,793,10.4161,5.24,8.31,0.739,13.73,7.87,-5657.75,2.0821,1.97,19.5188,0.1348,4.6159,85.2575,1.6542,9.094,0.2019,2.1839,50.249,64.235,119.6672,1.67,1.2596,2.7099,30.8039,4.4233,2.1082,3.6175,1.3193,722.3498,7.151,2.454,47.0653,15.4779,3.5963,7.77,0.2937,2.7984,1.4504,13.663
118,0.377,0.0245,717,10.3131,2.24,11.37,0.501,11.37,7.67,-5560.75,2.2854,1.9817,26.5052,0.1134,4.893,83.8746,0.7474,9.2658,0.1461,2.2732,50.2261,64.3328,119.104,0.9747,1.0643,3.1702,43.4704,3.6558,2.5645,1.5827,1.798,728.3413,4.8603,4.6301,30.6754,10.5064,3.8732,11.5,0.3543,4.0972,2.1597,16.0474
119,0.3267,0.0131,210,9.1952,6.91,12.8,1.06,16.87,12.58,-5474.25,2.3293,1.9945,13.1989,0.1116,6.1812,84.1874,2.143,10.6376,0.2818,3.6673,50.6882,64.7132,118.8356,1.3811,1.1828,2.0627,29.0909,3.553,1.3431,5.1031,1.9841,756.1597,10.5896,4.4555,39.241,17.5016,3.9418,5.95,0.4257,1.9688,1.1157,17.5068
120,0.2312,0.0128,460,10.3346,5.23,12.28,0.241,7.39,4.07,-5600.5,4.9052,1.977,23.9769,0.0786,5.5903,85.324,1.5603,9.6272,0.072,1.4479,50.4945,64.1596,117.796,1.1048,1.0516,2.9815,54.0784,2.2371,1.3188,3.7424,1.9577,723.9348,2.2036,6.5655,13.3864,8.8177,8.788,10.2401,0.2349,3.7078,1.9369,10.1049
121,0.326,0.0115,2481,10.2041,5.29,12.16,0.747,16.06,9.03,-6068.75,2.899,1.779,13.1989,0.0916,6.0191,85.2487,1.6546,10.0686,0.251,2.4399,50.6755,64.3085,117.7568,1.3811,1.2596,2.0627,29.0909,3.1943,1.1821,3.9654,1.8894,757.4636,7.5481,6.3718,26.5827,14.1933,5.0099,8.98,0.1733,2.7725,1.684,8.6565
122,0.8435,0.0096,492,10.786,5.13,15,0.497,12.08,3.08,-5306.5,5.1939,1.9827,18.7645,0.2397,5.1878,85.324,1.559,9.6272,0.1447,0.9455,50.4945,64.1596,117.796,1.5099,0.8687,2.3759,21.371,7.8207,0.9888,3.7329,2.3685,734.619,4.7223,7.2693,13.5553,13.2963,9.026,10.89,0.3306,3.1054,2.0369,15.2143
123,0.4253,0.0206,1909,10.3635,5.93,14.27,0.541,15.66,5.36,-6030.25,4.9091,1.9933,19.2335,0.1218,5.4207,85.8965,2.0332,9.2405,0.159,1.3822,50.157,64.0502,119.2274,1.315,0.8531,2.3669,39.0401,4.1033,2.1512,4.217,2.243,734.6738,5.0648,6.2567,15.135,10.9189,8.8862,9.61,0.1815,3.3143,1.7913,8.6062
124,4.2943,0.0058,206,9.5521,9.31,24.98,0.433,19.74,7.01,-5653.75,1.8931,2.0232,21.1544,1.3493,10.8187,84.8178,2.8645,8.7947,0.1232,1.6351,50.2004,63.9947,118.7708,1.5397,1.0148,2.7105,59.7459,44.9567,0.5947,6.6792,3.8958,745.7312,4.2677,7.4153,36.5861,37.4184,3.3146,8.46,0.4406,2.9183,1.5902,18.6118
125,0.3601,0.0056,1132,10.1442,6.9,14.72,0.32,8.19,5.39,-5418.25,2.9052,1.9705,22.5106,0.1198,4.632,85.7375,2.0871,9.0998,0.0987,1.8701,50.1482,64.0107,119.5608,1.2188,0.8687,2.9181,10.6427,3.5503,0.5697,4.904,2.3392,724.8805,2.9341,6.3355,17.1764,42.497,4.9266,10.21,0.3855,3.6026,1.9128,15.4743
126,0.321,0.014,266,9.1855,7.04,11.85,0.82,8.66,3.18,-5641.25,5.2692,1.9843,23.0757,0.1051,5.9099,85.8965,1.962,9.2405,0.2488,0.8625,50.157,64.0502,119.2274,1.5291,0.9721,3.2848,34.8193,3.4952,1.4389,5.4787,1.8562,755.7444,8.2316,5.7812,15.2055,12.4782,9.1305,9.05,0.3143,3.3063,1.692,13.0895
127,0.3355,0.0122,293,10.5682,10.9,23.6,1.071,18.87,5.61,-5538.5,1.9704,2.0003,21.1544,0.1249,10.8403,84.8178,3.3941,8.7947,0.302,1.7883,50.2004,63.9947,118.7708,1.5397,1.4085,2.7105,59.7459,3.1751,1.2541,7.7698,3.6757,746.4299,10.5989,8.6332,33.4762,50.911,3.3972,8.6801,0.3008,2.8702,1.6306,11.7957
128,0.3854,0.0111,347,9.6527,6.6,22.27,0.338,18.71,6.35,-5261.75,2.1781,1.993,19.5188,0.1116,10.5065,84.3324,2.1069,8.9336,0.0819,1.8931,50.5527,64.2529,116.7828,1.67,0.8531,2.7099,30.8039,3.993,1.1415,4.6926,3.5788,721.5494,3.1538,5.2618,21.0039,11.6177,3.6522,8.52,0.3505,3.0246,1.6184,14.5906
129,1.4245,0.0152,878,9.6506,6.1,11.53,0.346,10.93,4.47,-5587.75,2.1255,1.9705,17.799,0.4261,5.4333,83.8746,2.1435,9.2658,0.1258,1.2882,50.2261,64.3328,119.104,1.368,0.8531,2.4139,33.3981,14.7607,1.5756,4.2694,1.8018,735.1052,3.2434,6.7547,13.0755,17.0474,3.8037,9.57,0.3005,3.1047,1.7921,12.1324
130,0.3826,0.021,579,10.3046,3.99,12.28,0.52,11.28,6.29,-5531.5,4.8794,2.0303,23.9769,0.1125,5.4041,84.3585,1.3364,8.7495,0.1529,1.7625,50.4362,64.2234,117.7078,1.1048,0.8531,2.9815,54.0784,3.7126,2.1936,2.8684,1.953,725.6008,4.7927,9.8023,15.1588,14.4191,8.8842,8.3,0.2815,2.7495,1.5612,12.1582
131,0.9728,0.0121,556,9.7109,4.65,11.76,0.342,16.45,6.45,-5456.25,2.2887,1.9972,13.1989,0.2771,5.1967,85.324,1.6364,9.6272,0.1054,1.9027,50.4945,64.1596,117.796,1.3811,1.0643,2.0627,29.0909,10.0179,1.2438,3.2576,1.8644,725.3678,3.1205,7.8415,15.0065,46.8326,3.8883,11.21,0.562,3.6972,2.1264,23.5428
132,0.7696,0.0166,591,10.4655,6.24,16.99,0.371,17.84,14.45,-5683.75,3.4781,2.0173,22.5106,0.2227,5.9225,85.6626,1.712,9.1502,0.0988,3.8281,50.2288,64.1871,119.3708,1.2188,0.8687,2.9181,10.6427,7.3534,1.7284,4.4107,2.6595,736.3145,3.4419,7.863,39.885,17.7485,5.8874,11.39,0.8681,3.8566,2.1383,39.8075
133,0.7521,0.0095,2366,9.3766,4.22,12.8,0.256,9.09,10.84,-6563.75,2.2393,1.8005,17.6337,0.2147,4.788,84.7166,1.5372,8.8388,0.0861,3.625,50.3916,64.1968,111.7128,1.3622,1.176927465,2.7712,31.4696,8.0213,0.9767,2.9597,2.028,725.8835,2.3036,12.0888,22.162,20.1396,3.7615,6.43,0.2673,2.3013,1.2283,14.6817
134,0.8045,0.0101,180,9.7499,6.08,9.27,0.69,11.41,5.35,-5559,1.9131,1.9682,25.5822,0.2369,6.2297,83.8746,1.8983,9.2658,0.1918,1.6577,50.2261,64.3328,119.104,1.4215,1.2374,3.6303,91.1645,8.2509,1.0448,4.374,1.4571,734.1486,6.6944,7.2761,21.7077,15.2394,3.2332,283.03,0.4809,104.372,60.6656,19.3194
135,0.2028,0.0199,570,9.7481,5.09,8.96,0.182,11.2,4.2,-5499.75,5.3078,1.9685,18.7645,0.0686,6.3071,83.8746,1.4489,9.2658,0.0559,1.3482,50.2261,64.3328,119.104,1.5099,1.4085,2.3759,21.371,2.0802,2.0754,3.4276,1.4098,725.7848,1.7165,4.9059,34.4751,38.862,9.2788,11.32,0.2306,3.9875,2.1135,11.2782
136,0.6257,0.0147,131,10.7572,6.97,8.38,0.573,11.49,5.08,-6353.5,2.296,1.8835,21.3466,0.183,4.571,85.4579,2.0312,8.6667,0.1774,1.3659,50.2987,64.2122,117.955,1.226,1.4085,2.8235,6.4988,5.8167,1.5155,4.7837,1.3339,719.4866,5.5117,6.2466,31.2189,11.8576,3.9133,6.29,0.3894,2.1771,1.1838,15.9735
