,F153,F159,F198,F200,F201,F21,F26,F319,F32,F33,F334,F337,F34,F35,F39,F407,F426,F470,F474,F476,F572,F573
133,0.0095,2366,0.256,9.09,10.84,-6563.75,1.8005,4.788,84.7166,8.8388,0.0861,3.625,50.3916,64.1968,111.7128,1.172820305,0.9767,2.3036,22.162,20.1396,6.43,0.2673
134,0.0101,180,0.69,11.41,5.35,-5559,1.9682,6.2297,83.8746,9.2658,0.1918,1.6577,50.2261,64.3328,119.104,1.2374,1.0448,6.6944,21.7077,15.2394,283.03,0.4809
135,0.0199,570,0.182,11.2,4.2,-5499.75,1.9685,6.3071,83.8746,9.2658,0.0559,1.3482,50.2261,64.3328,119.104,1.4085,2.0754,1.7165,34.4751,38.862,11.32,0.2306
136,0.0147,131,0.573,11.49,5.08,-6353.5,1.8835,4.571,85.4579,8.6667,0.1774,1.3659,50.2987,64.2122,117.955,1.4085,1.5155,5.5117,31.2189,11.8576,6.29,0.3894
137,0.0051,691,0.271,18.53,6,-6599.25,1.8888,6.3297,84.5407,9.1638,0.0841,1.9873,50.1709,64.2232,119.7114,1.0148,0.5256,2.6218,30.1203,12.9853,11.73,0.3447
138,0.0139,484,0.838,12.51,6.77,-6413.5,1.8873,5.5001,85.4138,10.9634,0.2764,2.1155,50.3803,64.2949,118.8972,1.4085,1.4308,8.1072,47.578,46.6331,7.95,0.4383
139,0.0094,367,0.574,14.14,6.61,-6569.5,1.8785,6.6792,84.5407,9.1638,0.1443,2.0671,50.1709,64.2232,119.7114,0.8687,0.9691,5.5635,33.7427,18.9352,9.84,0.3066
140,0.0167,415,0.339,22.45,10.29,-6480.5,1.8815,10.8672,86.1197,9.043,0.1307,2.5349,50.36,63.8744,117.6784,1.5012,1.7361,3.2102,26.8791,26.9478,10.13,0.2431
141,0.0157,330,0.137,21.2,6.23,-6364.25,1.888,10.3165,86.1197,9.043,0.0465,1.6856,50.36,63.8744,117.6784,1.5012,1.6353,1.2488,12.4185,29.3084,10.13,0.2431
142,0.0155,497,0.37,10.63,6.04,-6473.25,1.8873,5.8079,84.5407,9.1638,0.1213,1.8819,50.1709,64.2232,119.7114,0.6652,1.5945,3.5731,29.3435,14.2926,8.84,0.5306
143,0.0118,7669,0.261,20.65,9,-3293.5,0.893,10.4239,84.0432,8.7487,0.087,2.9389,50.2849,64.3732,118.7784,0.6652,1.2177,2.3343,16.3701,55.4851,11.94,0.2735
144,0.0119,7673,0.17,21.28,7.14,-1918.25,0.4445,10.6706,85.1197,9.1784,0.0531,2.2569,50.2165,64.229,118.771,1.2374,1.2224,1.5612,21.4995,37.145,12.21,0.4722
145,0.0052,602,0.343,16.32,6.95,-5478.25,1.964,5.1773,85.7375,9.0998,0.1126,2.0142,50.1482,64.0107,119.5608,0.8687,0.5262,3.3201,31.8914,21.5174,8.74,0.4067
146,0.0204,241,0.326,13.87,7.79,-6472.5,1.8952,4.3737,85.4579,8.6667,0.0897,2.3076,50.2987,64.2122,117.955,1.4085,2.1221,3.1011,50.6639,34.5203,7.11,0.3043
147,0.0208,3027,0.757,12.48,3.82,-6235.25,1.993,4.8677,85.8965,9.2405,0.2106,1.3938,50.157,64.0502,119.2274,1.3055,2.1742,7.1548,18.1015,12.3028,8.27,0.1878
148,0.0074,473,1.145,17.21,5.42,-6449.75,1.8915,11.3583,84.8178,8.7947,0.2927,1.8092,50.2004,63.9947,118.7708,1.4348,0.7613,11.343,37.4136,15.3855,11.47,0.3232
149,0.0202,2029,0.243,11.04,11.18,-6169.5,1.7675,5.0914,84.8723,8.755,0.0821,3.415,50.3957,64.0838,117.326,0.6652,2.1065,2.1872,23.8455,17.0593,8.29,0.2435
150,0.0127,495,0.361,21.54,5.51,-5550.5,2.013,10.5846,86.1197,9.043,0.1208,1.4943,50.36,63.8744,117.6784,1.4348,1.3085,3.4545,14.6781,11.7522,10.13,0.2431
151,0.0125,422,0.323,12.01,9.4,-5448.5,1.975,10.1559,85.1594,8.8741,0.1081,2.2766,50.2518,64.1363,120.883,0.8531,1.2833,2.9768,54.05,9.5139,11.18,0.2652
152,0.0127,599,0.74,17.21,5.98,-6352,1.9033,4.8101,85.4138,10.9634,0.248,1.8159,50.3803,64.2949,118.8972,0.8687,1.3212,7.2844,39.8156,31.7482,8.7,0.2955
153,0.0152,1863,0.291,10.48,4.49,-5098.25,2.0083,6.0981,85.794,8.7599,0.0817,1.4581,50.3802,63.9715,117.6882,1.3055,1.5639,2.7169,18.4579,14.9377,9.08,0.1497
154,0.0123,145,0.284,13.62,9.01,-6362.5,1.9012,4.8639,85.4579,8.6667,0.091,2.4717,50.2987,64.2122,117.955,0.8687,1.261,2.7312,64.0186,40.9515,8.1,0.1188
155,0.0111,198,0.738,16.08,3.72,-6290.25,1.8942,7.346,84.818,8.6309,0.2028,1.0653,50.2512,64.2144,117.4996,0.6652,1.1404,7.4474,19.265,60.914,9.08,0.2787
156,0.0111,565,0.533,14.93,6.54,-5389.25,1.9718,6.1246,85.6626,9.1502,0.1441,2.1771,50.2288,64.1871,119.3708,0.8687,1.143,4.9753,22.8149,14.8656,6.99,0.3379
157,0.0055,574,0.322,17.84,3.55,-6538.75,1.8808,6.6825,84.5407,9.1638,0.0963,1.0708,50.1709,64.2232,119.7114,1.2374,0.5658,3.1732,25.4997,7.2331,10.45,0.3497
158,0.0081,582,0.824,15.99,6.63,-6349.5,1.8818,7.5104,84.818,8.6309,0.241,1.7701,50.2512,64.2144,117.4996,1.1126,0.8327,8.2543,19.3947,22.4486,6.11,0.3094
159,0.0177,481,0.273,21.99,9.73,-5599.5,1.9922,10.915,85.2804,9.2436,0.0736,2.9778,50.4371,64.2175,118.3534,1.2397,1.843,2.4663,18.2594,11.1184,11.58,0.5262
160,0.021,1020,0.353,20.83,4.66,-5645.25,2.008,10.0971,84.9798,8.3754,0.1159,1.5036,50.2413,63.8874,118.0962,0.7013,2.1942,3.3993,19.0785,47.9589,5.7,0.3433
161,0.0106,550,0.276,20.44,11.47,-5447.75,1.9783,11.256,85.7375,9.0998,0.0845,3.3819,50.1482,64.0107,119.5608,1.2397,1.0869,2.5585,30.4472,6.3848,8.01,0.423
162,0.022,608,0.37,18.27,5.84,-5501,1.9903,10.0639,84.9798,8.3754,0.109,1.6645,50.2413,63.8874,118.0962,0.7013,2.3008,3.5528,18.5792,53.2734,5.72,0.435
163,0.0117,5921,0.793,12.96,7.08,-4228,1.326,4.8046,84.8723,8.755,0.2342,2.1704,50.3957,64.0838,117.326,1.0148,1.2075,7.3013,18.6838,11.1627,439.05,1.2098
164,0.0146,1238,0.331,15.19,6.33,-5645.5,2.009,10.0686,86.1197,9.043,0.1005,1.7559,50.36,63.8744,117.6784,0.7013,1.5056,3.1142,16.1988,8.253,10.13,0.2431
165,0.0064,1322,1.005,10.44,5.33,-5596.5,2.0055,7.0678,85.794,8.7599,0.3681,1.7375,50.3802,63.9715,117.6882,0.7013,0.6586,10.1642,15.668,35.5113,6.58,0.3535
166,0.0209,894,0.185,14.07,6.07,-5750,2.0215,10.3256,84.9798,8.3754,0.0609,2.0137,50.2413,63.8874,118.0962,1.2482,2.1797,1.7627,28.2725,38.1575,6.01,0.3576
167,0.0151,820,0.26,12.11,8.9,-5384.25,1.9977,10.3893,84.87,9.4832,0.0891,2.4386,50.381,64.23,118.205,1.2397,1.5684,2.4171,20.8582,4.9742,9.84,0.2547
168,0.0186,197,0.369,23.08,8.14,-5581,2.0133,11.0069,84.9798,8.3754,0.1324,2.1434,50.2413,63.8874,118.0962,1.2482,1.9393,3.5755,29.5714,41.3195,5.65,0.264
169,0.0204,2584,0.334,14.64,6.64,-6063,1.9905,10.2472,84.87,9.4832,0.117,1.9124,50.381,64.23,118.205,0.8555,2.1285,3.1129,16.4244,12.5394,7.69,0.1731
170,0.0145,789,0.351,26.99,9.87,-5508.75,1.9865,10.8105,85.8965,9.2405,0.1348,2.5839,50.157,64.0502,119.2274,0.8555,1.4992,3.3568,35.1527,33.5842,9.53,0.3139
171,0.0061,1312,0.673,13.41,4.89,-5707.5,1.9772,1.7179,85.7375,9.0998,0.2251,1.4228,50.1482,64.0107,119.5608,0.8555,0.6266,6.4064,21.0361,38.1567,12.55,0.307
172,0.0159,7708,0.37,20.96,12.26,-5073.25,1.3408,10.8918,84.0432,8.7487,0.1028,3.1379,50.2849,64.3732,118.7784,1.2397,1.6433,3.3912,28.3823,8.7642,10.13,0.2431
173,0.0657,441,0.376,12.7,4.41,-6377.5,1.8877,4.6118,85.4579,8.6667,0.1218,1.7253,50.2987,64.2122,117.955,0.8555,7.2347,3.6302,25.2844,34.6218,9.98,0.3901
174,0.0064,334,0.37,17.54,7.52,-5535.25,1.998,10.9954,85.8965,9.2405,0.1077,1.8321,50.157,64.0502,119.2274,1.0931,0.6562,3.6022,26.2606,43.5935,7.98,0.4176
175,0.013,617,0.232,16.37,8.38,-6425,1.891,5.2925,85.4579,8.6667,0.0758,2.2865,50.2987,64.2122,117.955,1.0931,1.3395,2.2617,63.8935,29.5892,9.69,0.1778
176,0.0049,319,0.518,12.24,5.05,-6274.75,1.8947,5.9688,84.818,8.6309,0.1452,1.3416,50.2512,64.2144,117.4996,0.8555,0.5047,4.8519,9.5035,7.4281,8.97,0.2503
177,0.0066,240,0.367,12.48,6.62,-5529.25,1.9773,6.4882,83.8465,8.8945,0.1095,1.9131,50.2262,64.3323,118.5286,1.2397,0.6741,3.3542,16.781,10.6539,8.97,0.2503
178,0.0056,311,0.615,16.97,5.11,-5442.25,2.0183,6.5417,84.818,8.6309,0.1718,1.8194,50.2512,64.2144,117.4996,1.0931,0.5712,5.9593,14.6594,11.9843,6.11,0.3094
179,0.0061,387,0.375,11.87,8.93,-6149.25,1.901,5.5436,85.1572,9.8481,0.1102,2.469,50.8428,64.5164,117.667,0.8555,0.6189,3.3606,15.9382,17.3649,8.8,0.2212
180,0.0065,656,0.36,20.86,7.29,-5664,1.9855,10.7788,85.7375,9.0998,0.1011,2.2651,50.1482,64.0107,119.5608,0.7013,0.663,3.2936,21.6049,14.6159,10.12,0.2024
181,0.0065,476,0.421,6,4.6,-5527,2.0035,2.1474,84.818,8.6309,0.15,1.7175,50.2512,64.2144,117.4996,1.2397,0.6665,3.9327,21.3546,8.2696,142.5,1.1022
182,0.0176,410,1.211,24.1,5.93,-5376.25,1.9697,11.3803,85.7375,9.0998,0.39,1.6624,50.1482,64.0107,119.5608,0.8555,1.8153,11.9997,41.3963,57.7332,7.3701,0.366
183,0.0203,5978,0.316,16.44,9.17,-2595,0.888,4.6868,85.6591,8.8249,0.0876,2.5497,50.3878,64.1536,118.3554,0.6652,2.1091,2.8968,26.042,21.1989,10.2401,0.2349
184,0.0055,342,0.448,12.63,3.66,-6355.25,1.8885,5.9548,85.1572,9.8481,0.1226,1.1583,50.8428,64.5164,117.667,1.0931,0.5578,4.3169,13.0184,9.8094,8.97,0.2503
185,0.0127,2484,0.396,9.44,7.13,-4592,1.9918,4.772,85.0716,8.6942,0.1259,1.9653,50.5287,64.3976,118.0626,0.9444,1.307,3.7847,23.3722,13.3516,11.18,0.2455
186,0.0086,5923,1.098,14.16,5.98,-1480.75,0.4385,7.0527,85.0922,9.2007,0.3819,1.5679,50.1899,64.2199,118.2566,1.2482,0.8833,11.3496,23.4868,43.263,9.38,0.4371
187,0.0086,722,0.341,14.03,11.4,-5753.5,1.991,11.3662,85.0856,8.6324,0.1125,3.2049,50.0906,64.1658,117.802,0.7013,0.8832,3.1651,25.1591,9.3356,6.98,0.2972
188,0.0077,275,0.933,22.81,8,-5345,2.0057,7.3807,85.6626,9.1502,0.2546,2.454,50.2288,64.1871,119.3708,1.2397,0.7944,9.3657,24.656,22.4882,12.41,0.389
189,0.0058,1661,0.322,17.36,7.79,-7150.25,1.8827,4.4664,85.2575,9.094,0.1192,2.2036,50.249,64.235,119.6672,1.2397,0.5923,3.0692,43.7898,9.6725,10.25,0.1837
190,0.017,608,0.883,20.84,10.02,-5500,1.999,11.1382,85.597,8.5155,0.29,2.9552,50.0426,64.004,117.9506,0.8967,1.7585,9.1575,26.2331,14.9588,8.14,0.2694
191,0.0139,3453,0.53,17.7,6.23,-4781.5,2.0265,11.0742,84.533,8.872,0.1672,1.9205,50.3074,64.1215,118.0124,0.8967,1.4282,5.3728,17.1323,12.1978,7.23,0.4387
192,0.0143,439,0.28,15.35,7.44,-5336.5,1.9995,10.279,84.2845,9.2362,0.0838,2.3376,50.3524,64.1557,118.3954,0.8967,1.4775,2.6368,18.691,22.9605,9,0.4321
193,0.0161,2426,0.57,20.38,7.46,-6112.25,1.9995,11.139,86.4478,8.8287,0.2095,2.0392,50.254,63.9006,117.974,1.2764,1.6608,5.909,33.4316,18.7144,9.62,0.5405
194,0.0143,236,0.298,14.91,7.34,-5646.5,1.992,9.8817,85.0856,8.6324,0.0945,1.8783,50.0906,64.1658,117.802,0.8967,1.478,2.7826,15.0636,13.1411,6.6,0.2942
195,0.0197,7599,0.865,8.54,4.46,-3345.75,0.885,4.6309,85.0716,8.6942,0.2491,1.3676,50.5287,64.3976,118.0626,1.2596,2.0482,8.3368,30.1204,12.0761,8.29,0.2435
196,0.0176,5704,0.162,11.54,10.09,-2668.5,0.8855,5.8501,85.6591,8.8249,0.0433,3.0528,50.3878,64.1536,118.3554,0.564,1.8287,1.4774,25.4353,29.8674,9.03,0.3492
197,0.0122,374,0.348,19.24,8.62,-6377,1.8818,10.6219,86.1197,9.043,0.1018,2.3868,50.36,63.8744,117.6784,0.564,1.2526,3.303,27.2806,19.0322,10.13,0.2431
198,0.0079,426,0.489,10.39,8.25,-5440.25,1.9755,6.3186,83.8465,8.8945,0.1429,2.1831,50.2262,64.3323,118.5286,0.564,0.8142,4.5405,27.547,10.0958,8.97,0.2503
199,0.0157,616,0.156,15.31,11.12,-5485,1.9552,10.9136,85.7375,9.0998,0.0524,2.9697,50.1482,64.0107,119.5608,0.564,1.6361,1.4452,25.0743,8.9501,9.91,0.2269
200,0.0161,912,0.87,29.05,8.72,-5394,1.993,11.1679,85.597,8.5155,0.2783,2.376,50.0426,64.004,117.9506,1.2968,1.6657,8.9221,33.5171,19.3073,7.87,0.3639
201,0.005,794,0.231,9.17,10.09,-5490,1.9723,6.3936,83.8465,8.8945,0.0782,3.0728,50.2262,64.3323,118.5286,1.4083,0.507,2.0988,16.9629,21.0192,8.11,0.333
202,0.0226,1736,0.911,26.4,2.98,-6886.25,1.8895,10.2018,86.3416,9.219,0.237,0.9023,50.5347,64.0969,117.4196,0.5479,2.3584,8.9618,9.1783,27.8933,9.09,0.2502
203,0.0142,466,0.381,12.36,5.21,-5487,2.0057,9.6949,84.3232,8.5218,0.1282,1.4326,50.3583,64.2803,118.102,1.1345,1.457,3.7523,20.3477,26.6496,10.18,0.2467
204,0.0077,220,0.348,14.46,2.98,-6368.75,1.8878,8.8256,86.4863,8.828,0.0938,1.1286,50.2667,63.9349,118.039,0.8069,0.7954,3.3282,27.141,19.822,7.97,0.2182
205,0.0082,754,0.289,16.08,2.73,-5619.5,2.0068,9.8561,84.1154,9.2281,0.079,0.9797,50.273,64.081,118.1176,0.8069,0.8462,2.7902,20.6826,15.9177,10.46,0.1936
206,0.0236,325,0.267,19.7,5.67,-6329.25,1.8982,10.9457,85.5455,9.2655,0.0849,2.093,50.3358,63.8677,117.4194,0.8069,2.4641,2.6477,18.2383,16.6184,5.83,0.2146
207,0.0161,1161,0.437,13.05,10.79,-5466.5,2.02,8.7644,86.4478,8.8287,0.1588,3.3115,50.254,63.9006,117.974,1.0632,1.6721,4.2671,56.4914,21.3861,6.87,0.3027
208,0.0204,674,0.242,19.01,6.04,-5561.75,2.0177,10.1545,86.3857,8.8513,0.0777,1.8388,50.1431,63.7749,118.0906,1.1995,2.1312,2.279,21.7426,16.2763,7.07,0.2218
209,0.0152,1244,0.875,21.35,8.52,-5440.75,2.0075,9.2858,84.3232,8.5218,0.3401,2.6693,50.3583,64.2803,118.102,1.0632,1.5615,8.7051,57.2146,61.2975,7.87,0.4433
210,0.0232,799,0.343,13.38,7.22,-5426.75,1.9875,9.669,84.3232,8.5218,0.093,2.1868,50.3583,64.2803,118.102,1.3283,2.421,3.3994,65.9103,9.9698,9.75,0.4074
211,0.0181,486,0.302,12.93,3.09,-5635.5,2.0032,8.9216,84.8399,8.5266,0.0869,1.2301,50.2925,64.0317,117.918,1.1995,1.8841,2.91,32.1237,30.5748,272.41,0.2813
212,0.0159,163,0.275,11.3,4.01,-5794.25,1.9885,9.5181,85.564,9.7484,0.0951,1.2407,50.0781,63.7678,118.244,1.0632,1.6433,2.6825,40.4352,7.3933,7.72,0.2666
213,0.0177,920,0.227,14.44,2.69,-5972.75,1.9815,9.4364,85.597,8.5155,0.0625,1.0467,50.0426,64.004,117.9506,0.9957,1.8298,2.1217,12.6423,28.6787,9.33,0.1733
214,0.0152,370,0.193,17.86,5.5,-5550.75,1.9537,9.9974,86.4478,8.8287,0.0589,1.7616,50.254,63.9006,117.974,0.9957,1.5714,1.8761,35.9991,20.2848,7.48,0.3119
215,0.0162,203,0.352,18.1,6.24,-5503.5,1.9972,9.0585,85.0856,8.6324,0.0962,1.8992,50.0906,64.1658,117.802,0.9957,1.6698,3.2707,15.3166,20.5337,7.22,0.2863
216,0.0167,243,0.521,15.71,7.28,-6345.75,1.8895,9.8175,86.3239,9.5642,0.1451,2.106,50.3645,63.9038,117.5064,0.9957,1.7329,5.0896,40.067,14.1878,8.55,0.263
217,0.0064,450,0.4,18.89,4.13,-6434.75,1.9065,9.6041,85.0841,8.6406,0.1296,1.301,50.0757,63.7959,118.563,0.9957,0.6601,3.757,24.087,6.6983,11.36,0.5263
218,0.0173,438,0.422,17.67,6.3,-6511.5,1.8875,9.3491,85.482,9.3998,0.1501,1.7481,50.4069,64.2033,118.3028,1.0632,1.7835,4.1498,36.0821,15.8452,8.45,0.2756
219,0.0042,419,0.323,11.93,9.37,-6403.75,1.8988,9.466,86.3857,8.8513,0.0996,2.7327,50.1431,63.7749,118.0906,1.2963,0.4302,3.1022,37.799,11.7249,8.65,0.1435
220,0.0145,547,0.306,14.19,3.28,-5407.75,2.0082,8.9317,84.8399,8.5266,0.0911,1.0026,50.2925,64.0317,117.918,1.2963,1.4949,2.9572,17.0074,17.0609,10.46,0.1936
221,0.0162,411,0.35,17.96,5.92,-5617.5,1.995,9.5205,86.3857,8.8513,0.0924,1.7305,50.1431,63.7749,118.0906,1.2963,1.6741,3.3377,26.5249,11.5596,6.8,0.2055
222,0.0198,2017,0.999,14.54,5.18,-6057.25,1.9655,9.5862,84.3232,8.5218,0.3755,1.615,50.3583,64.2803,118.102,0.9957,2.0553,10.0687,33.2962,35.3189,9.28,0.2225
223,0.0151,420,0.362,13.75,5.53,-6448,1.8935,9.2875,85.482,9.3998,0.1235,2.1234,50.4069,64.2033,118.3028,1.1,1.5638,3.6202,39.6205,35.2958,9.74,0.544
224,0.0048,219,0.371,19.56,5.71,-6508.5,1.8973,10.0161,85.0841,8.6406,0.119,1.5467,50.0757,63.7959,118.563,1.1,0.4864,3.4666,29.3559,6.6869,11.13,0.26
225,0.0168,2256,0.32,20.1,5.62,-5771.25,1.986,9.5821,84.1154,9.2281,0.0953,1.506,50.273,64.081,118.1176,1.1,1.7296,3.0503,31.7075,10.4302,11.37,0.3764
226,0.0049,311,0.275,16.19,5.31,-6401.75,1.896,9.5968,85.0841,8.6406,0.0947,1.4828,50.0757,63.7959,118.563,1.1,0.499,2.5872,28.9363,18.7597,9.1,0.2041
227,0.0046,738,0.815,20.72,9.13,-5076.25,1.984,5.3155,85.9034,9.2171,0.2255,2.9824,50.4176,64.0491,117.3928,1.1,0.4656,7.9619,30.6825,19.5795,6.14,0.3933
228,0.0163,578,0.305,21.94,4.75,-5518,2.0115,9.1161,86.106,8.7879,0.0781,1.4427,49.9276,63.9266,117.7078,0.7521,1.6916,2.8805,11.3953,40.5024,9.11,0.3237
229,0.0166,484,0.899,10.09,7.6,-6308.5,1.893,9.4958,86.4478,8.8287,0.3523,2.1546,50.254,63.9006,117.974,0.7521,1.7144,9.0955,55.4168,27.7069,7.79,0.4943
230,0.0163,1994,0.256,20.3,6.98,-6153.5,2.0038,9.6832,85.597,8.5155,0.0886,1.8921,50.0426,64.004,117.9506,1.1,1.6824,2.4676,18.5387,30.4911,9.77,0.2093
231,0.0044,958,0.611,13.27,7.26,-5511.75,1.9835,4.5966,86.3416,9.219,0.2056,2.2152,50.5347,64.0969,117.4196,1.1,0.451,5.9576,36.9142,7.5369,6.89,0.5791
232,0.0195,592,0.288,20.55,11.03,-6417.25,1.894,9.3517,84.7297,8.5177,0.0856,3.3689,50.4695,64.1615,118.2112,0.7521,2.0226,2.7788,31.3075,21.5559,7.77,0.1599
233,0.0184,455,0.306,24.46,9.71,-6483.25,1.8878,9.2051,84.7297,8.5177,0.0811,2.7426,50.4695,64.1615,118.2112,0.7521,1.9028,2.8412,35.3691,23.5374,6.68,0.1023
234,0.0053,497,0.447,23.89,4.2,-6480.25,1.8758,9.7091,85.9034,9.2171,0.1297,1.3268,50.4176,64.0491,117.3928,1.3342,0.5357,4.3388,21.9751,26.6228,8.07,0.1564
235,0.0065,1197,0.776,18.75,10.39,-5426.25,2.004,6.1837,85.9034,9.2171,0.2095,3.0308,50.4176,64.0491,117.3928,1.3342,0.6629,7.5323,41.1767,9.7649,5.03,0.2034
236,0.0194,320,0.519,20.94,14.45,-5505.5,1.9985,9.4088,84.9715,8.6013,0.129,3.9506,50.3243,64.0262,118.2548,1.2963,2.0087,4.784,35.3139,9.1251,6.27,0.2085
237,0.0206,814,0.764,21.25,4.86,-5584.5,1.9885,8.9992,84.9715,8.6013,0.2324,1.3015,50.3243,64.0262,118.2548,1.3983,2.1505,7.3667,19.2672,51.7772,9.32,0.2223
238,0.0254,507,0.408,22.33,11.34,-6375,1.893,8.8834,84.9715,8.6013,0.1096,3.3168,50.3243,64.0262,118.2548,1.0632,2.6585,3.7515,35.4246,12.3034,5.84,0.3228
239,0.0179,1084,0.292,19.07,5.73,-5465,2.033,9.2844,85.9034,9.2171,0.093,1.7288,50.4176,64.0491,117.3928,1.3366,1.8486,2.8122,31.8046,11.6596,6.34,0.3004
240,0.0036,3042,0.305,15.94,6.39,-4970.75,1.9963,9.8181,84.1154,9.2281,0.0953,1.9109,50.273,64.081,118.1176,2.0668,0.3697,2.9525,29.2593,18.8937,8.65,0.1435
241,0.0192,1022,0.624,23.37,8.88,-5181.5,2.0023,10.221,84.9715,8.6013,0.1617,3.2601,50.3243,64.0262,118.2548,1.1,1.9899,5.7962,37.2077,16.1603,7.65,0.2636
242,0.018,310,0.322,16.78,4.15,-6351.5,1.8893,9.3991,84.9715,8.6013,0.1003,1.2584,50.3243,64.0262,118.2548,1.3983,1.867,3.0852,15.6023,15.3663,8.07,0.2545
243,0.0183,1395,0.403,19.51,6.43,-5230.25,1.988,9.3697,86.4478,8.8287,0.1146,1.7986,50.254,63.9006,117.974,0.7521,1.9104,3.7665,34.2659,14.0681,10.53,0.1619
244,0.0228,504,0.35,25.46,4.44,-6393.25,1.8902,9.5984,85.4451,8.5788,0.1073,1.3675,50.2484,63.9261,118.3794,0.7521,2.3927,3.3014,15.1522,19.1863,8.16,0.1799
245,0.0153,922,0.427,22.45,7.94,-5367.75,1.9832,10.129,85.5361,8.536,0.1091,1.936,50.3421,63.9167,118.4394,1.3342,1.5816,4.0566,36.963,26.6885,10.24,0.1243
246,0.0227,750,0.59,17.46,7.06,-6356,1.8805,5.7179,85.3625,8.5952,0.1582,1.8986,50.3491,64.0145,118.227,1.2059,2.3757,5.6474,28.0062,15.764,8.42,0.4071
247,0.0142,507,0.268,14.8,4.69,-5175.5,1.9988,9.1907,86.4465,8.6527,0.0691,1.4403,50.215,63.9211,118.102,1.3366,1.4633,2.4405,12.3388,10.5212,9.15,0.3949
248,0.0215,1280,0.129,17.62,4.44,-4992,1.999,9.0712,87.4809,8.6829,0.0421,1.266,59.7711,79.2786,133.3898,1.3366,2.2488,1.1757,18.7329,14.4431,177.93,0.6125
249,0.0196,1827,0.888,13.59,12.08,-6834.5,1.8952,4.6512,83.8879,9.1757,0.3098,3.3922,50.4244,64.3159,118.2554,1.2059,2.0394,8.7604,59.8602,21.7304,282.47,0.6511
250,0.0235,384,0.252,20.28,11.54,-6353.75,1.9037,10.0646,85.9034,9.2171,0.0765,3.1612,50.4176,64.0491,117.3928,1.2353,2.4515,2.4153,36.853,12.0823,7.54,0.2747
251,0.0153,410,0.232,18.04,6.31,-6425.5,1.892,10.471,87.4809,8.6829,0.0685,1.7039,59.7711,79.2786,133.3898,1.3366,1.5751,2.1448,20.2712,9.7511,7.62,0.2654
252,0.0235,230,0.296,14.76,4.62,-6565.5,1.8785,9.8302,85.0841,8.6406,0.0984,1.6328,50.0757,63.7959,118.563,1.2353,2.4481,2.8349,20.3752,15.3363,8.77,0.2088
253,0.0162,505,0.225,16,5.41,-5291.5,2.0232,9.0699,85.1817,8.6211,0.0665,1.5936,50.2667,63.9846,118.4106,1.2353,1.6729,2.064,22.7111,16.8278,280.79,0.8314
254,0.0148,432,0.728,21.39,7.75,-5521.25,2.0152,9.7953,85.5455,9.2655,0.2043,2.3909,50.3358,63.8677,117.4194,1.3342,1.5329,7.2153,42.5281,15.0582,8.71,0.1703
255,0.021,373,0.975,28.95,10.73,-6346,1.8978,5.4954,86.4863,8.828,0.2757,3.1707,50.2667,63.9349,118.039,1.3366,2.19,9.6639,48.3416,36.8804,7.49,0.2494
256,0.0186,1266,0.497,19.08,6.12,-5213.75,2.035,9.3999,85.597,8.5155,0.1352,1.7786,50.0426,64.004,117.9506,1.2353,1.9286,4.7369,33.3851,13.548,9.23,0.1145
257,0.0179,313,0.262,12.03,5.89,-6454.5,1.8835,8.5952,85.482,9.3998,0.0665,1.7255,50.4069,64.2033,118.3028,0.848,1.8677,2.5278,23.9243,16.2813,9.98,0.4337
258,0.0131,808,0.762,16.5,11.12,-5532.5,1.9755,5.0614,85.5361,8.536,0.244,3.3343,50.3421,63.9167,118.4394,1.2059,1.3414,7.453,43.7385,13.5632,10.19,0.5441
259,0.0076,2178,0.352,15.78,6.2,-5064,1.996,9.6137,85.6608,9.5713,0.1024,2.0268,50.3999,64.1016,118.0156,0.848,0.7827,3.4158,27.9864,11.7581,10.03,0.1762
260,0.0073,375,0.496,22.9,6.74,-6273.5,1.8878,9.4685,85.6608,9.5713,0.1535,2.1723,50.3999,64.1016,118.0156,1.2059,0.7485,4.7156,15.3667,12.6001,8.92,0.3104
261,0.0188,598,0.24,14.74,5.31,-6267.75,1.883,9.3726,84.3575,8.531,0.0708,1.5608,50.4338,64.2467,117.9108,1.2353,1.944,2.2081,12.8517,10.8627,5.93,0.17
262,0.0146,373,0.286,25.56,3.75,-6426.5,1.8797,9.3192,84.87,9.4832,0.0942,1.2045,50.381,64.23,118.205,1.6095,1.507,2.7196,22.7306,23.7724,11.1,0.3658
263,0.0185,273,0.285,19.38,3.63,-5284.75,1.9868,9.212,92.072,8.9416,0.0814,1.1178,59.3488,78.254,132.5378,1.2353,1.9099,2.7503,22.5448,31.2571,8.94,0.2924
264,0.015,96,0.237,14.66,4.19,-6267.75,1.9053,10.1893,85.2666,9.2433,0.0796,1.3427,50.4042,64.0385,117.422,1.2059,1.5398,2.2934,24.1462,23.7884,7.82,0.2678
265,0.0209,513,0.302,15.56,9.31,-6452.5,1.8895,5.3515,84.87,9.4832,0.1064,2.9501,50.381,64.23,118.205,0.848,2.1837,2.8913,38.7142,18.0649,8.62,0.2862
266,0.0065,531,0.637,15.22,6.76,-5423,1.998,5.9678,84.3232,8.5218,0.192,1.9613,50.3583,64.2803,118.102,0.848,0.666,6.1687,19.1305,18.4236,6.99,0.3557
