,Time,Pass/Fail,F1,F2,F3,F4,F6,F7,F8,F9,F10,F11,F12,F14,F15,F16,F17,F18,F19,F20,F22,F23,F24,F25,F28,F29,F30,F31,F36,F37,F38,F40,F41,F43,F44,F45,F46,F47,F48,F50,F51,F53,F54,F55,F56,F58,F59,F60,F61,F62,F63,F64,F65,F66,F68,F70,F71,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F86,F87,F88,F89,F90,F91,F96,F98,F99,F102,F107,F108,F109,F110,F111,F113,F115,F116,F117,F118,F119,F120,F121,F122,F125,F126,F127,F128,F129,F130,F132,F133,F134,F136,F137,F138,F139,F144,F145,F146,F150,F151,F152,F155,F156,F160,F161,F162,F166,F167,F168,F170,F171,F173,F175,F176,F181,F182,F183,F184,F187,F188,F195,F206,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F222,F223,F224,F227,F228,F244,F246,F248,F249,F252,F254,F255,F268,F270,F272,F274,F277,F280,F281,F285,F286,F287,F290,F295,F296,F297,F303,F304,F305,F306,F308,F311,F316,F317,F318,F320,F321,F324,F342,F344,F346,F347,F348,F349,F350,F351,F352,F353,F354,F355,F356,F361,F382,F383,F385,F389,F390,F405,F406,F416,F418,F419,F423,F432,F433,F460,F468,F472,F473,F478,F480,F482,F483,F484,F485,F486,F487,F488,F489,F491,F496,F499,F500,F510,F511,F521,F526,F545,F546,F547,F548,F558,F559,F562,F563,F564,F570,F571,F573,F574,F575,F577,F579,F581,F586,F587,F589
244,2008-08-18 4:01,1,2470.81,2280.8222,1125.7334,0.6815,101.9111,0.1221,1.4454,-0.0152,-0.0087,0.9539,203.213,9.1952,423.2751,9.6259,0.9545,193.5871,12.4322,1.4159,3051.0,-5544.0,1529.0,0.9825,67.9,2.9889,0.2079,4.6342,49.7516,66.2147,86.8039,76.55,3.473,351.4318,10.1228,131.6564,722.4329,1.3006,141.7745,624.8627,131.3034,4.567,4.804,2833.0,0.9354,4.671,17.1745,350.3473,10.6015,108.8309,17.8636,22.8255,31.0321,691.4008,147.8209,606.9991,69.719,468.1037,0.0,0.0011,-0.0344,0.0196,-0.0685,0.0199,-0.1025,-0.0153,-0.0284,6.8001,0.1403,2.4107,0.9821,1834.4234,0.1779,8901.2899,0.0711,0.0554,-0.1148,-0.0419,-0.1154,-0.1577,-0.0498,,,,0.9521,755.8564,0.9904,59.6177,0.5954,0.9775,6.3857,15.79,2.778,1.002,2.798,0.4767,3.317,0.0,0.8187,2.4,1012.0556,36.907,196.4,184.1,49.3,329.133,0.1086,0.0474,0.052,5.26,9.244,0.2996,0.52,0.0417,558.0,6702.0,32.0,3.1,0.6,0.063,0.8274,0.1079,0.6305,0.6734,0.2447,0.386,8.16,31.687,0.1375,18.11,102.905,0.313,0.0,0.0,0.1368,0.0569,0.0814,0.0478,0.1064,0.0874,0.102,0.0669,2.9458,0.0065,176.028,0.0455,0.0243,0.0158,,,0.0076,0.0,4.7025,0.0033,0.6169,12.62,30.9273,60.2447,90.314,1.5597,0.0143,0.0146,1.5935,2.7787,0.0954,0.1563,254.9157,2895.3525,16.8721,0.0224,0.0255,0.3166,0.0436,0.236,0.0989,5.081,0.1148,2.1695,0.0437,1.7789,33.3704,0.0,27.4138,5.4407,0.0,0.0394,0.0262,0.0348,0.0212,0.0274,0.0442,0.0549,0.0313,0.91,53.2993,,,0.0176,0.0003,1.2716,0.0295,4.3076,2.2107,312.3558,600.722,57.2039,120.8874,2.0929,78.3719,25.8522,142.5244,19.452,0.0,136.5481,0.0,165.2869,415.3061,69.8065,534.1701,85.2475,667.7578,235.9788,1.7816,25.6015,0.0,773.0887,46.7043,675.5556,0.0,0.3382,7.116,1.5489,406.512,74.288,0.9603,0.588,265.916,0.6519,4.38,533.1445,1.722,0.1799,2.8813,0.0634,10.4454,,,0.0154,0.0271,176.0329
273,2008-08-18 17:13,1,2575.68,2243.7778,1502.9221,1.816,102.0978,0.1195,1.4362,0.0062,0.0073,0.9629,199.9113,6.4443,412.7534,9.6205,0.962,190.2908,12.46,1.3837,2959.75,-3476.25,1445.75,0.9902,68.1556,2.0778,0.1578,4.6367,49.5819,66.5991,86.8908,65.84,4.021,362.8009,9.8855,138.4545,741.5104,1.0925,138.3609,639.6164,45.6938,4.566,4.808,2909.0,0.9271,4.6195,16.0155,360.6964,10.5182,114.47,13.3955,23.9845,30.1316,711.3787,151.0545,626.2209,103.6775,465.7299,0.0,0.0046,-0.0408,0.0156,-0.0445,0.0202,-0.0845,-0.0199,0.0417,6.7064,0.1277,2.3466,0.9719,1802.8347,0.1916,8606.88,-0.1632,-0.2973,0.2136,-0.0419,0.0402,-0.2896,0.1915,,,,0.9346,725.4545,0.9665,55.3123,0.6066,0.9615,6.4037,15.85,4.557,1.267,2.531,0.7377,3.126,-0.9934,0.6764,2.3052,1004.96,38.6254,199.5,199.0,74.2,351.526,0.1069,0.0472,0.0384,2.972,16.1,1.0919,0.47,0.1218,617.0,1938.0,322.0,2.7,0.7,0.056,0.4764,0.0593,0.5445,0.8549,0.2728,0.937,11.36,19.017,0.2306,10.72,21.404,0.101,0.0,0.0,0.0863,0.0307,0.0392,0.1,0.0636,0.0751,0.0841,0.0773,1.7996,0.0023,53.2061,0.0355,0.0421,0.0205,,,0.0627,0.197,5.2912,0.0267,0.4249,17.44,52.1512,64.2409,122.159,1.6857,0.0139,0.0105,0.8672,4.5888,0.2926,0.1544,270.2522,826.6415,144.7374,0.0157,0.048,0.2038,0.0224,0.2081,0.1139,6.3346,0.282,3.2571,0.0827,2.9203,7.3599,0.0,41.9574,5.3668,0.0,0.0263,0.0143,0.0162,0.0467,0.0235,0.0372,0.0452,0.0357,0.659,16.8205,,,0.0077,0.0012,1.4075,0.0244,5.1735,2.6786,762.8283,526.0274,46.1185,55.7497,22.2722,46.8422,43.1458,131.8353,28.8102,0.0,137.0385,0.0,75.199,251.6854,224.7191,315.5349,88.902,423.1447,185.4829,1.5664,18.5336,0.0,743.7642,54.0707,693.3333,1000.0,2.7773,7.116,1.1761,404.594,80.396,0.9772,0.0926,,,,531.3791,2.408,0.3561,2.5928,0.1029,14.7868,,,0.0274,0.0142,51.9067
277,2008-08-18 19:54,1,2408.46,2178.7333,1039.3641,0.7367,101.4922,0.1219,1.45,-0.0089,0.0004,0.9727,199.216,8.131,417.8892,9.6715,0.9709,189.5445,12.4527,1.3972,2731.75,-3771.25,405.0,1.3213,66.6889,2.7667,0.2131,3.4076,49.7334,66.1702,86.955,77.92,2.514,360.7118,9.9306,151.83,757.5096,0.9469,134.2118,646.7536,59.5951,4.566,4.808,2909.0,0.9271,4.6195,9.8782,361.49,10.1675,121.7082,15.99,30.1218,37.9277,719.5819,147.5655,630.7636,78.8726,467.1438,0.0,0.0307,-0.0555,-0.0099,-0.0385,0.021,-0.0801,-0.0222,0.0507,6.7639,0.1297,2.4045,0.9641,1847.4067,0.1867,9038.9,-0.0139,-0.0105,-0.3511,-0.0614,-0.0008,-0.0723,0.0015,,,,0.9445,778.2324,0.9911,58.6532,0.6006,0.9623,6.4203,15.85,4.557,1.267,2.531,0.7377,3.126,-0.9934,0.6764,2.3052,1004.96,38.6254,225.5,174.8,47.0999,224.705,0.103,0.0745,0.0425,3.685,8.643,0.962,0.35,0.0487,527.0,1732.0,193.0,2.1,0.9,0.134,0.631,0.0928,0.5188,0.8079,0.2739,0.59,13.72,18.921,0.1357,11.88,21.195,0.101,0.0,0.0,0.0853,0.0474,0.0297,0.0954,0.0764,0.0766,0.0798,0.0958,5.4749,0.0116,122.635,0.0196,0.0271,0.0112,,,0.0159,0.0,3.507,0.0226,0.4775,17.44,25.239,57.8948,88.202,1.9727,0.0191,0.0121,1.2448,3.2054,0.2565,0.1009,267.6781,834.3015,86.8293,0.0411,0.2179,0.231,0.0354,0.1906,0.1079,5.2386,0.197,3.9743,0.0454,2.27,5.8108,0.0,12.943,4.0483,0.0,0.0242,0.0211,0.013,0.0448,0.0229,0.0417,0.0417,0.0521,1.6721,38.1266,,,0.0057,0.0002,0.9412,0.0244,5.1735,3.0361,834.1498,0.0,45.3204,45.9264,47.6543,35.565,99.5122,140.4007,32.6342,0.0,52.6963,278.3034,85.4054,299.2443,247.9532,364.3517,95.6603,359.8647,189.1412,2.6214,10.5209,0.0,310.0346,60.8414,278.7879,0.0,2.3511,7.116,1.0714,406.846,77.804,0.9603,0.588,247.548,0.6321,5.52,531.8655,2.3718,0.4351,3.3984,0.1322,18.3443,0.0184,104.4612,0.0177,0.0184,104.4612
282,2008-08-19 3:59,1,2522.9,2177.3222,1089.3655,1.3101,101.1478,0.1216,1.4833,0.0138,0.0012,0.9479,201.6866,6.8,408.6435,9.8653,0.967,191.8214,12.46,1.422,2600.25,-3711.5,394.75,1.313,67.1444,2.4667,0.187,3.494,49.5756,66.5922,86.9721,67.17,3.967,351.2491,10.1372,126.1482,714.0061,1.4232,144.77,622.1673,219.5427,4.594,4.83,2828.0,0.9354,4.6871,24.14,349.5,10.4984,110.2882,12.3364,15.86,22.8392,691.1669,150.0427,609.8309,87.1094,465.4029,0.0,-0.0007,-0.0398,0.0097,-0.0699,0.0121,-0.077,-0.0254,0.0568,7.8928,0.1248,2.4092,0.9684,1810.6216,0.1613,8597.71,-0.0551,-0.1546,0.4152,0.0326,0.0515,0.0985,-0.0905,,,,0.9199,749.1421,0.9918,58.6369,0.6107,0.979,6.317,15.8,4.631,1.149,2.647,0.7585,3.182,0.4258,0.6909,2.298,1003.6322,39.0817,75.3,134.6,46.3999,264.955,0.0997,0.0449,0.0394,2.018,19.731,1.1118,0.47,0.0446,826.0,6182.0,667.0,3.0,2.0,0.119,0.5922,0.1025,0.4757,0.8575,0.2734,0.262,6.91,29.41,0.1228,16.43,43.897,0.303,0.0,0.0,0.0604,0.0366,0.0275,0.1064,0.055,0.0799,0.1243,0.1615,2.8315,0.0693,104.3135,0.0421,0.0288,0.0226,,,0.0904,0.1159,3.7027,0.0049,0.5514,12.316,23.7868,46.4736,98.8182,1.6927,0.0134,0.0113,0.5995,5.7826,0.3318,0.1544,340.1513,2910.4347,336.4584,0.0421,0.2212,0.2589,0.0368,0.1726,0.1076,5.2159,0.0757,2.0022,0.0348,1.8127,12.3084,0.0,29.0145,3.5919,0.0,0.0187,0.0168,0.0125,0.047,0.0145,0.0442,0.0642,0.0848,0.9684,32.1597,,,0.0085,0.0003,0.9887,0.0203,4.5598,3.2067,325.3623,0.0,29.6765,166.5634,168.9677,19.9947,17.1085,129.3732,26.0404,0.0,85.6521,0.0,91.8444,284.2377,152.2175,455.4865,103.7999,489.8522,284.2059,3.4455,26.1192,0.0,0.0,32.2078,0.0,776.2169,0.4981,7.116,,,,1.0103,0.4075,,,,531.2245,2.484,0.3547,2.5411,0.1247,14.2779,,,0.0121,0.0169,139.833
291,2008-08-19 5:56,1,2672.94,2244.1111,1676.7316,0.9197,100.8067,0.1204,1.5312,0.0133,-0.0037,0.9495,202.0064,7.5912,410.4986,9.8987,0.9665,192.1077,12.4786,1.4202,3177.25,-4188.3333,1609.0,0.9603,63.6111,2.7889,0.2243,4.6004,49.6642,65.769,86.4804,11.52,3.923,351.6518,9.8958,152.6527,752.5447,1.1716,138.0845,642.3891,194.2846,4.658,4.912,2816.0,0.9359,4.5579,1.3718,355.2118,10.4571,114.0245,21.5173,38.6282,45.875,706.6697,151.6355,620.8718,128.4803,466.2911,0.0,-0.0199,-0.0483,-0.0179,-0.0673,0.0161,-0.0853,0.0101,-0.0178,7.6976,0.1394,2.42,0.9868,1789.3866,0.1611,8242.0499,0.0568,0.0612,-0.038,-0.0567,-0.0825,0.0018,-0.1541,,,,0.9474,613.4093,0.9909,57.9408,0.5936,0.9629,6.323,15.8,4.631,1.149,2.647,0.7585,3.182,0.4258,0.6909,2.298,1003.6322,39.0817,191.8,143.3,54.3,301.194,0.1031,0.0885,0.0566,4.628,15.579,1.2337,0.6,0.0375,573.0,1932.0,104.0,2.5,0.7,0.115,0.6627,0.1444,0.6033,0.8366,0.3493,0.339,10.32,34.765,0.1127,21.48,111.677,0.281,0.0,0.0,0.0463,0.056,0.0895,0.0557,0.0511,0.0816,0.1098,0.0459,2.2283,0.028,171.531,0.066,0.0112,0.0211,,,0.0284,0.0,2.356,0.0299,0.4572,12.316,31.2321,50.925,95.2164,1.8732,0.0211,0.0153,1.371,4.7911,0.3663,0.1746,248.618,1018.122,48.8876,0.036,0.0358,0.2484,0.0539,0.225,0.1416,5.3321,0.1093,2.9011,0.0408,1.4433,36.0558,0.0,22.0969,2.3341,0.0,0.0152,0.0292,0.0425,0.0265,0.016,0.0445,0.0506,0.0218,0.829,52.2676,,,0.0134,0.0002,0.7779,0.0203,4.5598,5.1493,663.2319,0.0,60.9655,46.1281,6.4636,57.4811,486.216,85.7451,17.2672,0.0,61.6811,232.3714,115.882,500.6993,82.7637,316.7764,95.6343,0.0,258.5915,2.7982,40.9797,449.1228,683.4008,62.0321,472.1311,0.0,3.1078,7.116,0.5436,399.732,81.21,0.9605,0.2173,,,,533.7727,1.7872,0.164,2.2646,0.0569,9.1778,0.0237,81.3456,0.0291,0.0237,81.3456
294,2008-08-19 7:58,1,2509.24,2201.5777,976.4791,0.7679,99.9956,0.1202,1.4932,-0.0012,0.0028,0.9507,202.001,8.0224,415.5934,9.8806,0.9685,192.1203,12.4337,1.3878,2624.25,-4001.0,-944.75,1.2813,68.3222,2.3222,0.2103,3.3554,49.6417,66.1861,87.0459,78.42,3.645,348.7564,10.011,136.4509,724.5407,1.3279,140.5009,625.7082,180.2234,4.537,4.778,2859.0,0.9309,4.6215,22.4382,348.2364,10.3353,118.8891,8.4962,17.5618,20.3988,704.1419,151.0945,618.22,221.6792,471.3751,0.0,-0.021,-0.0699,-0.0017,-0.0836,-0.0048,-0.0939,0.0104,0.0739,6.6246,0.1361,2.4344,0.9893,1863.0963,0.1911,8538.6601,0.0512,0.5204,-0.7502,0.0353,-0.0059,0.0439,0.0472,,,,0.9466,733.0903,0.9905,59.4586,0.5996,0.9771,6.3272,15.8,4.631,1.149,2.647,0.7585,3.182,0.4258,0.6909,2.298,1003.6322,39.0817,59.8,85.9,53.8999,292.371,0.083,0.0404,0.0509,5.714,16.354,1.1013,0.49,0.0487,416.0,2129.0,1438.0,2.0,1.0,0.084,0.8705,0.1031,0.5282,0.8096,0.2585,0.511,6.97,31.945,0.1055,18.15,54.715,0.283,0.0,0.0,0.0606,0.0555,0.0158,0.0957,0.0547,0.0689,0.0633,0.1701,6.4655,0.0013,106.7943,0.0281,0.0174,0.0216,,,0.0361,0.0,2.0267,0.0042,0.5011,12.316,26.8857,29.6831,109.6739,2.4246,0.0115,0.0138,1.6501,4.7072,0.3281,0.1571,175.4734,991.9755,651.4667,0.0257,0.1434,0.3146,0.0448,0.2119,0.1021,6.1843,0.1542,1.9272,0.0326,2.2267,14.8748,0.0,23.0252,2.3918,0.0,0.0176,0.0269,0.0074,0.0424,0.0131,0.0323,0.0299,0.0724,1.9373,36.45,,,0.0064,0.0003,0.7354,0.0203,4.5598,3.7439,0.0,0.0,71.2259,53.2117,152.2096,30.3595,17.1137,175.9613,21.8656,0.0,31.5478,288.1426,79.3991,902.8571,114.5079,0.0,73.3564,605.7416,230.0981,3.2324,14.7014,0.0,0.0,48.8372,736.8421,0.0,0.4284,7.116,0.6819,400.728,74.436,1.0068,0.3311,,,,535.83,1.6951,0.1566,1.9197,0.0623,9.2356,,,0.0291,0.0237,81.3456
321,2008-08-20 2:27,1,2526.22,2196.6889,1593.122,1.5925,99.1133,0.1226,1.4934,-0.0074,-0.0151,0.9496,198.9536,13.605,424.5817,9.9765,0.9599,188.977,12.4786,1.4158,2673.75,-3591.25,371.75,1.2455,66.9778,2.2444,0.1786,3.2613,49.9219,66.4937,87.0605,63.86,2.746,365.1273,9.7773,140.5345,745.0674,0.9819,137.28,642.9418,58.6684,4.56,4.816,2914.0,0.925,4.6134,19.1027,365.3982,10.0961,119.6373,12.8245,20.8973,26.8797,718.1876,145.0818,630.1173,97.9123,466.1539,0.0,0.0022,-0.0421,0.0137,-0.0205,0.0497,-0.0265,-0.0289,0.0628,7.6925,0.1248,2.4092,0.9861,1792.3103,0.1993,8910.18,-0.0427,-0.0813,0.0274,0.0363,0.0493,0.049,0.063,,,,0.9516,761.6652,0.9908,58.666,0.6044,0.9586,6.5592,15.74,3.263,1.002,3.32,0.5738,3.502,0.5204,0.698,2.3865,1002.1998,39.4169,107.3,74.2,60.3999,177.502,0.1003,0.0721,0.0572,15.478,5.888,0.8938,0.6,0.039,387.0,2193.0,462.0,2.9,1.1,0.13,0.8054,0.2068,0.6932,0.7981,0.1356,0.51,13.97,16.904,0.1067,12.72,14.076,0.09,0.0,0.0,0.2,0.0742,0.0522,0.0548,0.1187,0.0562,0.0981,0.0476,2.026,0.0016,88.9163,0.0455,0.0165,0.0139,,,0.016,0.0,2.6972,0.0298,0.5526,12.156,23.7868,27.3247,68.4365,2.3748,0.017,0.0132,5.2137,1.9561,0.2394,0.1746,187.3524,926.8288,204.1917,0.0399,0.1285,0.3198,0.0847,0.258,0.0536,4.2466,0.1891,4.1943,0.0299,2.1985,4.6022,0.0,26.4024,4.2339,0.0,0.063,0.0323,0.0228,0.0289,0.0339,0.0239,0.0551,0.0222,0.7164,27.3361,,,0.0056,0.0002,0.7038,0.0278,3.7634,2.3649,980.1189,378.1818,113.767,61.0651,124.2771,23.9925,57.3217,109.5557,52.3992,0.0,103.032,0.0,176.247,380.3279,267.3171,238.9833,212.0755,339.153,75.766,3.4455,22.8348,765.2174,0.0,26.546,758.9744,0.0,3.1065,7.116,,,,1.0157,0.2163,,,,317.1964,2.5047,0.5586,91.9336,0.2075,22.304,0.0096,56.0858,0.0171,0.0096,56.0858
323,2008-08-20 3:12,1,2286.25,2238.5444,1659.1424,0.901,99.31,0.1204,1.461,0.0185,0.0058,0.9664,200.2615,9.1894,410.4279,10.2695,0.9779,189.992,12.4496,1.4044,2398.75,-4999.75,187.0,1.3165,66.4556,2.7778,0.2172,3.381,49.7334,66.1702,86.955,77.92,2.514,361.3055,10.0235,138.9327,742.8003,1.1658,137.7636,638.0018,40.2614,4.566,4.808,2909.0,0.9271,4.6195,13.6809,363.6564,10.6211,112.6136,18.0182,26.3191,33.0758,709.7245,143.7136,619.9836,89.1211,467.0383,0.0,0.0132,-0.0427,-0.0001,-0.0827,0.0128,-0.0197,-0.0239,-0.0374,6.578,0.1314,2.4255,0.9739,1759.3842,0.1944,8929.55,-0.0118,-0.0863,0.0357,-0.0205,-0.0143,-0.0477,-0.1294,,,,0.9424,773.9955,0.9899,54.8636,0.6004,0.9776,6.3066,15.74,3.263,1.002,3.32,0.5738,3.502,0.5204,0.698,2.3865,1002.1998,39.4169,93.8,174.4,80.2002,284.437,0.1067,0.0539,0.0523,4.382,12.476,0.9088,0.26,0.0385,505.0,4191.0,411.0,2.2,2.0,0.13,0.631,0.0928,0.5188,0.8079,0.2739,0.767,11.01,19.071,0.2284,7.57,14.732,0.101,0.0,0.0,0.0903,0.0443,0.0311,0.0339,0.0692,0.0214,0.1008,0.037,4.7795,0.0336,153.9373,0.0341,0.0166,0.0254,,,0.0231,0.0,2.2659,0.0089,0.59,12.156,22.8062,58.5259,88.9672,0.9053,0.0144,0.0121,1.0421,4.0025,0.2488,0.0708,230.0918,1907.2756,172.6673,0.0367,0.2691,0.231,0.0354,0.1906,0.1079,7.4121,0.3128,3.6366,0.0731,3.6406,4.9548,0.0,20.7674,3.2169,0.0,0.0234,0.0213,0.0134,0.015,0.025,0.01,0.051,0.0165,1.6238,48.4665,,,0.0402,0.0003,0.625,0.0278,3.7634,2.4091,290.762,900.7535,47.6856,83.8242,219.7861,36.5909,59.499,102.8961,30.9281,0.0,63.7907,685.064,103.6864,0.0,41.0039,539.0458,108.6294,422.199,99.0629,2.7397,17.5464,0.0,0.0,74.7875,0.0,0.0,0.9082,7.116,0.6908,400.256,72.67,0.9518,0.1454,,,,531.2809,2.3875,0.5133,3.578,0.1694,21.4982,0.0071,66.2997,0.0107,0.0071,66.2997
326,2008-08-20 8:40,1,2499.72,2177.3222,1089.3655,1.3101,101.1478,0.1216,1.3955,-0.0259,0.0003,0.9505,199.7621,12.9393,421.5235,9.6599,0.9678,190.1023,12.46,1.4032,2959.5,-5428.5,1578.25,0.9845,68.2333,2.3889,0.1807,4.6686,49.5663,66.3319,87.0242,77.59,3.893,350.4082,10.0121,139.4,730.7454,1.2914,141.5709,631.3791,132.9639,4.567,4.804,2833.0,0.9354,4.671,14.75,350.1027,10.4051,114.15,10.0455,25.25,32.5387,698.2066,157.0809,621.3336,87.6682,468.1883,0.0,-0.0127,-0.0712,-0.036,0.0085,-0.0027,-0.0871,-0.0514,0.0654,7.1851,0.1361,2.4547,0.9795,1881.7384,0.3648,8697.5999,-0.0059,0.2015,-0.2745,-0.0307,-0.0292,0.1899,0.0687,,,,0.951,751.7362,0.9908,58.446,0.5981,0.9765,6.3282,15.84,4.036,1.092,2.544,0.6774,3.037,-0.2838,0.758,2.3101,1003.854,37.6619,125.1,110.9,46.3999,264.955,0.134,0.0634,0.0541,9.085,4.307,0.2949,0.47,0.0288,716.0,4010.0,75.0,3.0,0.9,0.07,0.8708,0.0529,0.5231,0.8196,0.2654,0.461,10.3,31.0291,0.202,18.46,93.423,0.313,0.0,0.0,0.0895,0.0376,0.0274,0.122,0.06,0.0745,0.0904,0.0775,3.8991,0.006,176.709,0.0337,0.0294,0.0152,,,0.0101,0.0,2.7678,0.0053,0.473,17.805,23.7868,38.4425,98.8182,1.6927,0.0156,0.0133,2.8089,1.7424,0.1,0.1544,322.8679,1820.3541,35.9479,0.0224,0.0544,0.3131,0.0196,0.207,0.1132,6.106,0.1737,2.9523,0.0568,3.1288,27.6009,0.0,36.5963,6.5517,0.0,0.0298,0.0164,0.014,0.0502,0.0166,0.0364,0.0472,0.0373,1.396,53.8909,,,0.0072,0.0002,0.8041,0.0271,5.2764,3.2067,244.3748,0.0,70.2126,73.8694,4.7521,70.2619,32.9492,176.6966,19.2475,0.0,146.5435,704.3778,52.7905,76.1111,0.0,0.0,85.5339,175.8755,118.411,3.2324,9.236,0.0,479.6844,105.4264,0.0,0.0,0.5437,7.116,,,,0.9818,0.9412,,,,534.1736,1.7757,0.2149,3.285,0.0654,12.1012,0.0156,74.0589,0.021,0.0156,74.0589
327,2008-08-20 9:17,1,2559.27,2238.5444,1659.1424,0.901,99.31,0.1204,1.4086,-0.0087,-0.0014,0.9458,199.7549,10.4274,414.821,10.2399,0.966,189.515,12.4896,1.3839,3064.25,-2435.5,1501.0,0.9772,67.4667,2.4444,0.1736,4.6397,49.6001,66.437,86.8261,64.39,2.501,348.6818,9.9649,132.8773,717.304,1.0373,137.0736,618.6327,48.9119,4.584,4.814,2823.0,0.936,4.6798,8.0955,347.3954,10.3356,120.9727,4.4283,11.9045,14.1135,703.1905,147.2491,615.6173,106.6977,464.9291,0.0,0.0073,-0.0713,0.0223,-0.0525,0.0751,-0.0118,-0.0291,-0.0153,8.4215,0.1283,2.4128,0.9849,1763.6142,0.1938,8701.1101,0.0515,-0.0938,0.1275,0.1535,-0.0459,0.1187,0.0314,,,,0.9534,740.0678,0.9909,59.0927,0.604,0.958,6.4746,15.74,3.263,1.002,3.32,0.5738,3.502,0.5204,0.698,2.3865,1002.1998,39.4169,162.0,58.5,80.2002,284.437,0.0681,0.0631,0.0592,9.045,6.33,0.8315,0.93,0.0506,632.0,4420.0,106.0,1.9,0.6,0.051,0.6791,0.1233,0.6064,0.799,0.2063,0.813,9.87,30.139,0.1433,19.0,22.705,0.316,0.0,0.0,0.2812,0.0745,0.08,0.0934,0.149,0.0299,0.0604,0.0482,3.3942,0.0017,92.8213,0.0276,0.0162,0.0148,,,0.0179,0.0,3.6717,0.0261,0.4824,12.156,33.4829,22.9517,88.9672,0.9053,0.0186,0.0174,2.4663,1.9792,0.2272,0.1923,276.5362,2095.3188,50.8003,0.0176,0.0571,0.254,0.0553,0.2329,0.0801,5.9448,0.2825,3.058,0.0503,3.1734,7.4643,0.0,34.1705,2.6434,0.0,0.0799,0.0304,0.0358,0.04,0.0468,0.0134,0.0262,0.0214,1.268,28.9089,,,0.0146,0.0002,1.2161,0.0278,3.7634,2.4091,726.8539,0.0,86.7429,181.4822,7.062,46.4202,66.9512,198.0461,45.5288,0.0,102.6667,0.0,104.4515,358.7444,177.7355,198.4682,254.4681,207.9174,314.0065,2.0267,14.2381,0.0,0.0,33.8425,780.6061,0.0,2.7232,7.116,,,,0.9772,0.228,,,,531.9845,1.8554,0.2317,3.9933,0.0704,12.4884,0.0106,46.9253,0.0226,0.0106,46.9253
336,2008-08-20 19:20,1,2551.17,2201.5777,976.4791,0.7679,99.9956,0.1202,1.3901,-0.001,0.006,0.9458,199.1747,9.2258,430.7835,9.487,0.9566,189.6877,12.46,1.3939,,,,,,,,,50.0724,65.9625,86.7106,76.05,2.287,353.6418,10.2785,119.7,709.2932,1.4182,144.9927,618.3345,188.7016,4.609,4.843,2821.0,0.937,4.6697,5.8091,347.8518,11.1209,85.5091,35.8527,34.1909,38.9877,670.3055,149.1209,582.4818,120.9721,466.5823,0.0,0.0137,-0.0447,-0.0554,-0.0001,0.0063,-0.0831,-0.0263,0.0353,7.2347,0.1363,2.4049,0.9812,1757.8129,0.1694,8821.9001,-0.0638,0.0987,-0.2614,-0.0391,-0.0113,-0.057,-0.1198,,,,0.9122,739.4489,0.9659,56.3196,0.6013,0.9632,6.3303,15.82,4.21,1.569,2.584,0.7024,3.105,-0.0946,0.6955,2.3167,1014.2967,34.9436,227.7,197.3,53.8999,292.371,0.1146,0.0519,0.0474,4.551,14.271,0.951,0.47,0.0376,,,,,,,0.7367,0.1184,0.4407,0.9064,0.3329,0.29,7.49,31.645,0.0983,19.36,70.013,0.284,0.0,0.0,0.1221,0.0612,0.0093,0.0501,0.079,0.0773,0.1165,0.0634,3.8323,0.0128,128.3335,0.0519,0.0143,0.023,,,0.0364,0.0,3.166,0.0176,0.3676,15.9,18.8746,67.9444,109.6739,2.4246,0.015,0.013,1.695,4.8631,0.2829,0.1544,,,,,,0.2818,0.0464,0.1824,0.1352,5.3249,0.0932,2.148,0.0274,2.0405,18.7622,0.0,29.406,3.113,0.0,0.0378,0.029,0.0043,0.0257,0.0261,0.0384,0.0521,0.0287,1.385,42.9149,,,0.0051,0.0013,0.8443,0.0248,4.5167,3.7439,0.0,785.9067,49.329,,,37.1025,176.964,56.5927,30.0665,0.0,71.6223,890.4284,136.9894,16.7794,0.0,0.0,93.0205,442.9658,179.6034,3.5228,30.6491,676.9231,0.0,48.6957,780.9524,0.0,1.8229,7.116,0.7627,406.322,80.88,0.9882,0.1492,269.268,0.7756,10.74,533.8264,2.3352,0.3121,2.9466,0.0955,13.3646,0.019,53.746,0.0353,0.019,53.746
