,F153,F159,F198,F200,F201,F21,F252,F26,F319,F32,F33,F334,F34,F334.1,F35,F39,F407,F426,F470,F471,F474,F476,F524,F574
120,0.0128,460,0.241,7.39,4.07,-5600.5,4.9052,1.977,5.5903,85.324,9.6272,0.072,50.4945,0.072,64.1596,117.796,1.0516,1.3188,2.2036,6.5655,13.3864,8.8177,8.788,3.7078
121,0.0115,2481,0.747,16.06,9.03,-6068.75,2.899,1.779,6.0191,85.2487,10.0686,0.251,50.6755,0.251,64.3085,117.7568,1.2596,1.1821,7.5481,6.3718,26.5827,14.1933,5.0099,2.7725
122,0.0096,492,0.497,12.08,3.08,-5306.5,5.1939,1.9827,5.1878,85.324,9.6272,0.1447,50.4945,0.1447,64.1596,117.796,0.8687,0.9888,4.7223,7.2693,13.5553,13.2963,9.026,3.1054
123,0.0206,1909,0.541,15.66,5.36,-6030.25,4.9091,1.9933,5.4207,85.8965,9.2405,0.159,50.157,0.159,64.0502,119.2274,0.8531,2.1512,5.0648,6.2567,15.135,10.9189,8.8862,3.3143
124,0.0058,206,0.433,19.74,7.01,-5653.75,1.8931,2.0232,10.8187,84.8178,8.7947,0.1232,50.2004,0.1232,63.9947,118.7708,1.0148,0.5947,4.2677,7.4153,36.5861,37.4184,3.3146,2.9183
125,0.0056,1132,0.32,8.19,5.39,-5418.25,2.9052,1.9705,4.632,85.7375,9.0998,0.0987,50.1482,0.0987,64.0107,119.5608,0.8687,0.5697,2.9341,6.3355,17.1764,42.497,4.9266,3.6026
126,0.014,266,0.82,8.66,3.18,-5641.25,5.2692,1.9843,5.9099,85.8965,9.2405,0.2488,50.157,0.2488,64.0502,119.2274,0.9721,1.4389,8.2316,5.7812,15.2055,12.4782,9.1305,3.3063
127,0.0122,293,1.071,18.87,5.61,-5538.5,1.9704,2.0003,10.8403,84.8178,8.7947,0.302,50.2004,0.302,63.9947,118.7708,1.4085,1.2541,10.5989,8.6332,33.4762,50.911,3.3972,2.8702
128,0.0111,347,0.338,18.71,6.35,-5261.75,2.1781,1.993,10.5065,84.3324,8.9336,0.0819,50.5527,0.0819,64.2529,116.7828,0.8531,1.1415,3.1538,5.2618,21.0039,11.6177,3.6522,3.0246
129,0.0152,878,0.346,10.93,4.47,-5587.75,2.1255,1.9705,5.4333,83.8746,9.2658,0.1258,50.2261,0.1258,64.3328,119.104,0.8531,1.5756,3.2434,6.7547,13.0755,17.0474,3.8037,3.1047
130,0.021,579,0.52,11.28,6.29,-5531.5,4.8794,2.0303,5.4041,84.3585,8.7495,0.1529,50.4362,0.1529,64.2234,117.7078,0.8531,2.1936,4.7927,9.8023,15.1588,14.4191,8.8842,2.7495
131,0.0121,556,0.342,16.45,6.45,-5456.25,2.2887,1.9972,5.1967,85.324,9.6272,0.1054,50.4945,0.1054,64.1596,117.796,1.0643,1.2438,3.1205,7.8415,15.0065,46.8326,3.8883,3.6972
132,0.0166,591,0.371,17.84,14.45,-5683.75,3.4781,2.0173,5.9225,85.6626,9.1502,0.0988,50.2288,0.0988,64.1871,119.3708,0.8687,1.7284,3.4419,7.863,39.885,17.7485,5.8874,3.8566
133,0.0095,2366,0.256,9.09,10.84,-6563.75,2.2393,1.8005,4.788,84.7166,8.8388,0.0861,50.3916,0.0861,64.1968,111.7128,1.173535082,0.9767,2.3036,12.0888,22.162,20.1396,3.7615,2.3013
134,0.0101,180,0.69,11.41,5.35,-5559,1.9131,1.9682,6.2297,83.8746,9.2658,0.1918,50.2261,0.1918,64.3328,119.104,1.2374,1.0448,6.6944,7.2761,21.7077,15.2394,3.2332,104.372
135,0.0199,570,0.182,11.2,4.2,-5499.75,5.3078,1.9685,6.3071,83.8746,9.2658,0.0559,50.2261,0.0559,64.3328,119.104,1.4085,2.0754,1.7165,4.9059,34.4751,38.862,9.2788,3.9875
136,0.0147,131,0.573,11.49,5.08,-6353.5,2.296,1.8835,4.571,85.4579,8.6667,0.1774,50.2987,0.1774,64.2122,117.955,1.4085,1.5155,5.5117,6.2466,31.2189,11.8576,3.9133,2.1771
137,0.0051,691,0.271,18.53,6,-6599.25,2.3168,1.8888,6.3297,84.5407,9.1638,0.0841,50.1709,0.0841,64.2232,119.7114,1.0148,0.5256,2.6218,5.4252,30.1203,12.9853,3.9287,4.2207
138,0.0139,484,0.838,12.51,6.77,-6413.5,2.3795,1.8873,5.5001,85.4138,10.9634,0.2764,50.3803,0.2764,64.2949,118.8972,1.4085,1.4308,8.1072,8.4777,47.578,46.6331,4.0385,2.9281
139,0.0094,367,0.574,14.14,6.61,-6569.5,2.8937,1.8785,6.6792,84.5407,9.1638,0.1443,50.1709,0.1443,64.2232,119.7114,0.8687,0.9691,5.5635,7.2308,33.7427,18.9352,4.8901,3.4939
140,0.0167,415,0.339,22.45,10.29,-6480.5,2.7883,1.8815,10.8672,86.1197,9.043,0.1307,50.36,0.1307,63.8744,117.6784,1.5012,1.7361,3.2102,5.1581,26.8791,26.9478,4.6578,3.5979
141,0.0157,330,0.137,21.2,6.23,-6364.25,2.2746,1.888,10.3165,86.1197,9.043,0.0465,50.36,0.0465,63.8744,117.6784,1.5012,1.6353,1.2488,6.4458,12.4185,29.3084,3.7986,3.5979
142,0.0155,497,0.37,10.63,6.04,-6473.25,2.3197,1.8873,5.8079,84.5407,9.1638,0.1213,50.1709,0.1213,64.2232,119.7114,0.6652,1.5945,3.5731,8.3787,29.3435,14.2926,3.9321,2.7997
143,0.0118,7669,0.261,20.65,9,-3293.5,2.2562,0.893,10.4239,84.0432,8.7487,0.087,50.2849,0.087,64.3732,118.7784,0.6652,1.2177,2.3343,12.7009,16.3701,55.4851,3.7779,4.3037
144,0.0119,7673,0.17,21.28,7.14,-1918.25,2.984,0.4445,10.6706,85.1197,9.1784,0.0531,50.2165,0.0531,64.229,118.771,1.2374,1.2224,1.5612,9.1746,21.4995,37.145,5.0598,4.1053
145,0.0052,602,0.343,16.32,6.95,-5478.25,2.9045,1.964,5.1773,85.7375,9.0998,0.1126,50.1482,0.1126,64.0107,119.5608,0.8687,0.5262,3.3201,2.4026,31.8914,21.5174,4.9249,3.1845
146,0.0204,241,0.326,13.87,7.79,-6472.5,5.1503,1.8952,4.3737,85.4579,8.6667,0.0897,50.2987,0.0897,64.2122,117.955,1.4085,2.1221,3.1011,3.1932,50.6639,34.5203,9.0482,2.3687
147,0.0208,3027,0.757,12.48,3.82,-6235.25,2.123,1.993,4.8677,85.8965,9.2405,0.2106,50.157,0.2106,64.0502,119.2274,1.3055,2.1742,7.1548,6.0239,18.1015,12.3028,3.6354,2.9437
148,0.0074,473,1.145,17.21,5.42,-6449.75,4.7228,1.8915,11.3583,84.8178,8.7947,0.2927,50.2004,0.2927,63.9947,118.7708,1.4348,0.7613,11.343,8.7255,37.4136,15.3855,8.1736,3.7981
149,0.0202,2029,0.243,11.04,11.18,-6169.5,2.3059,1.7675,5.0914,84.8723,8.755,0.0821,50.3957,0.0821,64.0838,117.326,0.6652,2.1065,2.1872,13.4782,23.8455,17.0593,3.8659,2.9696
150,0.0127,495,0.361,21.54,5.51,-5550.5,1.5538,2.013,10.5846,86.1197,9.043,0.1208,50.36,0.1208,63.8744,117.6784,1.4348,1.3085,3.4545,4.5464,14.6781,11.7522,2.7699,3.5979
151,0.0125,422,0.323,12.01,9.4,-5448.5,2.5006,1.975,10.1559,85.1594,8.8741,0.1081,50.2518,0.1081,64.1363,120.883,0.8531,1.2833,2.9768,10.1743,54.05,9.5139,4.3512,3.933
152,0.0127,599,0.74,17.21,5.98,-6352,2.1983,1.9033,4.8101,85.4138,10.9634,0.248,50.3803,0.248,64.2949,118.8972,0.8687,1.3212,7.2844,4.2592,39.8156,31.7482,3.796,3.0409
153,0.0152,1863,0.291,10.48,4.49,-5098.25,1.7951,2.0083,6.0981,85.794,8.7599,0.0817,50.3802,0.0817,63.9715,117.6882,1.3055,1.5639,2.7169,5.8846,18.4579,14.9377,3.2141,3.0504
154,0.0123,145,0.284,13.62,9.01,-6362.5,2.9093,1.9012,4.8639,85.4579,8.6667,0.091,50.2987,0.091,64.2122,117.955,0.8687,1.261,2.7312,3.4713,64.0186,40.9515,5.0191,2.8442
155,0.0111,198,0.738,16.08,3.72,-6290.25,2.9933,1.8942,7.346,84.818,8.6309,0.2028,50.2512,0.2028,64.2144,117.4996,0.6652,1.1404,7.4474,3.4222,19.265,60.914,5.0791,3.1635
156,0.0111,565,0.533,14.93,6.54,-5389.25,2.9372,1.9718,6.1246,85.6626,9.1502,0.1441,50.2288,0.1441,64.1871,119.3708,0.8687,1.143,4.9753,8.8288,22.8149,14.8656,4.9197,2.4866
157,0.0055,574,0.322,17.84,3.55,-6538.75,4.5096,1.8808,6.6825,84.5407,9.1638,0.0963,50.1709,0.0963,64.2232,119.7114,1.2374,0.5658,3.1732,4.7764,25.4997,7.2331,7.6318,3.559
158,0.0081,582,0.824,15.99,6.63,-6349.5,2.9257,1.8818,7.5104,84.818,8.6309,0.241,50.2512,0.241,64.2144,117.4996,1.1126,0.8327,8.2543,3.6321,19.3947,22.4486,4.961,1.9061
159,0.0177,481,0.273,21.99,9.73,-5599.5,2.4838,1.9922,10.915,85.2804,9.2436,0.0736,50.4371,0.0736,64.2175,118.3534,1.2397,1.843,2.4663,7.1904,18.2594,11.1184,4.3427,3.8397
160,0.021,1020,0.353,20.83,4.66,-5645.25,2.7749,2.008,10.0971,84.9798,8.3754,0.1159,50.2413,0.1159,63.8874,118.0962,0.7013,2.1942,3.3993,5.2239,19.0785,47.9589,4.8268,2.0622
161,0.0106,550,0.276,20.44,11.47,-5447.75,2.6468,1.9783,11.256,85.7375,9.0998,0.0845,50.1482,0.0845,64.0107,119.5608,1.2397,1.0869,2.5585,9.9289,30.4472,6.3848,4.3621,2.9007
162,0.022,608,0.37,18.27,5.84,-5501,1.7796,1.9903,10.0639,84.9798,8.3754,0.109,50.2413,0.109,63.8874,118.0962,0.7013,2.3008,3.5528,4.5064,18.5792,53.2734,2.9491,1.8879
163,0.0117,5921,0.793,12.96,7.08,-4228,2.2528,1.326,4.8046,84.8723,8.755,0.2342,50.3957,0.2342,64.0838,117.326,1.0148,1.2075,7.3013,14.7729,18.6838,11.1627,3.785,137.833
164,0.0146,1238,0.331,15.19,6.33,-5645.5,1.3286,2.009,10.0686,86.1197,9.043,0.1005,50.36,0.1005,63.8744,117.6784,0.7013,1.5056,3.1142,4.9924,16.1988,8.253,2.384,3.5979
165,0.0064,1322,1.005,10.44,5.33,-5596.5,4.7034,2.0055,7.0678,85.794,8.7599,0.3681,50.3802,0.3681,63.9715,117.6882,0.7013,0.6586,10.1642,4.1484,15.668,35.5113,7.9756,2.1365
166,0.0209,894,0.185,14.07,6.07,-5750,1.7372,2.0215,10.3256,84.9798,8.3754,0.0609,50.2413,0.0609,63.8874,118.0962,1.2482,2.1797,1.7627,5.3322,28.2725,38.1575,3.0947,2.0467
167,0.0151,820,0.26,12.11,8.9,-5384.25,3.0988,1.9977,10.3893,84.87,9.4832,0.0891,50.381,0.0891,64.23,118.205,1.2397,1.5684,2.4171,6.8455,20.8582,4.9742,5.3504,3.6718
168,0.0186,197,0.369,23.08,8.14,-5581,2.3642,2.0133,11.0069,84.9798,8.3754,0.1324,50.2413,0.1324,63.8874,118.0962,1.2482,1.9393,3.5755,4.0033,29.5714,41.3195,3.8533,2.0208
169,0.0204,2584,0.334,14.64,6.64,-6063,2.4962,1.9905,10.2472,84.87,9.4832,0.117,50.381,0.117,64.23,118.205,0.8555,2.1285,3.1129,6.5993,16.4244,12.5394,4.1875,2.6177
170,0.0145,789,0.351,26.99,9.87,-5508.75,3.8473,1.9865,10.8105,85.8965,9.2405,0.1348,50.157,0.1348,64.0502,119.2274,0.8555,1.4992,3.3568,8.7322,35.1527,33.5842,6.3479,3.2732
171,0.0061,1312,0.673,13.41,4.89,-5707.5,4.4998,1.9772,1.7179,85.7375,9.0998,0.2251,50.1482,0.2251,64.0107,119.5608,0.8555,0.6266,6.4064,15.46,21.0361,38.1567,7.6097,4.456
172,0.0159,7708,0.37,20.96,12.26,-5073.25,4.5285,1.3408,10.8918,84.0432,8.7487,0.1028,50.2849,0.1028,64.3732,118.7784,1.2397,1.6433,3.3912,8.1859,28.3823,8.7642,7.6681,3.5979
173,0.0657,441,0.376,12.7,4.41,-6377.5,4.7237,1.8877,4.6118,85.4579,8.6667,0.1218,50.2987,0.1218,64.2122,117.955,0.8555,7.2347,3.6302,4.7961,25.2844,34.6218,8.0011,3.3933
174,0.0064,334,0.37,17.54,7.52,-5535.25,2.1034,1.998,10.9954,85.8965,9.2405,0.1077,50.157,0.1077,64.0502,119.2274,1.0931,0.6562,3.6022,6.2063,26.2606,43.5935,3.4778,2.7707
175,0.013,617,0.232,16.37,8.38,-6425,2.9223,1.891,5.2925,85.4579,8.6667,0.0758,50.2987,0.0758,64.2122,117.955,1.0931,1.3395,2.2617,3.2417,63.8935,29.5892,4.7895,3.4043
176,0.0049,319,0.518,12.24,5.05,-6274.75,2.9185,1.8947,5.9688,84.818,8.6309,0.1452,50.2512,0.1452,64.2144,117.4996,0.8555,0.5047,4.8519,8.4479,9.5035,7.4281,4.9731,3.2348
177,0.0066,240,0.367,12.48,6.62,-5529.25,5.0108,1.9773,6.4882,83.8465,8.8945,0.1095,50.2262,0.1095,64.3323,118.5286,1.2397,0.6741,3.3542,9.8062,16.781,10.6539,8.5559,3.2348
178,0.0056,311,0.615,16.97,5.11,-5442.25,2.7531,2.0183,6.5417,84.818,8.6309,0.1718,50.2512,0.1718,64.2144,117.4996,1.0931,0.5712,5.9593,4.4267,14.6594,11.9843,4.6022,1.9061
179,0.0061,387,0.375,11.87,8.93,-6149.25,4.9696,1.901,5.5436,85.1572,9.8481,0.1102,50.8428,0.1102,64.5164,117.667,0.8555,0.6189,3.3606,14.8096,15.9382,17.3649,8.4298,3.174
180,0.0065,656,0.36,20.86,7.29,-5664,2.2887,1.9855,10.7788,85.7375,9.0998,0.1011,50.1482,0.1011,64.0107,119.5608,0.7013,0.663,3.2936,7.094,21.6049,14.6159,3.7553,3.4818
181,0.0065,476,0.421,6,4.6,-5527,1.8584,2.0035,2.1474,84.818,8.6309,0.15,50.2512,0.15,64.2144,117.4996,1.2397,0.6665,3.9327,14.7621,21.3546,8.2696,3.194,36.6385
182,0.0176,410,1.211,24.1,5.93,-5376.25,4.551,1.9697,11.3803,85.7375,9.0998,0.39,50.1482,0.39,64.0107,119.5608,0.8555,1.8153,11.9997,8.8348,41.3963,57.7332,7.6941,2.592
183,0.0203,5978,0.316,16.44,9.17,-2595,2.2468,0.888,4.6868,85.6591,8.8249,0.0876,50.3878,0.0876,64.1536,118.3554,0.6652,2.1091,2.8968,6.7432,26.042,21.1989,3.831,3.7078
184,0.0055,342,0.448,12.63,3.66,-6355.25,4.6749,1.8885,5.9548,85.1572,9.8481,0.1226,50.8428,0.1226,64.5164,117.667,1.0931,0.5578,4.3169,4.8141,13.0184,9.8094,7.9137,3.2348
185,0.0127,2484,0.396,9.44,7.13,-4592,4.192,1.9918,4.772,85.0716,8.6942,0.1259,50.5287,0.1259,64.3976,118.0626,0.9444,1.307,3.7847,5.1496,23.3722,13.3516,7.4552,4.1318
186,0.0086,5923,1.098,14.16,5.98,-1480.75,4.4628,0.4385,7.0527,85.0922,9.2007,0.3819,50.1899,0.3819,64.2199,118.2566,1.2482,0.8833,11.3496,8.111,23.4868,43.263,7.5485,3.5158
187,0.0086,722,0.341,14.03,11.4,-5753.5,4.6215,1.991,11.3662,85.0856,8.6324,0.1125,50.0906,0.1125,64.1658,117.802,0.7013,0.8832,3.1651,6.0586,25.1591,9.3356,7.8473,2.3009
188,0.0077,275,0.933,22.81,8,-5345,4.6582,2.0057,7.3807,85.6626,9.1502,0.2546,50.2288,0.2546,64.1871,119.3708,1.2397,0.7944,9.3657,4.5669,24.656,22.4882,7.8936,4.21
189,0.0058,1661,0.322,17.36,7.79,-7150.25,4.7405,1.8827,4.4664,85.2575,9.094,0.1192,50.249,0.1192,64.235,119.6672,1.2397,0.5923,3.0692,3.1599,43.7898,9.6725,8.0341,3.6083
190,0.017,608,0.883,20.84,10.02,-5500,3.7118,1.999,11.1382,85.597,8.5155,0.29,50.0426,0.29,64.004,117.9506,0.8967,1.7585,9.1575,5.2741,26.2331,14.9588,6.2865,3.003
191,0.0139,3453,0.53,17.7,6.23,-4781.5,2.3724,2.0265,11.0742,84.533,8.872,0.1672,50.3074,0.1672,64.1215,118.0124,0.8967,1.4282,5.3728,4.2068,17.1323,12.1978,4.0451,2.5711
192,0.0143,439,0.28,15.35,7.44,-5336.5,2.5838,1.9995,10.279,84.2845,9.2362,0.0838,50.3524,0.0838,64.1557,118.3954,0.8967,1.4775,2.6368,6.2414,18.691,22.9605,4.3154,3.0876
193,0.0161,2426,0.57,20.38,7.46,-6112.25,2.3776,1.9995,11.139,86.4478,8.8287,0.2095,50.254,0.2095,63.9006,117.974,1.2764,1.6608,5.909,7.6161,33.4316,18.7144,4.1645,3.3152
194,0.0143,236,0.298,14.91,7.34,-5646.5,1.9722,1.992,9.8817,85.0856,8.6324,0.0945,50.0906,0.0945,64.1658,117.802,0.8967,1.478,2.7826,6.5908,15.0636,13.1411,3.2778,2.2951
195,0.0197,7599,0.865,8.54,4.46,-3345.75,2.3909,0.885,4.6309,85.0716,8.6942,0.2491,50.5287,0.2491,64.3976,118.0626,1.2596,2.0482,8.3368,4.7537,30.1204,12.0761,4.0328,2.9696
196,0.0176,5704,0.162,11.54,10.09,-2668.5,4.5366,0.8855,5.8501,85.6591,8.8249,0.0433,50.3878,0.0433,64.1536,118.3554,0.564,1.8287,1.4774,5.4148,25.4353,29.8674,7.7696,2.9407
197,0.0122,374,0.348,19.24,8.62,-6377,3.6951,1.8818,10.6219,86.1197,9.043,0.1018,50.36,0.1018,63.8744,117.6784,0.564,1.2526,3.303,4.3487,27.2806,19.0322,6.1401,3.5979
198,0.0079,426,0.489,10.39,8.25,-5440.25,2.4837,1.9755,6.3186,83.8465,8.8945,0.1429,50.2262,0.1429,64.3323,118.5286,0.564,0.8142,4.5405,10.3823,27.547,10.0958,4.1554,3.2348
199,0.0157,616,0.156,15.31,11.12,-5485,2.5113,1.9552,10.9136,85.7375,9.0998,0.0524,50.1482,0.0524,64.0107,119.5608,0.564,1.6361,1.4452,5.0205,25.0743,8.9501,4.1842,3.335
200,0.0161,912,0.87,29.05,8.72,-5394,2.2262,1.993,11.1679,85.597,8.5155,0.2783,50.0426,0.2783,64.004,117.9506,1.2968,1.6657,8.9221,11.089,33.5171,19.3073,3.9448,2.7079
201,0.005,794,0.231,9.17,10.09,-5490,5.0098,1.9723,6.3936,83.8465,8.8945,0.0782,50.2262,0.0782,64.3323,118.5286,1.4083,0.507,2.0988,10.2366,16.9629,21.0192,8.55,2.6391
202,0.0226,1736,0.911,26.4,2.98,-6886.25,1.9484,1.8895,10.2018,86.3416,9.219,0.237,50.5347,0.237,64.0969,117.4196,0.5479,2.3584,8.9618,8.9153,9.1783,27.8933,3.6078,3.0562
203,0.0142,466,0.381,12.36,5.21,-5487,2.0479,2.0057,9.6949,84.3232,8.5218,0.1282,50.3583,0.1282,64.2803,118.102,1.1345,1.457,3.7523,7.3915,20.3477,26.6496,3.5928,3.2179
204,0.0077,220,0.348,14.46,2.98,-6368.75,4.6305,1.8878,8.8256,86.4863,8.828,0.0938,50.2667,0.0938,63.9349,118.039,0.8069,0.7954,3.3282,6.2099,27.141,19.822,7.9719,2.8698
205,0.0082,754,0.289,16.08,2.73,-5619.5,3.9789,2.0068,9.8561,84.1154,9.2281,0.079,50.273,0.079,64.081,118.1176,0.8069,0.8462,2.7902,6.5321,20.6826,15.9177,6.7751,3.7087
206,0.0236,325,0.267,19.7,5.67,-6329.25,2.2021,1.8982,10.9457,85.5455,9.2655,0.0849,50.3358,0.0849,63.8677,117.4194,0.8069,2.4641,2.6477,7.4028,18.2383,16.6184,3.6972,1.8628
207,0.0161,1161,0.437,13.05,10.79,-5466.5,2.6172,2.02,8.7644,86.4478,8.8287,0.1588,50.254,0.1588,63.9006,117.974,1.0632,1.6721,4.2671,11.5059,56.4914,21.3861,4.4979,2.4053
208,0.0204,674,0.242,19.01,6.04,-5561.75,3.5798,2.0177,10.1545,86.3857,8.8513,0.0777,50.1431,0.0777,63.7749,118.0906,1.1995,2.1312,2.279,8.7149,21.7426,16.2763,6.117,2.4569
209,0.0152,1244,0.875,21.35,8.52,-5440.75,2.8196,2.0075,9.2858,84.3232,8.5218,0.3401,50.3583,0.3401,64.2803,118.102,1.0632,1.5615,8.7051,7.405,57.2146,61.2975,4.8213,2.7978
210,0.0232,799,0.343,13.38,7.22,-5426.75,2.1539,1.9875,9.669,84.3232,8.5218,0.093,50.3583,0.093,64.2803,118.102,1.3283,2.421,3.3994,9.199,65.9103,9.9698,3.6385,3.4097
211,0.0181,486,0.302,12.93,3.09,-5635.5,3.4858,2.0032,8.9216,84.8399,8.5266,0.0869,50.2925,0.0869,64.0317,117.918,1.1995,1.8841,2.91,7.5826,32.1237,30.5748,6.0004,81.6568
212,0.0159,163,0.275,11.3,4.01,-5794.25,2.7376,1.9885,9.5181,85.564,9.7484,0.0951,50.0781,0.0951,63.7678,118.244,1.0632,1.6433,2.6825,8.9311,40.4352,7.3933,4.6969,2.6278
213,0.0177,920,0.227,14.44,2.69,-5972.75,2.1952,1.9815,9.4364,85.597,8.5155,0.0625,50.0426,0.0625,64.004,117.9506,0.9957,1.8298,2.1217,6.5779,12.6423,28.6787,3.686,3.4068
214,0.0152,370,0.193,17.86,5.5,-5550.75,4.7525,1.9537,9.9974,86.4478,8.8287,0.0589,50.254,0.0589,63.9006,117.974,0.9957,1.5714,1.8761,7.0535,35.9991,20.2848,7.9435,2.7214
215,0.0162,203,0.352,18.1,6.24,-5503.5,2.5663,1.9972,9.0585,85.0856,8.6324,0.0962,50.0906,0.0962,64.1658,117.802,0.9957,1.6698,3.2707,6.5319,15.3166,20.5337,4.4838,2.4928
216,0.0167,243,0.521,15.71,7.28,-6345.75,2.8063,1.8895,9.8175,86.3239,9.5642,0.1451,50.3645,0.1451,63.9038,117.5064,0.9957,1.7329,5.0896,6.1733,40.067,14.1878,4.8445,2.78
217,0.0064,450,0.4,18.89,4.13,-6434.75,3.7445,1.9065,9.6041,85.0841,8.6406,0.1296,50.0757,0.1296,63.7959,118.563,0.9957,0.6601,3.757,7.2697,24.087,6.6983,6.3585,3.9365
218,0.0173,438,0.422,17.67,6.3,-6511.5,1.9267,1.8875,9.3491,85.482,9.3998,0.1501,50.4069,0.1501,64.2033,118.3028,1.0632,1.7835,4.1498,9.1478,36.0821,15.8452,3.4315,3.0961
219,0.0042,419,0.323,11.93,9.37,-6403.75,3.6637,1.8988,9.466,86.3857,8.8513,0.0996,50.1431,0.0996,63.7749,118.0906,1.2963,0.4302,3.1022,6.4332,37.799,11.7249,6.1121,3.1242
220,0.0145,547,0.306,14.19,3.28,-5407.75,3.5579,2.0082,8.9317,84.8399,8.5266,0.0911,50.2925,0.0911,64.0317,117.918,1.2963,1.4949,2.9572,7.2386,17.0074,17.0609,5.9345,3.7087
221,0.0162,411,0.35,17.96,5.92,-5617.5,3.7871,1.995,9.5205,86.3857,8.8513,0.0924,50.1431,0.0924,63.7749,118.0906,1.2963,1.6741,3.3377,7.737,26.5249,11.5596,6.3828,2.3023
222,0.0198,2017,0.999,14.54,5.18,-6057.25,2.1871,1.9655,9.5862,84.3232,8.5218,0.3755,50.3583,0.3755,64.2803,118.102,0.9957,2.0553,10.0687,6.6788,33.2962,35.3189,3.6688,3.3426
223,0.0151,420,0.362,13.75,5.53,-6448,3.8049,1.8935,9.2875,85.482,9.3998,0.1235,50.4069,0.1235,64.2033,118.3028,1.1,1.5638,3.6202,7.3058,39.6205,35.2958,6.5221,3.5759
224,0.0048,219,0.371,19.56,5.71,-6508.5,3.8077,1.8973,10.0161,85.0841,8.6406,0.119,50.0757,0.119,63.7959,118.563,1.1,0.4864,3.4666,6.6324,29.3559,6.6869,6.3566,4.0124
225,0.0168,2256,0.32,20.1,5.62,-5771.25,2.3274,1.986,9.5821,84.1154,9.2281,0.0953,50.273,0.0953,64.081,118.1176,1.1,1.7296,3.0503,8.0468,31.7075,10.4302,3.918,3.8883
226,0.0049,311,0.275,16.19,5.31,-6401.75,3.8117,1.896,9.5968,85.0841,8.6406,0.0947,50.0757,0.0947,63.7959,118.563,1.1,0.499,2.5872,6.2814,28.9363,18.7597,6.374,3.25
227,0.0046,738,0.815,20.72,9.13,-5076.25,3.207,1.984,5.3155,85.9034,9.2171,0.2255,50.4176,0.2255,64.0491,117.3928,1.1,0.4656,7.9619,4.6363,30.6825,19.5795,5.495,1.9025
228,0.0163,578,0.305,21.94,4.75,-5518,2.2808,2.0115,9.1161,86.106,8.7879,0.0781,49.9276,0.0781,63.9266,117.7078,0.7521,1.6916,2.8805,7.9274,11.3953,40.5024,3.9637,3.0365
229,0.0166,484,0.899,10.09,7.6,-6308.5,4.137,1.893,9.4958,86.4478,8.8287,0.3523,50.254,0.3523,63.9006,117.974,0.7521,1.7144,9.0955,10.4706,55.4168,27.7069,7.1387,2.8158
230,0.0163,1994,0.256,20.3,6.98,-6153.5,2.1745,2.0038,9.6832,85.597,8.5155,0.0886,50.0426,0.0886,64.004,117.9506,1.1,1.6824,2.4676,8.7458,18.5387,30.4911,3.6433,3.6041
231,0.0044,958,0.611,13.27,7.26,-5511.75,2.4242,1.9835,4.5966,86.3416,9.219,0.2056,50.5347,0.2056,64.0969,117.4196,1.1,0.451,5.9576,6.6776,36.9142,7.5369,4.1501,2.3555
232,0.0195,592,0.288,20.55,11.03,-6417.25,2.2988,1.894,9.3517,84.7297,8.5177,0.0856,50.4695,0.0856,64.1615,118.2112,0.7521,2.0226,2.7788,8.8738,31.3075,21.5559,3.9876,2.6848
233,0.0184,455,0.306,24.46,9.71,-6483.25,2.8546,1.8878,9.2051,84.7297,8.5177,0.0811,50.4695,0.0811,64.1615,118.2112,0.7521,1.9028,2.8412,9.5868,35.3691,23.5374,5.1163,2.3302
234,0.0053,497,0.447,23.89,4.2,-6480.25,3.686,1.8758,9.7091,85.9034,9.2171,0.1297,50.4176,0.1297,64.0491,117.3928,1.3342,0.5357,4.3388,8.4643,21.9751,26.6228,6.2323,2.3093
235,0.0065,1197,0.776,18.75,10.39,-5426.25,2.3528,2.004,6.1837,85.9034,9.2171,0.2095,50.4176,0.2095,64.0491,117.3928,1.3342,0.6629,7.5323,5.1924,41.1767,9.7649,4.0794,1.7479
236,0.0194,320,0.519,20.94,14.45,-5505.5,2.8429,1.9985,9.4088,84.9715,8.6013,0.129,50.3243,0.129,64.0262,118.2548,1.2963,2.0087,4.784,14.6485,35.3139,9.1251,4.8491,2.2679
237,0.0206,814,0.764,21.25,4.86,-5584.5,2.4249,1.9885,8.9992,84.9715,8.6013,0.2324,50.3243,0.2324,64.0262,118.2548,1.3983,2.1505,7.3667,6.079,19.2672,51.7772,4.0958,3.2399
238,0.0254,507,0.408,22.33,11.34,-6375,2.2538,1.893,8.8834,84.9715,8.6013,0.1096,50.3243,0.1096,64.0262,118.2548,1.0632,2.6585,3.7515,11.038,35.4246,12.3034,3.7796,2.1568
239,0.0179,1084,0.292,19.07,5.73,-5465,4.9013,2.033,9.2844,85.9034,9.2171,0.093,50.4176,0.093,64.0491,117.3928,1.3366,1.8486,2.8122,7.6438,31.8046,11.6596,8.359,2.1203
240,0.0036,3042,0.305,15.94,6.39,-4970.75,3.2323,1.9963,9.8181,84.1154,9.2281,0.0953,50.273,0.0953,64.081,118.1176,2.0668,0.3697,2.9525,7.8469,29.2593,18.8937,5.6124,3.1242
