,F153,F159,F198,F200,F201,F21,F26,F273,F319,F32,F33,F334,F337,F34,F35,F39,F4,F407,F411,F426,F470,F474,F476,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573
90,0.0133,578,1.048,7.13,5.44,-5594.25,1.8807,25.1991,1.6574,85.4507,9.3851,0.3008,1.9083,50.4554,63.8228,118.528,1.4715,1.0643,3.4787,1.3617,10.3196,33.6344,14.6237,4.0921,17.33,1.14,8.3166,0.496,4.3101,1.4165,23.416,7.01,0.3682
91,0.0142,5703,0.461,15.91,2.88,-2665.5,0.8912,20.4695,6.6879,85.0716,8.6942,0.1365,0.8654,50.5287,64.3976,118.0626,1.0455,1.2895,2.7358,1.4659,4.4261,19.3648,11.5465,7.725,15.54,1.58,6.9851,0.6301,3.8789,1.9675,24.9979,11.79,0.2879
92,0.0135,527,0.429,17.45,10.24,-5527,1.984,39.8882,10.4385,85.6626,9.1502,0.1132,2.7903,50.2288,64.1871,119.3708,1.0997,1.1227,4.7897,1.3959,4.0658,55.4771,6.0868,5.8979,15.55,1.49,7.2787,0.5661,3.8498,1.8542,25.1366,11.79,0.2879
93,0.0134,7716,0.266,13.22,9.81,-4695.25,1.3355,22.7269,5.1677,84.7166,8.8388,0.0733,2.9081,50.3916,64.1968,111.7128,1.2752,,3.1097,1.3778,2.4099,26.5079,8.7293,4.5986,,,,,,,26.4531,9.84,0.3066
94,0.0167,663,0.437,7.29,6.67,-5491.5,1.9898,17.6337,5.2074,85.0716,8.6942,0.1232,2.2382,50.5287,64.3976,118.0626,1.3622,0.9721,2.7712,1.7213,4.0185,16.3471,7.8537,3.0608,,,,,,,9.9956,439.05,1.2098
95,0.0187,619,0.245,9.5,7.81,-5463.25,2.0063,16.3972,4.8712,84.9052,9.7997,0.0794,2.5358,50.6596,64.2828,118.1188,1.2579,,2.3943,1.9383,2.2287,21.7283,11.4258,6.7956,,,,,,,16.7745,8.29,0.2435
96,0.0122,5480,1.033,15.66,7.92,-2609.25,0.8925,24.1213,5.9438,85.6039,8.7588,0.3593,2.1534,50.179,64.1668,118.6704,1.3529,1.1227,3.2122,1.2508,10.569,31.2499,36.4566,6.8054,23.42,1.63,10.5828,0.6168,5.6924,2.2249,6.4671,9.27,0.4407
97,0.0143,167,0.454,4.01,9.33,-5497.75,2.0083,25.1991,1.7279,84.8178,8.7947,0.1433,2.6515,50.2004,63.9947,118.7708,1.4715,1.6137,3.4787,1.4744,4.4178,66.6321,39.095,4.4605,13.86,1.01,6.195,0.4616,3.3481,1.2891,,10.26,0.3566
98,0.0141,592,0.392,9.74,9.79,-5522.25,1.87,23.9769,2.0899,85.4507,9.3851,0.1287,2.9291,50.4554,63.8228,118.528,1.1048,1.6137,2.9815,1.4541,3.7659,58.2981,20.4777,4.3764,,,,,,,,8.19,0.2909
99,0.0049,6011,0.328,30.17,20.6,-1502.75,0.4368,19.5188,6.3227,85.0922,9.2007,0.0862,5.4961,50.1899,64.2199,118.2566,1.67,1.0643,2.7099,0.5029,2.9706,45.3306,43.7804,3.9871,22.99,1.22,10.97,0.5209,5.6738,1.5269,,11.78,0.4565
100,0.0142,352,0.882,3.57,10.66,-5443,1.9935,25.1991,2.5953,84.8178,8.7947,0.2519,3.064,50.2004,63.9947,118.7708,1.4715,1.6137,3.4787,1.458,8.6167,51.9971,28.6441,3.8834,12.46,1.15,5.6941,0.4991,3.0934,1.5614,,12.5,0.2525
101,0.0267,336,0.505,4.26,8.18,-5668,1.853,13.2401,2.3025,85.4507,9.3851,0.1506,2.5224,50.4554,63.8228,118.528,1.3918,0.9444,1.8145,2.7999,4.8772,74.713,13.3243,7.2149,,,,,,,17.4419,7.93,0.1562
102,0.0216,168,0.415,14.48,4.22,-6274.75,1.8835,19.1157,5.2036,85.4138,10.9634,0.1445,1.3302,50.3803,64.2949,118.8972,1.0685,0.9444,2.8007,2.2588,3.9783,22.3427,9.8885,3.8427,21.85,1.12,10.0909,0.429,5.3197,1.3774,34.9682,420.24,1.4316
103,0.0138,552,0.851,6.07,7.61,-5609.5,1.8678,25.1991,1.8371,85.4507,9.3851,0.2712,2.4092,50.4554,63.8228,118.528,1.4715,1.6137,3.4787,1.4215,8.3126,36.3482,11.5089,7.9757,23.57,1.73,11.6194,0.8075,5.7436,2.1401,,9.6,0.3488
104,0.0122,302,0.505,13.2,7.93,-6487.25,1.8753,23.0757,5.1015,85.2575,9.094,0.1478,2.378,50.249,64.235,119.6672,1.5291,0.9721,3.2848,1.2562,4.9785,52.1988,49.8401,3.0643,16.86,1.07,8.5397,0.4384,4.1786,1.3381,16.3114,8.14,0.3811
105,0.022,623,0.881,15.55,4.24,-6361.5,1.8895,26.5052,4.9924,85.4138,10.9634,0.2588,1.3332,50.3803,64.2949,118.8972,0.9747,1.0643,3.1702,2.3024,8.4746,26.8126,21.0087,4.9293,18.04,1.19,7.5238,0.4881,4.5109,1.4757,15.6303,8.3,0.2425
106,0.0123,392,0.271,20.52,6.69,-6514,1.882,13.1989,6.6302,84.5407,9.1638,0.1009,1.9875,50.1709,64.2232,119.7114,1.3811,0.9721,2.0627,1.2645,2.6114,37.6059,7.2774,2.6569,20.35,1.54,9.1084,0.6726,5.084,1.8925,19.0844,9.7,0.3356
107,0.0194,532,0.315,16.04,4.77,-6541.25,1.8858,17.6337,4.3593,85.2575,9.094,0.0952,1.4501,50.249,64.235,119.6672,1.3622,0.9721,2.7712,2.0198,2.9504,18.0467,10.1317,4.5789,17.64,1.54,7.8268,0.7114,4.4152,1.858,23.2934,7.09,0.3834
108,0.0129,1270,0.382,16.17,6.78,-5147.25,1.983,13.1989,4.2394,85.2575,9.094,0.1033,1.8705,50.249,64.235,119.6672,1.3811,0.9721,2.0627,1.331,3.6777,42.5125,40.7596,3.8763,17.11,1.35,8.16,0.5537,4.2717,1.6666,8.8252,8.1,0.2206
109,0.0195,385,0.57,15.9,7.62,-6485.5,1.888,13.1989,6.0052,84.5407,9.1638,0.1915,2.111,50.1709,64.2232,119.7114,1.3811,1.6137,2.0627,2.0322,5.589,31.5931,21.7446,3.0681,16.44,0.89,7.5256,0.3607,4.1094,1.1777,,7.57,0.3447
110,0.0111,702,0.333,17.18,9.69,-5409,1.9937,26.5052,10.5455,84.3324,8.9336,0.1029,2.6225,50.5527,64.2529,116.7828,0.9747,1.2596,3.1702,1.1393,3.167,39.7404,8.8018,8.9582,13.84,1.08,6.4651,0.4194,3.3728,1.3798,34.1139,6.1,0.3432
111,0.0109,389,0.363,11.99,7.72,-6463,1.8718,13.4887,4.4095,85.4579,8.6667,0.0924,2.1414,50.2987,64.2122,117.955,1.1799,1.6137,1.9792,1.1213,3.5214,60.8267,36.3109,11.8816,23.21,2.11,10.5881,0.9196,5.7646,2.6313,15.445,8.09,0.2669
112,0.0175,259,0.327,21.71,7.53,-5301,1.9775,15.0317,10.0152,83.8746,9.2658,0.1047,2.0661,50.2261,64.3328,119.104,1.1988,1.0643,2.2112,1.8212,3.0719,30.1132,21.928,4.2277,19.12,1.2,8.4693,0.5347,4.7689,1.4996,8.049,8.42,0.2889
113,0.1879,203,0.244,16.99,8.53,-5401.75,2.019,24.782,6.2614,84.3585,8.7495,0.0797,2.6285,50.4362,64.2234,117.7078,1.2577,1.2596,3.1394,19.7458,2.3444,25.9043,10.1527,5.5089,18.55,2.16,9.2407,0.814,4.5677,2.6295,,9.6,0.1361
114,0.0068,674,0.42,15.24,5.19,-6470.75,1.8893,22.599,4.7975,85.4138,10.9634,0.1377,1.5798,50.3803,64.2949,118.8972,0.9454,1.6137,2.9113,0.6964,4.0454,23.6427,46.3803,2.6085,17.25,1.81,7.6035,0.7445,4.3064,2.2095,,8.26,0.3699
115,0.0122,692,1.127,17.62,11.59,-5432.75,1.9748,19.5188,6.1942,85.8965,9.2405,0.3187,3.7869,50.157,64.0502,119.2274,1.67,1.0643,2.7099,1.2543,11.506,60.3792,26.6958,4.5405,27.75,11.42,10.3714,4.6523,6.8298,15.6096,,11.6,0.2934
116,0.0193,3597,0.569,14.62,5.32,-5856.75,1.8845,21.3466,5.6058,84.5407,9.1638,0.1734,1.937,50.1709,64.2232,119.7114,1.226,1.6137,2.8235,2.0111,5.5471,36.4654,7.7077,5.0435,21.46,0.94,9.3535,0.3813,5.3051,1.2672,37.3879,9.72,0.2309
117,0.0203,793,0.739,13.73,7.87,-5657.75,1.97,19.5188,4.6159,85.2575,9.094,0.2019,2.1839,50.249,64.235,119.6672,1.67,1.2596,2.7099,2.1082,7.151,47.0653,15.4779,4.2331,20.78,1.72,9.8987,0.7623,5.1693,2.1397,18.6262,7.77,0.2937
118,0.0245,717,0.501,11.37,7.67,-5560.75,1.9817,26.5052,4.893,83.8746,9.2658,0.1461,2.2732,50.2261,64.3328,119.104,0.9747,1.0643,3.1702,2.5645,4.8603,30.6754,10.5064,3.9785,,,,,,,12.452,11.5,0.3543
119,0.0131,210,1.06,16.87,12.58,-5474.25,1.9945,13.1989,6.1812,84.1874,10.6376,0.2818,3.6673,50.6882,64.7132,118.8356,1.3811,1.1828,2.0627,1.3431,10.5896,39.241,17.5016,6.7515,21.84,2.55,9.3309,1.1332,5.4045,3.1086,79.4174,5.95,0.4257
120,0.0128,460,0.241,7.39,4.07,-5600.5,1.977,23.9769,5.5903,85.324,9.6272,0.072,1.4479,50.4945,64.1596,117.796,1.1048,1.0516,2.9815,1.3188,2.2036,13.3864,8.8177,5.882,19.88,1.18,8.4922,0.5261,4.9527,1.4517,10.3422,10.2401,0.2349
121,0.0115,2481,0.747,16.06,9.03,-6068.75,1.779,13.1989,6.0191,85.2487,10.0686,0.251,2.4399,50.6755,64.3085,117.7568,1.3811,1.2596,2.0627,1.1821,7.5481,26.5827,14.1933,5.2434,16.86,0.3,7.1917,0.1241,4.0981,0.411,22.3384,8.98,0.1733
122,0.0096,492,0.497,12.08,3.08,-5306.5,1.9827,18.7645,5.1878,85.324,9.6272,0.1447,0.9455,50.4945,64.1596,117.796,1.5099,0.8687,2.3759,0.9888,4.7223,13.5553,13.2963,3.8422,18.94,1.51,9.2137,0.5761,4.7254,1.8271,20.7532,10.89,0.3306
123,0.0206,1909,0.541,15.66,5.36,-6030.25,1.9933,19.2335,5.4207,85.8965,9.2405,0.159,1.3822,50.157,64.0502,119.2274,1.315,0.8531,2.3669,2.1512,5.0648,15.135,10.9189,5.6565,14.96,1.37,6.5567,0.5793,3.6778,1.6806,13.908,9.61,0.1815
124,0.0058,206,0.433,19.74,7.01,-5653.75,2.0232,21.1544,10.8187,84.8178,8.7947,0.1232,1.6351,50.2004,63.9947,118.7708,1.5397,1.0148,2.7105,0.5947,4.2677,36.5861,37.4184,6.9899,14.44,1.12,6.9594,0.4481,3.6414,1.4843,22.5185,8.46,0.4406
125,0.0056,1132,0.32,8.19,5.39,-5418.25,1.9705,22.5106,4.632,85.7375,9.0998,0.0987,1.8701,50.1482,64.0107,119.5608,1.2188,0.8687,2.9181,0.5697,2.9341,17.1764,42.497,4.5661,17.07,0.87,7.6483,0.3395,4.2018,1.2031,60.273,10.21,0.3855
126,0.014,266,0.82,8.66,3.18,-5641.25,1.9843,23.0757,5.9099,85.8965,9.2405,0.2488,0.8625,50.157,64.0502,119.2274,1.5291,0.9721,3.2848,1.4389,8.2316,15.2055,12.4782,4.5031,22.77,0.49,9.7263,0.1878,5.5788,0.6065,9.0351,9.05,0.3143
127,0.0122,293,1.071,18.87,5.61,-5538.5,2.0003,21.1544,10.8403,84.8178,8.7947,0.302,1.7883,50.2004,63.9947,118.7708,1.5397,1.4085,2.7105,1.2541,10.5989,33.4762,50.911,9.7749,16.65,1.44,7.1179,0.6424,4.0078,1.9166,17.6666,8.6801,0.3008
128,0.0111,347,0.338,18.71,6.35,-5261.75,1.993,19.5188,10.5065,84.3324,8.9336,0.0819,1.8931,50.5527,64.2529,116.7828,1.67,0.8531,2.7099,1.1415,3.1538,21.0039,11.6177,9.7437,28.35,6.84,12.0019,2.8545,6.9347,9.3791,,8.52,0.3505
129,0.0152,878,0.346,10.93,4.47,-5587.75,1.9705,17.799,5.4333,83.8746,9.2658,0.1258,1.2882,50.2261,64.3328,119.104,1.368,0.8531,2.4139,1.5756,3.2434,13.0755,17.0474,12.1704,15.36,1.63,7.138,0.6653,3.7552,2.0042,25.3161,9.57,0.3005
130,0.021,579,0.52,11.28,6.29,-5531.5,2.0303,23.9769,5.4041,84.3585,8.7495,0.1529,1.7625,50.4362,64.2234,117.7078,1.1048,0.8531,2.9815,2.1936,4.7927,15.1588,14.4191,80.0406,13.91,0.67,5.4206,0.2568,3.4843,0.8181,25.9372,8.3,0.2815
131,0.0121,556,0.342,16.45,6.45,-5456.25,1.9972,13.1989,5.1967,85.324,9.6272,0.1054,1.9027,50.4945,64.1596,117.796,1.3811,1.0643,2.0627,1.2438,3.1205,15.0065,46.8326,4.6823,15.93,1.44,6.6333,0.5656,3.9831,1.7869,17.9238,11.21,0.562
132,0.0166,591,0.371,17.84,14.45,-5683.75,2.0173,22.5106,5.9225,85.6626,9.1502,0.0988,3.8281,50.2288,64.1871,119.3708,1.2188,0.8687,2.9181,1.7284,3.4419,39.885,17.7485,7.9816,19.05,1.61,9.1163,0.6061,4.7381,1.9693,,11.39,0.8681
133,0.0095,2366,0.256,9.09,10.84,-6563.75,1.8005,17.6337,4.788,84.7166,8.8388,0.0861,3.625,50.3916,64.1968,111.7128,1.3622,,2.7712,0.9767,2.3036,22.162,20.1396,8.3412,12.26,0.69,5.612,0.2811,3.097,0.9176,17.8027,6.43,0.2673
134,0.0101,180,0.69,11.41,5.35,-5559,1.9682,25.5822,6.2297,83.8746,9.2658,0.1918,1.6577,50.2261,64.3328,119.104,1.4215,1.2374,3.6303,1.0448,6.6944,21.7077,15.2394,6.3557,,,,,,,22.6166,283.03,0.4809
135,0.0199,570,0.182,11.2,4.2,-5499.75,1.9685,18.7645,6.3071,83.8746,9.2658,0.0559,1.3482,50.2261,64.3328,119.104,1.5099,1.4085,2.3759,2.0754,1.7165,34.4751,38.862,3.5526,,,,,,,13.3978,11.32,0.2306
136,0.0147,131,0.573,11.49,5.08,-6353.5,1.8835,21.3466,4.571,85.4579,8.6667,0.1774,1.3659,50.2987,64.2122,117.955,1.226,1.4085,2.8235,1.5155,5.5117,31.2189,11.8576,4.2778,19.48,1.57,8.5329,0.7366,4.8644,1.929,10.8972,6.29,0.3894
137,0.0051,691,0.271,18.53,6,-6599.25,1.8888,21.3466,6.3297,84.5407,9.1638,0.0841,1.9873,50.1709,64.2232,119.7114,1.226,1.0148,2.8235,0.5256,2.6218,30.1203,12.9853,4.1014,,,,,,,16.9639,11.73,0.3447
138,0.0139,484,0.838,12.51,6.77,-6413.5,1.8873,13.1989,5.5001,85.4138,10.9634,0.2764,2.1155,50.3803,64.2949,118.8972,1.3811,1.4085,2.0627,1.4308,8.1072,47.578,46.6331,5.8451,19.16,1.82,9.1432,0.7867,4.7722,2.2326,17.565,7.95,0.4383
139,0.0094,367,0.574,14.14,6.61,-6569.5,1.8785,22.599,6.6792,84.5407,9.1638,0.1443,2.0671,50.1709,64.2232,119.7114,0.9454,0.8687,2.9113,0.9691,5.5635,33.7427,18.9352,2.9868,20.08,0.9,10.0572,0.343,4.9624,1.2315,23.0494,9.84,0.3066
140,0.0167,415,0.339,22.45,10.29,-6480.5,1.8815,27.1972,10.8672,86.1197,9.043,0.1307,2.5349,50.36,63.8744,117.6784,1.2834,1.5012,3.1423,1.7361,3.2102,26.8791,26.9478,5.6057,,,,,,,15.691,10.13,0.2431
141,0.0157,330,0.137,21.2,6.23,-6364.25,1.888,27.1972,10.3165,86.1197,9.043,0.0465,1.6856,50.36,63.8744,117.6784,1.2834,1.5012,3.1423,1.6353,1.2488,12.4185,29.3084,4.7049,13.13,0.41,5.8409,0.1491,3.2704,0.553,20.1018,10.13,0.2431
142,0.0155,497,0.37,10.63,6.04,-6473.25,1.8873,22.5106,5.8079,84.5407,9.1638,0.1213,1.8819,50.1709,64.2232,119.7114,1.2188,0.6652,2.9181,1.5945,3.5731,29.3435,14.2926,3.2202,,,,,,,30.0429,8.84,0.5306
143,0.0118,7669,0.261,20.65,9,-3293.5,0.893,18.7645,10.4239,84.0432,8.7487,0.087,2.9389,50.2849,64.3732,118.7784,1.5099,0.6652,2.3759,1.2177,2.3343,16.3701,55.4851,5.1006,21.06,2.23,9.1664,0.9337,5.2051,2.7656,24.2987,11.94,0.2735
144,0.0119,7673,0.17,21.28,7.14,-1918.25,0.4445,22.5106,10.6706,85.1197,9.1784,0.0531,2.2569,50.2165,64.229,118.771,1.2188,1.2374,2.9181,1.2224,1.5612,21.4995,37.145,79.8006,22.16,1.53,11.2193,0.6714,5.4714,1.9071,11.4038,12.21,0.4722
145,0.0052,602,0.343,16.32,6.95,-5478.25,1.964,22.5106,5.1773,85.7375,9.0998,0.1126,2.0142,50.1482,64.0107,119.5608,1.2188,0.8687,2.9181,0.5262,3.3201,31.8914,21.5174,5.6109,,,,,,,18.3453,8.74,0.4067
146,0.0204,241,0.326,13.87,7.79,-6472.5,1.8952,18.7645,4.3737,85.4579,8.6667,0.0897,2.3076,50.2987,64.2122,117.955,1.5099,1.4085,2.3759,2.1221,3.1011,50.6639,34.5203,5.6323,21.59,1.42,9.387,0.5751,5.3402,1.9122,18.457,7.11,0.3043
147,0.0208,3027,0.757,12.48,3.82,-6235.25,1.993,25.5822,4.8677,85.8965,9.2405,0.2106,1.3938,50.157,64.0502,119.2274,1.4215,1.3055,3.6303,2.1742,7.1548,18.1015,12.3028,14.1562,20.73,1.1,9.3027,0.4169,5.1476,1.3187,18.9165,8.27,0.1878
148,0.0074,473,1.145,17.21,5.42,-6449.75,1.8915,27.1972,11.3583,84.8178,8.7947,0.2927,1.8092,50.2004,63.9947,118.7708,1.2834,1.4348,3.1423,0.7613,11.343,37.4136,15.3855,7.4708,19.64,1.66,9.2579,0.708,4.8715,2.0447,35.0315,11.47,0.3232
149,0.0202,2029,0.243,11.04,11.18,-6169.5,1.7675,18.9433,5.0914,84.8723,8.755,0.0821,3.415,50.3957,64.0838,117.326,1.3555,0.6652,2.3807,2.1065,2.1872,23.8455,17.0593,4.255,17.2,1.33,7.1189,0.5761,4.2435,1.6337,14.6457,8.29,0.2435
150,0.0127,495,0.361,21.54,5.51,-5550.5,2.013,28.2839,10.5846,86.1197,9.043,0.1208,1.4943,50.36,63.8744,117.6784,1.2795,1.4348,3.3742,1.3085,3.4545,14.6781,11.7522,2.5666,17.63,0.93,7.9136,0.3677,4.4111,1.1206,18.6258,10.13,0.2431
151,0.0125,422,0.323,12.01,9.4,-5448.5,1.975,16.3972,10.1559,85.1594,8.8741,0.1081,2.2766,50.2518,64.1363,120.883,1.2579,0.8531,2.3943,1.2833,2.9768,54.05,9.5139,5.7994,,,,,,,,11.18,0.2652
152,0.0127,599,0.74,17.21,5.98,-6352,1.9033,18.7645,4.8101,85.4138,10.9634,0.248,1.8159,50.3803,64.2949,118.8972,1.5099,0.8687,2.3759,1.3212,7.2844,39.8156,31.7482,14.0334,20.59,1.55,9.5606,0.7115,5.0669,1.9007,18.5945,8.7,0.2955
153,0.0152,1863,0.291,10.48,4.49,-5098.25,2.0083,25.5822,6.0981,85.794,8.7599,0.0817,1.4581,50.3802,63.9715,117.6882,1.4215,1.3055,3.6303,1.5639,2.7169,18.4579,14.9377,4.3131,18.45,1.66,8.8969,0.7195,4.512,2.0713,15.0223,9.08,0.1497
154,0.0123,145,0.284,13.62,9.01,-6362.5,1.9012,22.5106,4.8639,85.4579,8.6667,0.091,2.4717,50.2987,64.2122,117.955,1.2188,0.8687,2.9181,1.261,2.7312,64.0186,40.9515,4.5816,21.84,1.53,10.2357,0.7361,5.4453,1.9029,8.6607,8.1,0.1188
155,0.0111,198,0.738,16.08,3.72,-6290.25,1.8942,23.8911,7.346,84.818,8.6309,0.2028,1.0653,50.2512,64.2144,117.4996,1.2723,0.6652,2.9731,1.1404,7.4474,19.265,60.914,6.1265,17.61,0.83,8.7864,0.346,4.3273,1.1286,11.9065,9.08,0.2787
156,0.0111,565,0.533,14.93,6.54,-5389.25,1.9718,22.1896,6.1246,85.6626,9.1502,0.1441,2.1771,50.2288,64.1871,119.3708,1.2484,0.8687,2.897,1.143,4.9753,22.8149,14.8656,4.0794,16.66,1.01,8.4877,0.4212,4.0639,1.3778,18.6842,6.99,0.3379
157,0.0055,574,0.322,17.84,3.55,-6538.75,1.8808,16.5258,6.6825,84.5407,9.1638,0.0963,1.0708,50.1709,64.2232,119.7114,1.5714,1.2374,2.3415,0.5658,3.1732,25.4997,7.2331,4.1329,18.15,1.68,8.3114,0.7505,4.487,2.066,33.1318,10.45,0.3497
158,0.0081,582,0.824,15.99,6.63,-6349.5,1.8818,21.3122,7.5104,84.818,8.6309,0.241,1.7701,50.2512,64.2144,117.4996,1.3012,1.1126,2.7779,0.8327,8.2543,19.3947,22.4486,4.6202,21.11,1.44,9.2421,0.6358,5.2717,1.77,10.4638,6.11,0.3094
159,0.0177,481,0.273,21.99,9.73,-5599.5,1.9922,25.2959,10.915,85.2804,9.2436,0.0736,2.9778,50.4371,64.2175,118.3534,1.016,1.2397,3.5105,1.843,2.4663,18.2594,11.1184,5.0499,19.17,1.01,8.0983,0.3733,4.7003,1.3805,40.9011,11.58,0.5262
160,0.021,1020,0.353,20.83,4.66,-5645.25,2.008,25.2959,10.0971,84.9798,8.3754,0.1159,1.5036,50.2413,63.8874,118.0962,1.016,0.7013,3.5105,2.1942,3.3993,19.0785,47.9589,4.1597,9.8,0.21,4.2509,0.0856,2.3773,0.2886,24.2088,5.7,0.3433
161,0.0106,550,0.276,20.44,11.47,-5447.75,1.9783,18.4097,11.256,85.7375,9.0998,0.0845,3.3819,50.1482,64.0107,119.5608,1.5296,1.2397,2.6778,1.0869,2.5585,30.4472,6.3848,4.3997,19.33,0.82,8.9693,0.3875,4.7555,1.1109,14.3717,8.01,0.423
162,0.022,608,0.37,18.27,5.84,-5501,1.9903,25.2959,10.0639,84.9798,8.3754,0.109,1.6645,50.2413,63.8874,118.0962,1.016,0.7013,3.5105,2.3008,3.5528,18.5792,53.2734,4.6931,15.76,1.2,8.19,0.5571,3.9262,1.4882,22.8057,5.72,0.435
163,0.0117,5921,0.793,12.96,7.08,-4228,1.326,22.1896,4.8046,84.8723,8.755,0.2342,2.1704,50.3957,64.0838,117.326,1.2484,1.0148,2.897,1.2075,7.3013,18.6838,11.1627,3.1144,15.67,1.01,6.9765,0.4145,3.8871,1.2725,,439.05,1.2098
164,0.0146,1238,0.331,15.19,6.33,-5645.5,2.009,19.9788,10.0686,86.1197,9.043,0.1005,1.7559,50.36,63.8744,117.6784,1.2793,0.7013,2.8813,1.5056,3.1142,16.1988,8.253,5.0091,10.85,1.01,4.9646,0.4172,2.624,1.366,12.1581,10.13,0.2431
165,0.0064,1322,1.005,10.44,5.33,-5596.5,2.0055,18.4097,7.0678,85.794,8.7599,0.3681,1.7375,50.3802,63.9715,117.6882,1.5296,0.7013,2.6778,0.6586,10.1642,15.668,35.5113,5.1202,,,,,,,33.001,6.58,0.3535
166,0.0209,894,0.185,14.07,6.07,-5750,2.0215,23.2195,10.3256,84.9798,8.3754,0.0609,2.0137,50.2413,63.8874,118.0962,1.2043,1.2482,2.9881,2.1797,1.7627,28.2725,38.1575,5.6383,10.48,1.67,4.4968,0.714,2.5441,2.2984,21.8333,6.01,0.3576
167,0.0151,820,0.26,12.11,8.9,-5384.25,1.9977,25.2959,10.3893,84.87,9.4832,0.0891,2.4386,50.381,64.23,118.205,1.016,1.2397,3.5105,1.5684,2.4171,20.8582,4.9742,4.1607,19.71,1.75,8.9499,0.8339,4.8933,2.1479,21.2832,9.84,0.2547
168,0.0186,197,0.369,23.08,8.14,-5581,2.0133,23.2195,11.0069,84.9798,8.3754,0.1324,2.1434,50.2413,63.8874,118.0962,1.2043,1.2482,2.9881,1.9393,3.5755,29.5714,41.3195,4.2477,13.33,0.59,6.4317,0.2299,3.3752,0.797,28.2854,5.65,0.264
169,0.0204,2584,0.334,14.64,6.64,-6063,1.9905,25.2959,10.2472,84.87,9.4832,0.117,1.9124,50.381,64.23,118.205,1.016,0.8555,3.5105,2.1285,3.1129,16.4244,12.5394,3.5123,20.16,1.26,9.1316,0.4789,4.9712,1.6958,,7.69,0.1731
170,0.0145,789,0.351,26.99,9.87,-5508.75,1.9865,18.4097,10.8105,85.8965,9.2405,0.1348,2.5839,50.157,64.0502,119.2274,1.5296,0.8555,2.6778,1.4992,3.3568,35.1527,33.5842,3.4245,16.54,1.04,8.0918,0.4067,4.1218,1.4115,21.8501,9.53,0.3139
171,0.0061,1312,0.673,13.41,4.89,-5707.5,1.9772,25.2959,1.7179,85.7375,9.0998,0.2251,1.4228,50.1482,64.0107,119.5608,1.016,0.8555,3.5105,0.6266,6.4064,21.0361,38.1567,4.7373,18.12,2.34,8.169,0.9518,4.5321,2.8542,,12.55,0.307
172,0.0159,7708,0.37,20.96,12.26,-5073.25,1.3408,18.4097,10.8918,84.0432,8.7487,0.1028,3.1379,50.2849,64.3732,118.7784,1.5296,1.2397,2.6778,1.6433,3.3912,28.3823,8.7642,4.5867,15.76,1.04,7.1819,0.4787,3.9258,1.4033,31.0985,10.13,0.2431
173,0.0657,441,0.376,12.7,4.41,-6377.5,1.8877,14.5888,4.6118,85.4579,8.6667,0.1218,1.7253,50.2987,64.2122,117.955,1.4905,0.8555,1.7568,7.2347,3.6302,25.2844,34.6218,4.0815,,,,,,,29.0954,9.98,0.3901
174,0.0064,334,0.37,17.54,7.52,-5535.25,1.998,22.0117,10.9954,85.8965,9.2405,0.1077,1.8321,50.157,64.0502,119.2274,1.2049,1.0931,3.2847,0.6562,3.6022,26.2606,43.5935,4.8537,18.1,0.83,7.8275,0.3005,4.4751,1.0373,21.9991,7.98,0.4176
175,0.013,617,0.232,16.37,8.38,-6425,1.891,14.5888,5.2925,85.4579,8.6667,0.0758,2.2865,50.2987,64.2122,117.955,1.4905,1.0931,1.7568,1.3395,2.2617,63.8935,29.5892,2.8615,,,,,,,31.08,9.69,0.1778
176,0.0049,319,0.518,12.24,5.05,-6274.75,1.8947,14.5888,5.9688,84.818,8.6309,0.1452,1.3416,50.2512,64.2144,117.4996,1.4905,0.8555,1.7568,0.5047,4.8519,9.5035,7.4281,4.8792,22.45,0.83,10.6287,0.3742,5.4814,1.0853,15.4662,8.97,0.2503
177,0.0066,240,0.367,12.48,6.62,-5529.25,1.9773,14.5888,6.4882,83.8465,8.8945,0.1095,1.9131,50.2262,64.3323,118.5286,1.4905,1.2397,1.7568,0.6741,3.3542,16.781,10.6539,5.3609,16.48,1.01,6.9453,0.4094,4.1098,1.268,,8.97,0.2503
178,0.0056,311,0.615,16.97,5.11,-5442.25,2.0183,22.0117,6.5417,84.818,8.6309,0.1718,1.8194,50.2512,64.2144,117.4996,1.2049,1.0931,3.2847,0.5712,5.9593,14.6594,11.9843,2.4109,23.44,1.63,9.9808,0.6849,5.7163,2.1372,15.4662,6.11,0.3094
179,0.0061,387,0.375,11.87,8.93,-6149.25,1.901,18.4348,5.5436,85.1572,9.8481,0.1102,2.469,50.8428,64.5164,117.667,1.4656,0.8555,2.4201,0.6189,3.3606,15.9382,17.3649,3.008,13.84,0.98,6.5313,0.3977,3.4517,1.2097,15.4662,8.8,0.2212
180,0.0065,656,0.36,20.86,7.29,-5664,1.9855,18.4097,10.7788,85.7375,9.0998,0.1011,2.2651,50.1482,64.0107,119.5608,1.5296,0.7013,2.6778,0.663,3.2936,21.6049,14.6159,5.2476,21.52,1.51,9.518,0.5768,5.3419,2.0375,21.5469,10.12,0.2024
