,F153,F157,F159,F198,F200,F201,F21,F252,F26,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F407,F411,F426,F470,F471,F474,F476,F524,F525,F550,F551,F553,F554,F556,F557,F569,F574,F578,F72
80,0.0093,,311.0,0.847,17.57,16.99,-5537.5,5.4718,1.9648,17.4657,,5.8072,85.1197,9.1784,0.2756,50.2165,7.2005,64.229,118.771,1.3384,2.1434,0.9558,8.6485,7.3866,52.7055,40.8689,9.2501,9.4725,24.21,1.95,10.1871,0.8491,5.9677,2.4299,9.9519,3.6866,0.0218,159.8718
81,0.0092,,378.0,1.342,19.08,14.04,-5349.25,4.3467,2.0063,39.8882,,6.0691,84.1874,10.6376,0.3832,50.6882,6.3361,64.7132,118.8356,1.7597,4.7897,0.9416,14.1335,4.0934,53.3957,25.1927,7.3249,5.1025,18.06,0.32,7.8946,0.1342,4.508,0.4336,13.4117,2.3189,0.018,161.1416
82,0.0122,,424.0,0.256,22.69,7.5,-5495.75,2.5844,1.9688,36.4053,,9.9304,83.8746,9.2658,0.074,50.2261,7.1008,64.3328,119.104,1.482,4.2603,1.2543,2.3519,9.2721,25.3071,18.9788,4.4725,5.3787,18.25,1.46,8.5986,0.5797,4.5583,1.8161,29.6955,4.5061,0.0278,138.3167
83,0.011,,527.0,0.406,17.17,7.31,-6518.25,4.1884,1.8967,19.6939,,4.7173,85.4579,8.6667,0.1284,50.2987,,64.2122,117.955,1.7597,2.5605,1.129,3.9708,3.1065,49.0923,33.5899,7.4388,9.1267,19.61,2.36,9.7629,0.983,4.8311,2.8625,27.8484,2.913,,
84,0.0245,,7791.0,0.506,14.89,5.94,-4556.0,4.9641,1.3362,39.8882,,5.9844,85.1197,9.1784,0.1762,50.2165,3.1079,64.229,118.771,1.1227,4.7897,2.5063,5.0212,6.3465,20.2083,15.8872,8.6617,8.2911,20.53,1.09,8.9414,0.5022,5.0912,1.3239,,2.5261,0.0298,153.8696
85,0.0161,0.0331,530.0,0.666,8.71,4.62,-5432.5,2.2533,2.0345,26.9809,0.01,5.4033,84.3324,8.9336,0.1831,50.5527,4.5035,64.2529,116.7828,1.7597,3.5829,1.659,6.2146,9.9812,23.6945,7.348,3.8701,8.479,18.23,1.47,7.4353,0.5534,4.4925,1.8423,,137.833,,140.0402
86,0.0202,,745.0,0.197,12.45,9.16,-5677.75,2.179,1.9985,26.9809,,4.9523,84.8723,8.755,0.0626,50.3957,5.2951,64.0838,117.326,1.7597,3.5829,2.0999,1.8058,7.1093,25.6771,14.5221,3.7779,5.1275,19.49,1.54,8.9166,0.5847,4.7668,1.9149,10.5839,137.833,,138.6505
87,0.0122,,1657.0,0.986,5.07,9.36,-6174.5,3.3278,1.881,23.9769,,2.4657,84.8178,8.7947,0.3105,50.2004,,63.9947,118.7708,1.0643,2.9815,1.2446,9.5157,12.0556,72.3139,15.2609,5.7451,8.3514,15.14,1.26,6.3555,0.5134,3.6717,1.68,18.8467,3.6157,0.02,
88,0.0137,,296.0,1.149,4.94,5.49,-5367.75,2.0419,2.0093,25.1991,,1.8788,84.8178,8.7947,0.3223,50.2004,,63.9947,118.7708,1.0643,3.4787,1.4003,11.1861,12.2571,40.5349,18.3601,3.4952,4.3785,10.6,1.7,5.1243,0.723,2.6394,2.2931,,3.6182,0.0372,
89,0.0133,,531.0,0.45,7.12,5.86,-5393.25,2.1536,1.9872,23.0757,,5.171,85.6591,8.8249,0.1278,50.3878,2.9768,64.1536,118.3554,,3.2848,1.3796,4.142,11.9746,13.8468,13.502,3.7336,6.0364,17.19,1.38,7.5693,0.6208,4.3156,1.7451,18.4387,137.833,0.0201,133.2373
90,0.0133,,578.0,1.048,7.13,5.44,-5594.25,2.2055,1.8807,25.1991,,1.6574,85.4507,9.3851,0.3008,50.4554,,63.8228,118.528,1.0643,3.4787,1.3617,10.3196,12.9399,33.6344,14.6237,3.767,4.0921,17.33,1.14,8.3166,0.496,4.3101,1.4165,23.416,2.3605,,
91,0.0142,,5703.0,0.461,15.91,2.88,-2665.5,4.3757,0.8912,20.4695,,6.6879,85.0716,8.6942,0.1365,50.5287,2.8184,64.3976,118.0626,1.2895,2.7358,1.4659,4.4261,5.1356,19.3648,11.5465,7.4077,7.725,15.54,1.58,6.9851,0.6301,3.8789,1.9675,24.9979,4.1245,0.0277,150.9662
92,0.0135,,527.0,0.429,17.45,10.24,-5527.0,2.4838,1.984,39.8882,,10.4385,85.6626,9.1502,0.1132,50.2288,4.7686,64.1871,119.3708,1.1227,4.7897,1.3959,4.0658,8.5949,55.4771,6.0868,4.2343,5.8979,15.55,1.49,7.2787,0.5661,3.8498,1.8542,25.1366,4.1245,,143.7165
93,0.0134,,7716.0,0.266,13.22,9.81,-4695.25,2.8538,1.3355,22.7269,,5.1677,84.7166,8.8388,0.0733,50.3916,2.7571,64.1968,111.7128,,3.1097,1.3778,2.4099,8.1614,26.5079,8.7293,4.8872,4.5986,,,,,,,26.4531,3.4939,,139.5132
94,0.0167,,663.0,0.437,7.29,6.67,-5491.5,4.3197,1.9898,17.6337,,5.2074,85.0716,8.6942,0.1232,50.5287,4.1041,64.3976,118.0626,0.9721,2.7712,1.7213,4.0185,13.5601,16.3471,7.8537,7.4813,3.0608,,,,,,,9.9956,137.833,,140.0355
95,0.0187,,619.0,0.245,9.5,7.81,-5463.25,2.1928,2.0063,16.3972,,4.8712,84.9052,9.7997,0.0794,50.6596,2.5249,64.2828,118.1188,,2.3943,1.9383,2.2287,8.7713,21.7283,11.4258,3.794,6.7956,,,,,,,16.7745,2.9696,,136.0674
96,0.0122,,5480.0,1.033,15.66,7.92,-2609.25,2.0666,0.8925,24.1213,,5.9438,85.6039,8.7588,0.3593,50.179,5.131,64.1668,118.6704,1.1227,3.2122,1.2508,10.569,4.5481,31.2499,36.4566,3.5701,6.8054,23.42,1.63,10.5828,0.6168,5.6924,2.2249,6.4671,3.3384,0.0095,162.0085
97,0.0143,,167.0,0.454,4.01,9.33,-5497.75,2.701,2.0083,25.1991,,1.7279,84.8178,8.7947,0.1433,50.2004,,63.9947,118.7708,1.6137,3.4787,1.4744,4.4178,9.0952,66.6321,39.095,4.6515,4.4605,13.86,1.01,6.195,0.4616,3.3481,1.2891,,3.5301,,
98,0.0141,,592.0,0.392,9.74,9.79,-5522.25,2.1089,1.87,23.9769,,2.0899,85.4507,9.3851,0.1287,50.4554,,63.8228,118.528,1.6137,2.9815,1.4541,3.7659,10.4369,58.2981,20.4777,3.6173,4.3764,,,,,,,,2.8864,,
99,0.0049,,6011.0,0.328,30.17,20.6,-1502.75,3.1925,0.4368,19.5188,,6.3227,85.0922,9.2007,0.0862,50.1899,6.7412,64.2199,118.2566,1.0643,2.7099,0.5029,2.9706,17.2001,45.3306,43.7804,5.5214,3.9871,22.99,1.22,10.97,0.5209,5.6738,1.5269,,4.089,0.0199,131.7086
100,0.0142,,352.0,0.882,3.57,10.66,-5443.0,2.2831,1.9935,25.1991,,2.5953,84.8178,8.7947,0.2519,50.2004,,63.9947,118.7708,1.6137,3.4787,1.458,8.6167,9.9532,51.9971,28.6441,3.8734,3.8834,12.46,1.15,5.6941,0.4991,3.0934,1.5614,,4.32,,
101,0.0267,,336.0,0.505,4.26,8.18,-5668.0,3.2082,1.853,13.2401,,2.3025,85.4507,9.3851,0.1506,50.4554,,63.8228,118.528,0.9444,1.8145,2.7999,4.8772,11.6262,74.713,13.3243,5.4589,7.2149,,,,,,,17.4419,2.4933,,
102,0.0216,,168.0,0.415,14.48,4.22,-6274.75,3.8545,1.8835,19.1157,,5.2036,85.4138,10.9634,0.1445,50.3803,,64.2949,118.8972,0.9444,2.8007,2.2588,3.9783,6.9812,22.3427,9.8885,6.6506,3.8427,21.85,1.12,10.0909,0.429,5.3197,1.3774,34.9682,116.2324,0.0189,
103,0.0138,,552.0,0.851,6.07,7.61,-5609.5,2.3694,1.8678,25.1991,,1.8371,85.4507,9.3851,0.2712,50.4554,,63.8228,118.528,1.6137,3.4787,1.4215,8.3126,11.7576,36.3482,11.5089,4.0307,7.9757,23.57,1.73,11.6194,0.8075,5.7436,2.1401,,2.9717,0.0313,
104,0.0122,,302.0,0.505,13.2,7.93,-6487.25,4.2815,1.8753,23.0757,,5.1015,85.2575,9.094,0.1478,50.249,,64.235,119.6672,0.9721,3.2848,1.2562,4.9785,3.6042,52.1988,49.8401,7.2571,3.0643,16.86,1.07,8.5397,0.4384,4.1786,1.3381,16.3114,2.8505,,
105,0.022,,623.0,0.881,15.55,4.24,-6361.5,2.8887,1.8895,26.5052,,4.9924,85.4138,10.9634,0.2588,50.3803,,64.2949,118.8972,1.0643,3.1702,2.3024,8.4746,8.4532,26.8126,21.0087,4.9618,4.9293,18.04,1.19,7.5238,0.4881,4.5109,1.4757,15.6303,2.8582,0.0194,
106,0.0123,,392.0,0.271,20.52,6.69,-6514.0,2.6602,1.882,13.1989,,6.6302,84.5407,9.1638,0.1009,50.1709,,64.2232,119.7114,0.9721,2.0627,1.2645,2.6114,3.5491,37.6059,7.2774,4.5041,2.6569,20.35,1.54,9.1084,0.6726,5.084,1.8925,19.0844,3.349,0.012,
107,0.0194,,532.0,0.315,16.04,4.77,-6541.25,2.9365,1.8858,17.6337,,4.3593,85.2575,9.094,0.0952,50.249,,64.235,119.6672,0.9721,2.7712,2.0198,2.9504,8.2759,18.0467,10.1317,5.012,4.5789,17.64,1.54,7.8268,0.7114,4.4152,1.858,23.2934,2.4813,0.0322,
108,0.0129,,1270.0,0.382,16.17,6.78,-5147.25,2.4444,1.983,13.1989,,4.2394,85.2575,9.094,0.1033,50.249,,64.235,119.6672,0.9721,2.0627,1.331,3.6777,3.6091,42.5125,40.7596,4.1837,3.8763,17.11,1.35,8.16,0.5537,4.2717,1.6666,8.8252,2.7748,0.0325,
109,0.0195,,385.0,0.57,15.9,7.62,-6485.5,31.7855,1.888,13.1989,,6.0052,84.5407,9.1638,0.1915,50.1709,,64.2232,119.7114,1.6137,2.0627,2.0322,5.589,4.2878,31.5931,21.7446,56.7734,3.0681,16.44,0.89,7.5256,0.3607,4.1094,1.1777,,2.6985,0.0349,
110,0.0111,,702.0,0.333,17.18,9.69,-5409.0,2.4227,1.9937,26.5052,,10.5455,84.3324,8.9336,0.1029,50.5527,5.3369,64.2529,116.7828,1.2596,3.1702,1.1393,3.167,7.5951,39.7404,8.8018,4.1902,8.9582,13.84,1.08,6.4651,0.4194,3.3728,1.3798,34.1139,1.9274,0.0139,149.4235
111,0.0109,,389.0,0.363,11.99,7.72,-6463.0,3.2859,1.8718,13.4887,,4.4095,85.4579,8.6667,0.0924,50.2987,,64.2122,117.955,1.6137,1.9792,1.1213,3.5214,2.8048,60.8267,36.3109,5.6305,11.8816,23.21,2.11,10.5881,0.9196,5.7646,2.6313,15.445,2.9137,,
112,0.0175,,259.0,0.327,21.71,7.53,-5301.0,4.0029,1.9775,15.0317,,10.0152,83.8746,9.2658,0.1047,50.2261,,64.3328,119.104,1.0643,2.2112,1.8212,3.0719,7.8631,30.1132,21.928,6.8926,4.2277,19.12,1.2,8.4693,0.5347,4.7689,1.4996,8.049,2.983,,
113,0.1879,,203.0,0.244,16.99,8.53,-5401.75,2.5798,2.019,24.782,,6.2614,84.3585,8.7495,0.0797,50.4362,4.3251,64.2234,117.7078,1.2596,3.1394,19.7458,2.3444,4.3325,25.9043,10.1527,4.3461,5.5089,18.55,2.16,9.2407,0.814,4.5677,2.6295,,3.4224,0.0049,154.8211
114,0.0068,,674.0,0.42,15.24,5.19,-6470.75,2.8646,1.8893,22.599,,4.7975,85.4138,10.9634,0.1377,50.3803,,64.2949,118.8972,1.6137,2.9113,0.6964,4.0454,8.9105,23.6427,46.3803,4.8337,2.6085,17.25,1.81,7.6035,0.7445,4.3064,2.2095,,2.9867,,
115,0.0122,,692.0,1.127,17.62,11.59,-5432.75,2.664,1.9748,19.5188,,6.1942,85.8965,9.2405,0.3187,50.157,10.8488,64.0502,119.2274,1.0643,2.7099,1.2543,11.506,5.7471,60.3792,26.6958,4.4952,4.5405,27.75,11.42,10.3714,4.6523,6.8298,15.6096,,4.1584,0.0364,163.8571
116,0.0193,,3597.0,0.569,14.62,5.32,-5856.75,2.3568,1.8845,21.3466,,5.6058,84.5407,9.1638,0.1734,50.1709,,64.2232,119.7114,1.6137,2.8235,2.0111,5.5471,5.0632,36.4654,7.7077,3.9829,5.0435,21.46,0.94,9.3535,0.3813,5.3051,1.2672,37.3879,3.4589,,
117,0.0203,,793.0,0.739,13.73,7.87,-5657.75,2.0821,1.97,19.5188,,4.6159,85.2575,9.094,0.2019,50.249,,64.235,119.6672,1.2596,2.7099,2.1082,7.151,2.454,47.0653,15.4779,3.5963,4.2331,20.78,1.72,9.8987,0.7623,5.1693,2.1397,18.6262,2.7984,0.0231,
118,0.0245,,717.0,0.501,11.37,7.67,-5560.75,2.2854,1.9817,26.5052,,4.893,83.8746,9.2658,0.1461,50.2261,,64.3328,119.104,1.0643,3.1702,2.5645,4.8603,4.6301,30.6754,10.5064,3.8732,3.9785,,,,,,,12.452,4.0972,,
119,0.0131,,210.0,1.06,16.87,12.58,-5474.25,2.3293,1.9945,13.1989,,6.1812,84.1874,10.6376,0.2818,50.6882,3.0375,64.7132,118.8356,1.1828,2.0627,1.3431,10.5896,4.4555,39.241,17.5016,3.9418,6.7515,21.84,2.55,9.3309,1.1332,5.4045,3.1086,79.4174,1.9688,0.0254,157.7365
120,0.0128,,460.0,0.241,7.39,4.07,-5600.5,4.9052,1.977,23.9769,,5.5903,85.324,9.6272,0.072,50.4945,3.1753,64.1596,117.796,1.0516,2.9815,1.3188,2.2036,6.5655,13.3864,8.8177,8.788,5.882,19.88,1.18,8.4922,0.5261,4.9527,1.4517,10.3422,3.7078,0.0216,134.9161
121,0.0115,,2481.0,0.747,16.06,9.03,-6068.75,2.899,1.779,13.1989,,6.0191,85.2487,10.0686,0.251,50.6755,3.3212,64.3085,117.7568,1.2596,2.0627,1.1821,7.5481,6.3718,26.5827,14.1933,5.0099,5.2434,16.86,0.3,7.1917,0.1241,4.0981,0.411,22.3384,2.7725,0.022,156.5006
122,0.0096,,492.0,0.497,12.08,3.08,-5306.5,5.1939,1.9827,18.7645,,5.1878,85.324,9.6272,0.1447,50.4945,3.3868,64.1596,117.796,0.8687,2.3759,0.9888,4.7223,7.2693,13.5553,13.2963,9.026,3.8422,18.94,1.51,9.2137,0.5761,4.7254,1.8271,20.7532,3.1054,0.0241,154.3806
123,0.0206,,1909.0,0.541,15.66,5.36,-6030.25,4.9091,1.9933,19.2335,,5.4207,85.8965,9.2405,0.159,50.157,3.4932,64.0502,119.2274,0.8531,2.3669,2.1512,5.0648,6.2567,15.135,10.9189,8.8862,5.6565,14.96,1.37,6.5567,0.5793,3.6778,1.6806,13.908,3.3143,,147.0577
124,0.0058,,206.0,0.433,19.74,7.01,-5653.75,1.8931,2.0232,21.1544,,10.8187,84.8178,8.7947,0.1232,50.2004,,63.9947,118.7708,1.0148,2.7105,0.5947,4.2677,7.4153,36.5861,37.4184,3.3146,6.9899,14.44,1.12,6.9594,0.4481,3.6414,1.4843,22.5185,2.9183,,
125,0.0056,,1132.0,0.32,8.19,5.39,-5418.25,2.9052,1.9705,22.5106,,4.632,85.7375,9.0998,0.0987,50.1482,6.1584,64.0107,119.5608,0.8687,2.9181,0.5697,2.9341,6.3355,17.1764,42.497,4.9266,4.5661,17.07,0.87,7.6483,0.3395,4.2018,1.2031,60.273,3.6026,0.0201,137.1395
126,0.014,,266.0,0.82,8.66,3.18,-5641.25,5.2692,1.9843,23.0757,,5.9099,85.8965,9.2405,0.2488,50.157,3.2323,64.0502,119.2274,0.9721,3.2848,1.4389,8.2316,5.7812,15.2055,12.4782,9.1305,4.5031,22.77,0.49,9.7263,0.1878,5.5788,0.6065,9.0351,3.3063,,151.8301
127,0.0122,,293.0,1.071,18.87,5.61,-5538.5,1.9704,2.0003,21.1544,,10.8403,84.8178,8.7947,0.302,50.2004,,63.9947,118.7708,1.4085,2.7105,1.2541,10.5989,8.6332,33.4762,50.911,3.3972,9.7749,16.65,1.44,7.1179,0.6424,4.0078,1.9166,17.6666,2.8702,,
128,0.0111,,347.0,0.338,18.71,6.35,-5261.75,2.1781,1.993,19.5188,,10.5065,84.3324,8.9336,0.0819,50.5527,2.7931,64.2529,116.7828,0.8531,2.7099,1.1415,3.1538,5.2618,21.0039,11.6177,3.6522,9.7437,28.35,6.84,12.0019,2.8545,6.9347,9.3791,,3.0246,0.0153,141.0587
129,0.0152,,878.0,0.346,10.93,4.47,-5587.75,2.1255,1.9705,17.799,,5.4333,83.8746,9.2658,0.1258,50.2261,2.9138,64.3328,119.104,0.8531,2.4139,1.5756,3.2434,6.7547,13.0755,17.0474,3.8037,12.1704,15.36,1.63,7.138,0.6653,3.7552,2.0042,25.3161,3.1047,0.0338,147.7535
130,0.021,,579.0,0.52,11.28,6.29,-5531.5,4.8794,2.0303,23.9769,,5.4041,84.3585,8.7495,0.1529,50.4362,4.0659,64.2234,117.7078,0.8531,2.9815,2.1936,4.7927,9.8023,15.1588,14.4191,8.8842,80.0406,13.91,0.67,5.4206,0.2568,3.4843,0.8181,25.9372,2.7495,0.0208,138.7609
131,0.0121,,556.0,0.342,16.45,6.45,-5456.25,2.2887,1.9972,13.1989,,5.1967,85.324,9.6272,0.1054,50.4945,8.9551,64.1596,117.796,1.0643,2.0627,1.2438,3.1205,7.8415,15.0065,46.8326,3.8883,4.6823,15.93,1.44,6.6333,0.5656,3.9831,1.7869,17.9238,3.6972,0.0058,138.132
132,0.0166,,591.0,0.371,17.84,14.45,-5683.75,3.4781,2.0173,22.5106,,5.9225,85.6626,9.1502,0.0988,50.2288,4.2468,64.1871,119.3708,0.8687,2.9181,1.7284,3.4419,7.863,39.885,17.7485,5.8874,7.9816,19.05,1.61,9.1163,0.6061,4.7381,1.9693,,3.8566,,148.8897
133,0.0095,,2366.0,0.256,9.09,10.84,-6563.75,2.2393,1.8005,17.6337,,4.788,84.7166,8.8388,0.0861,50.3916,1.9152,64.1968,111.7128,,2.7712,0.9767,2.3036,12.0888,22.162,20.1396,3.7615,8.3412,12.26,0.69,5.612,0.2811,3.097,0.9176,17.8027,2.3013,,135.5007
134,0.0101,,180.0,0.69,11.41,5.35,-5559.0,1.9131,1.9682,25.5822,,6.2297,83.8746,9.2658,0.1918,50.2261,,64.3328,119.104,1.2374,3.6303,1.0448,6.6944,7.2761,21.7077,15.2394,3.2332,6.3557,,,,,,,22.6166,104.372,,
135,0.0199,,570.0,0.182,11.2,4.2,-5499.75,5.3078,1.9685,18.7645,,6.3071,83.8746,9.2658,0.0559,50.2261,,64.3328,119.104,1.4085,2.3759,2.0754,1.7165,4.9059,34.4751,38.862,9.2788,3.5526,,,,,,,13.3978,3.9875,,
136,0.0147,,131.0,0.573,11.49,5.08,-6353.5,2.296,1.8835,21.3466,,4.571,85.4579,8.6667,0.1774,50.2987,,64.2122,117.955,1.4085,2.8235,1.5155,5.5117,6.2466,31.2189,11.8576,3.9133,4.2778,19.48,1.57,8.5329,0.7366,4.8644,1.929,10.8972,2.1771,,
137,0.0051,,691.0,0.271,18.53,6.0,-6599.25,2.3168,1.8888,21.3466,,6.3297,84.5407,9.1638,0.0841,50.1709,,64.2232,119.7114,1.0148,2.8235,0.5256,2.6218,5.4252,30.1203,12.9853,3.9287,4.1014,,,,,,,16.9639,4.2207,,
138,0.0139,,484.0,0.838,12.51,6.77,-6413.5,2.3795,1.8873,13.1989,,5.5001,85.4138,10.9634,0.2764,50.3803,,64.2949,118.8972,1.4085,2.0627,1.4308,8.1072,8.4777,47.578,46.6331,4.0385,5.8451,19.16,1.82,9.1432,0.7867,4.7722,2.2326,17.565,2.9281,,
139,0.0094,,367.0,0.574,14.14,6.61,-6569.5,2.8937,1.8785,22.599,,6.6792,84.5407,9.1638,0.1443,50.1709,,64.2232,119.7114,0.8687,2.9113,0.9691,5.5635,7.2308,33.7427,18.9352,4.8901,2.9868,20.08,0.9,10.0572,0.343,4.9624,1.2315,23.0494,3.4939,,
140,0.0167,,415.0,0.339,22.45,10.29,-6480.5,2.7883,1.8815,27.1972,,10.8672,86.1197,9.043,0.1307,50.36,6.0756,63.8744,117.6784,1.5012,3.1423,1.7361,3.2102,5.1581,26.8791,26.9478,4.6578,5.6057,,,,,,,15.691,3.5979,,155.1363
141,0.0157,,330.0,0.137,21.2,6.23,-6364.25,2.2746,1.888,27.1972,,10.3165,86.1197,9.043,0.0465,50.36,8.5552,63.8744,117.6784,1.5012,3.1423,1.6353,1.2488,6.4458,12.4185,29.3084,3.7986,4.7049,13.13,0.41,5.8409,0.1491,3.2704,0.553,20.1018,3.5979,,145.0518
142,0.0155,,497.0,0.37,10.63,6.04,-6473.25,2.3197,1.8873,22.5106,,5.8079,84.5407,9.1638,0.1213,50.1709,,64.2232,119.7114,0.6652,2.9181,1.5945,3.5731,8.3787,29.3435,14.2926,3.9321,3.2202,,,,,,,30.0429,2.7997,0.0348,
143,0.0118,,7669.0,0.261,20.65,9.0,-3293.5,2.2562,0.893,18.7645,,10.4239,84.0432,8.7487,0.087,50.2849,6.8163,64.3732,118.7784,0.6652,2.3759,1.2177,2.3343,12.7009,16.3701,55.4851,3.7779,5.1006,21.06,2.23,9.1664,0.9337,5.2051,2.7656,24.2987,4.3037,0.0135,119.6337
144,0.0119,,7673.0,0.17,21.28,7.14,-1918.25,2.984,0.4445,22.5106,,10.6706,85.1197,9.1784,0.0531,50.2165,6.5408,64.229,118.771,1.2374,2.9181,1.2224,1.5612,9.1746,21.4995,37.145,5.0598,79.8006,22.16,1.53,11.2193,0.6714,5.4714,1.9071,11.4038,4.1053,0.0055,137.0732
145,0.0052,,602.0,0.343,16.32,6.95,-5478.25,2.9045,1.964,22.5106,,5.1773,85.7375,9.0998,0.1126,50.1482,6.3595,64.0107,119.5608,0.8687,2.9181,0.5262,3.3201,2.4026,31.8914,21.5174,4.9249,5.6109,,,,,,,18.3453,3.1845,,152.0177
146,0.0204,,241.0,0.326,13.87,7.79,-6472.5,5.1503,1.8952,18.7645,,4.3737,85.4579,8.6667,0.0897,50.2987,,64.2122,117.955,1.4085,2.3759,2.1221,3.1011,3.1932,50.6639,34.5203,9.0482,5.6323,21.59,1.42,9.387,0.5751,5.3402,1.9122,18.457,2.3687,,
147,0.0208,,3027.0,0.757,12.48,3.82,-6235.25,2.123,1.993,25.5822,,4.8677,85.8965,9.2405,0.2106,50.157,2.7491,64.0502,119.2274,1.3055,3.6303,2.1742,7.1548,6.0239,18.1015,12.3028,3.6354,14.1562,20.73,1.1,9.3027,0.4169,5.1476,1.3187,18.9165,2.9437,,148.8751
148,0.0074,,473.0,1.145,17.21,5.42,-6449.75,4.7228,1.8915,27.1972,,11.3583,84.8178,8.7947,0.2927,50.2004,,63.9947,118.7708,1.4348,3.1423,0.7613,11.343,8.7255,37.4136,15.3855,8.1736,7.4708,19.64,1.66,9.2579,0.708,4.8715,2.0447,35.0315,3.7981,,
149,0.0202,,2029.0,0.243,11.04,11.18,-6169.5,2.3059,1.7675,18.9433,,5.0914,84.8723,8.755,0.0821,50.3957,4.2708,64.0838,117.326,0.6652,2.3807,2.1065,2.1872,13.4782,23.8455,17.0593,3.8659,4.255,17.2,1.33,7.1189,0.5761,4.2435,1.6337,14.6457,2.9696,0.0182,129.6917
150,0.0127,,495.0,0.361,21.54,5.51,-5550.5,1.5538,2.013,28.2839,,10.5846,86.1197,9.043,0.1208,50.36,5.567,63.8744,117.6784,1.4348,3.3742,1.3085,3.4545,4.5464,14.6781,11.7522,2.7699,2.5666,17.63,0.93,7.9136,0.3677,4.4111,1.1206,18.6258,3.5979,,152.5719
151,0.0125,,422.0,0.323,12.01,9.4,-5448.5,2.5006,1.975,16.3972,,10.1559,85.1594,8.8741,0.1081,50.2518,,64.1363,120.883,0.8531,2.3943,1.2833,2.9768,10.1743,54.05,9.5139,4.3512,5.7994,,,,,,,,3.933,,
152,0.0127,,599.0,0.74,17.21,5.98,-6352.0,2.1983,1.9033,18.7645,,4.8101,85.4138,10.9634,0.248,50.3803,,64.2949,118.8972,0.8687,2.3759,1.3212,7.2844,4.2592,39.8156,31.7482,3.796,14.0334,20.59,1.55,9.5606,0.7115,5.0669,1.9007,18.5945,3.0409,0.0336,
153,0.0152,,1863.0,0.291,10.48,4.49,-5098.25,1.7951,2.0083,25.5822,,6.0981,85.794,8.7599,0.0817,50.3802,2.9408,63.9715,117.6882,1.3055,3.6303,1.5639,2.7169,5.8846,18.4579,14.9377,3.2141,4.3131,18.45,1.66,8.8969,0.7195,4.512,2.0713,15.0223,3.0504,0.0199,141.6228
154,0.0123,,145.0,0.284,13.62,9.01,-6362.5,2.9093,1.9012,22.5106,,4.8639,85.4579,8.6667,0.091,50.2987,,64.2122,117.955,0.8687,2.9181,1.261,2.7312,3.4713,64.0186,40.9515,5.0191,4.5816,21.84,1.53,10.2357,0.7361,5.4453,1.9029,8.6607,2.8442,,
155,0.0111,,198.0,0.738,16.08,3.72,-6290.25,2.9933,1.8942,23.8911,,7.346,84.818,8.6309,0.2028,50.2512,7.9617,64.2144,117.4996,0.6652,2.9731,1.1404,7.4474,3.4222,19.265,60.914,5.0791,6.1265,17.61,0.83,8.7864,0.346,4.3273,1.1286,11.9065,3.1635,0.0228,169.2684
156,0.0111,,565.0,0.533,14.93,6.54,-5389.25,2.9372,1.9718,22.1896,,6.1246,85.6626,9.1502,0.1441,50.2288,4.5094,64.1871,119.3708,0.8687,2.897,1.143,4.9753,8.8288,22.8149,14.8656,4.9197,4.0794,16.66,1.01,8.4877,0.4212,4.0639,1.3778,18.6842,2.4866,,145.5469
157,0.0055,,574.0,0.322,17.84,3.55,-6538.75,4.5096,1.8808,16.5258,,6.6825,84.5407,9.1638,0.0963,50.1709,,64.2232,119.7114,1.2374,2.3415,0.5658,3.1732,4.7764,25.4997,7.2331,7.6318,4.1329,18.15,1.68,8.3114,0.7505,4.487,2.066,33.1318,3.559,0.014,
158,0.0081,,582.0,0.824,15.99,6.63,-6349.5,2.9257,1.8818,21.3122,,7.5104,84.818,8.6309,0.241,50.2512,4.3927,64.2144,117.4996,1.1126,2.7779,0.8327,8.2543,3.6321,19.3947,22.4486,4.961,4.6202,21.11,1.44,9.2421,0.6358,5.2717,1.77,10.4638,1.9061,,159.4074
159,0.0177,,481.0,0.273,21.99,9.73,-5599.5,2.4838,1.9922,25.2959,,10.915,85.2804,9.2436,0.0736,50.4371,6.089,64.2175,118.3534,1.2397,3.5105,1.843,2.4663,7.1904,18.2594,11.1184,4.3427,5.0499,19.17,1.01,8.0983,0.3733,4.7003,1.3805,40.9011,3.8397,0.0082,141.2612
160,0.021,,1020.0,0.353,20.83,4.66,-5645.25,2.7749,2.008,25.2959,,10.0971,84.9798,8.3754,0.1159,50.2413,6.9522,63.8874,118.0962,0.7013,3.5105,2.1942,3.3993,5.2239,19.0785,47.9589,4.8268,4.1597,9.8,0.21,4.2509,0.0856,2.3773,0.2886,24.2088,2.0622,0.0195,151.5935
161,0.0106,,550.0,0.276,20.44,11.47,-5447.75,2.6468,1.9783,18.4097,,11.256,85.7375,9.0998,0.0845,50.1482,4.5273,64.0107,119.5608,1.2397,2.6778,1.0869,2.5585,9.9289,30.4472,6.3848,4.3621,4.3997,19.33,0.82,8.9693,0.3875,4.7555,1.1109,14.3717,2.9007,0.0075,148.2239
162,0.022,,608.0,0.37,18.27,5.84,-5501.0,1.7796,1.9903,25.2959,,10.0639,84.9798,8.3754,0.109,50.2413,9.1698,63.8874,118.0962,0.7013,3.5105,2.3008,3.5528,4.5064,18.5792,53.2734,2.9491,4.6931,15.76,1.2,8.19,0.5571,3.9262,1.4882,22.8057,1.8879,0.0215,145.3263
